"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year"
"13062_1996",13,13062,1996,"PRI",300,4691,1798,681,0,6789,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"13_1996"
"13062_1999",13,13062,1999,"PRI",237,5407,2010,466,0,7654,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"13_1999"
"13062_2002",13,13062,2002,"PRI",647,3795,1092,495,0,7864,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"13_2002"
"13062_2005",13,13062,2005,"PRI",639,4413,3811,870,0,9112,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"13_2005"
"13062_2008",13,13062,2008,"PRI",1326,5306,3790,950,0,10521,"PRI","PRI","PRI","PRI",2005,3,"PRI","PRI",1,1,0,0,"13_2008"
"13062_2011",13,13062,2011,"PRI",0,6630,0,321,0,12124,"PRI_PVEM_PNA","PRI","PRI","PRI",2008,3,"PRI","PRI",1,1,0,0,"13_2011"
"13063_1981",13,13063,1981,"PRI",0,6435,0,NA,NA,6435,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13063_1984",13,13063,1984,"PRI",0,5890,0,NA,NA,7970,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13063_1987",13,13063,1987,"PRI",0,10250,0,0,0,10250,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13063_1990",13,13063,1990,"PRI",13,2756,1874,0,0,4828,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13063_1993",13,13063,1993,"PRI",654,10769,3320,0,0,15212,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13063_1996",13,13063,1996,"PRI",7207,7678,2065,698,0,17096,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"13_1996"
"13063_1999",13,13063,1999,"PRI",5970,7867,1679,513,0,17670,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"13_1999"
"13063_2002",13,13063,2002,"PAN",9416,6133,0,1314,0,18011,"PRI","PRI","PAN","PAN",1999,3,"PRI","PRI",0,1,0,0,"13_2002"
"13063_2005",13,13063,2005,"PRI",2089,6979,3841,388,0,20583,"PRI","PRI","PRI","PRI",2002,3,"PAN","PAN",1,1,0,0,"13_2005"
"13063_2008",13,13063,2008,"PRI_PNA",3879,8999,2753,2236,0,20637,"PRI","PRI","PRI","PRI",2005,3,"PRI","PRI",1,0,1,0,"13_2008"
"13063_2011",13,13063,2011,"PRI_PVEM_PNA",0,12432,0,1117,0,21518,"PRI_PVEM_PNA","PRI","PRI","PRI",2008,3,"PRI","PRI",1,1,0,0,"13_2011"
"13064_1981",13,13064,1981,"PRI",0,1470,0,NA,NA,1470,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13064_1984",13,13064,1984,"PRI",0,2110,0,NA,NA,2110,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13064_1987",13,13064,1987,"PRI",0,1816,0,0,0,1848,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13064_1990",13,13064,1990,"PRI",1,1278,1,0,0,2187,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13064_1993",13,13064,1993,"PRI",71,1831,185,0,0,3171,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13064_1996",13,13064,1996,"PRI",117,1836,1393,96,0,3398,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"13_1996"
"13064_1999",13,13064,1999,"PRI",1153,1851,304,93,0,3308,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"13_1999"
"13064_2002",13,13064,2002,"PRI",1477,1832,593,78,0,3902,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"13_2002"
"13064_2005",13,13064,2005,"PAN",1869,1495,805,202,0,4229,"PRI","PRI","PAN","PAN",2002,3,"PRI","PRI",0,1,0,0,"13_2005"
"13064_2008",13,13064,2008,"PRI_PNA",551,2110,1499,52,0,4762,"PRI","PRI","PRI","PRI",2005,3,"PAN","PAN",1,1,0,0,"13_2008"
"13064_2011",13,13064,2011,"PRI",0,1685,0,171,0,5044,"PRI_PVEM_PNA","PRI","PRI","PRI",2008,3,"PRI","PRI",1,0,1,0,"13_2011"
"13065_1981",13,13065,1981,"PRI",0,1139,0,NA,NA,1139,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13065_1984",13,13065,1984,"PRI",0,2060,0,NA,NA,2060,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13065_1987",13,13065,1987,"PRI",0,1432,0,0,0,1663,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13065_1990",13,13065,1990,"PRI",0,1198,2,0,0,1800,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13065_1993",13,13065,1993,"PRI",0,1733,0,0,0,3200,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13065_1996",13,13065,1996,"PRD",82,1358,2103,27,0,3560,"PRI","PRI","PRD","PRD",1993,3,"PRI","PRI",0,1,0,0,"13_1996"
"13065_1999",13,13065,1999,"PRI",1159,1437,1255,38,0,3963,"PRI","PRI","PRI","PRI",1996,3,"PRD","PRD",1,1,0,0,"13_1999"
"13065_2002",13,13065,2002,"PRI",247,1648,1071,47,0,4566,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,0,0,1,"13_2002"
"13065_2005",13,13065,2005,"PT",0,1224,1114,48,0,4610,"PRI","PRI","PT","Otros",2002,3,"PRI","PRI",0,1,0,0,"13_2005"
"13065_2008",13,13065,2008,"PRI_PNA",0,2153,1606,51,0,5355,"PRI","PRI","PRI","PRI",2005,3,"PT","Otros",1,1,0,0,"13_2008"
"13065_2011",13,13065,2011,"PT",0,1486,1460,71,0,5882,"PRI_PVEM_PNA","PRI","PT","Otros",2008,3,"PRI","PRI",0,0,0,0,"13_2011"
"13066_1981",13,13066,1981,"PRI",0,1639,0,NA,NA,1639,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13066_1984",13,13066,1984,"PRI",0,1929,0,NA,NA,1929,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13066_1987",13,13066,1987,"PRI",0,1804,0,0,0,1804,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13066_1990",13,13066,1990,"PRI",6,1108,415,0,0,1576,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13066_1993",13,13066,1993,"PRI",396,2085,4,0,0,2511,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13066_1996",13,13066,1996,"PRD",82,1223,1824,88,0,3177,"PRI","PRI","PRD","PRD",1993,3,"PRI","PRI",0,1,0,0,"13_1996"
"13066_1999",13,13066,1999,"PRI",260,1746,1506,73,0,3512,"PRI","PRI","PRI","PRI",1996,3,"PRD","PRD",1,1,0,0,"13_1999"
"13066_2002",13,13066,2002,"PRI_PVEM",1117,1622,551,109,0,3615,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,0,0,1,"13_2002"
"13066_2005",13,13066,2005,"PAN",2577,1102,498,64,0,4287,"PRI","PRI","PAN","PAN",2002,3,"PRI","PRI",0,1,0,0,"13_2005"
"13066_2008",13,13066,2008,"PRI_PNA",1326,1904,158,103,0,4883,"PRI","PRI","PRI","PRI",2005,3,"PAN","PAN",1,1,0,0,"13_2008"
"13066_2011",13,13066,2011,"PNA",0,1333,0,97,0,5259,"PRI_PVEM_PNA","PRI","PNA","Otros",2008,3,"PRI","PRI",0,0,1,0,"13_2011"
"13067_1981",13,13067,1981,"PRI",0,5536,0,NA,NA,5536,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13067_1984",13,13067,1984,"PRI",0,6057,0,NA,NA,6057,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13067_1987",13,13067,1987,"PRI",0,4867,0,0,0,4964,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13067_1990",13,13067,1990,"PRI",7,2730,1624,0,0,4499,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13067_1993",13,13067,1993,"PRD",10,4077,4386,0,0,8603,"PRI","PRI","PRD","PRD",1990,3,"PRI","PRI",0,1,0,0,"13_1993"
"13067_1996",13,13067,1996,"PRD",0,5660,6506,154,0,12166,"PRI","PRI","PRD","PRD",1993,3,"PRD","PRD",0,1,0,0,"13_1996"
"13067_1999",13,13067,1999,"PRI",841,6479,5916,165,0,13236,"PRI","PRI","PRI","PRI",1996,3,"PRD","PRD",1,0,0,1,"13_1999"
"13067_2002",13,13067,2002,"PRD",2763,4958,7877,194,0,15772,"PRI","PRI","PRD","PRD",1999,3,"PRI","PRI",0,0,0,1,"13_2002"
"13067_2005",13,13067,2005,"PRD",560,4431,5273,250,0,17730,"PRI","PRI","PRD","PRD",2002,3,"PRD","PRD",0,1,0,0,"13_2005"
"13067_2008",13,13067,2008,"PRI_PNA",211,7884,5109,223,0,19563,"PRI","PRI","PRI","PRI",2005,3,"PRD","PRD",1,0,0,1,"13_2008"
"13067_2011",13,13067,2011,"PAN",7014,5244,6794,354,0,22004,"PRI_PVEM_PNA","PRI","PAN","PAN",2008,3,"PRI","PRI",0,0,0,1,"13_2011"
"13068_1981",13,13068,1981,"PRI",0,3479,0,NA,NA,3479,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13068_1984",13,13068,1984,"PRI",0,4481,0,NA,NA,4481,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13068_1987",13,13068,1987,"PRI",0,3994,0,0,0,3994,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13068_1990",13,13068,1990,"PRI",0,4172,0,0,0,4212,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13068_1993",13,13068,1993,"PRI",80,2575,662,0,0,3468,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13068_1996",13,13068,1996,"PRI",669,1903,106,140,0,2762,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"13_1996"
"13068_1999",13,13068,1999,"PRI",1303,1814,275,285,0,3530,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"13_1999"
"13068_2002",13,13068,2002,"PRI",1244,2556,185,324,0,4161,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"13_2002"
"13068_2005",13,13068,2005,"PRI",1116,1672,420,336,0,4880,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"13_2005"
"13068_2008",13,13068,2008,"PRI",1320,2381,134,337,0,6167,"PRI","PRI","PRI","PRI",2005,3,"PRI","PRI",1,1,0,0,"13_2008"
"13068_2011",13,13068,2011,"PAN_PRD",0,3330,0,443,0,6879,"PRI_PVEM_PNA","PRI","PAN","PAN",2008,3,"PRI","PRI",0,1,0,0,"13_2011"
"13069_1981",13,13069,1981,"PRI",0,3157,0,NA,NA,3157,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13069_1984",13,13069,1984,"PRI",0,3856,0,NA,NA,4210,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13069_1987",13,13069,1987,"PRI",0,4807,0,0,0,4807,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13069_1990",13,13069,1990,"PRI",0,1949,531,0,0,2727,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13069_1993",13,13069,1993,"PRI",2008,5279,1067,0,0,8735,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13069_1996",13,13069,1996,"PRI",1396,4210,2874,401,0,8945,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"13_1996"
"13069_1999",13,13069,1999,"PRI",416,5920,4383,208,0,10842,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"13_1999"
"13069_2002",13,13069,2002,"PAN",5438,5430,0,1739,0,11421,"PRI","PRI","PAN","PAN",1999,3,"PRI","PRI",0,1,0,0,"13_2002"
"13069_2005",13,13069,2005,"PRI",4415,6159,2892,408,0,17032,"PRI","PRI","PRI","PRI",2002,3,"PAN","PAN",1,1,0,0,"13_2005"
"13069_2008",13,13069,2008,"PRI_PNA",5474,10245,1605,382,0,20512,"PRI","PRI","PRI","PRI",2005,3,"PRI","PRI",1,0,1,0,"13_2008"
"13069_2011",13,13069,2011,"PRI",0,15285,0,586,0,25166,"PRI_PVEM_PNA","PRI","PRI","PRI",2008,3,"PRI","PRI",1,1,0,0,"13_2011"
"13070_1981",13,13070,1981,"PRI",0,2714,0,NA,NA,2714,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13070_1984",13,13070,1984,"PARM",0,1318,0,NA,NA,3131,"PRI","PRI","PARM","Otros",1981,3,"PRI","PRI",0,NA,NA,NA,"13_1984"
"13070_1987",13,13070,1987,"PARM",0,1377,0,0,0,2799,"PRI","PRI","PARM","Otros",1984,3,"PARM","Otros",0,1,0,0,"13_1987"
"13070_1990",13,13070,1990,"PARM",0,1730,0,0,0,3881,"PRI","PRI","PARM","Otros",1987,3,"PARM","Otros",0,0,0,0,"13_1990"
"13070_1993",13,13070,1993,"PRI",0,2794,0,0,0,4741,"PRI","PRI","PRI","PRI",1990,3,"PARM","Otros",1,0,0,0,"13_1993"
"13070_1996",13,13070,1996,"PRI",1732,2126,450,60,0,4405,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,0,0,0,"13_1996"
"13070_1999",13,13070,1999,"PRI",238,2749,1375,89,0,4648,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"13_1999"
"13070_2002",13,13070,2002,"PRD",516,1319,2835,56,0,5590,"PRI","PRI","PRD","PRD",1999,3,"PRI","PRI",0,1,0,0,"13_2002"
"13070_2005",13,13070,2005,"PRI",153,2433,1101,86,0,5808,"PRI","PRI","PRI","PRI",2002,3,"PRD","PRD",1,1,0,0,"13_2005"
"13070_2008",13,13070,2008,"PRD",399,2332,2913,100,0,6733,"PRI","PRI","PRD","PRD",2005,3,"PRI","PRI",0,0,0,1,"13_2008"
"13070_2011",13,13070,2011,"PRI",634,3318,739,152,0,7239,"PRI_PVEM_PNA","PRI","PRI","PRI",2008,3,"PRD","PRD",1,1,0,0,"13_2011"
"13071_1981",13,13071,1981,"PRI",0,2307,0,NA,NA,2307,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13071_1984",13,13071,1984,"PRI",0,2850,0,NA,NA,3366,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13071_1987",13,13071,1987,"PRI",0,3469,0,0,0,3469,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13071_1990",13,13071,1990,"PRI",2,2823,1,0,0,2898,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13071_1993",13,13071,1993,"PRI",4,2792,172,0,0,3210,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13071_1996",13,13071,1996,"PRI",0,2692,247,166,0,2939,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"13_1996"
"13071_1999",13,13071,1999,"PRI",0,2090,1356,120,0,3446,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"13_1999"
"13071_2002",13,13071,2002,"PRI",0,1967,1676,212,0,3643,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"13_2002"
"13071_2005",13,13071,2005,"PRD",0,1514,2443,173,0,3957,"PRI","PRI","PRD","PRD",2002,3,"PRI","PRI",0,1,0,0,"13_2005"
"13071_2008",13,13071,2008,"PRI_PNA",0,2301,2266,217,0,4567,"PRI","PRI","PRI","PRI",2005,3,"PRD","PRD",1,1,0,0,"13_2008"
"13071_2011",13,13071,2011,"PRI",0,2144,0,326,0,5132,"PRI_PVEM_PNA","PRI","PRI","PRI",2008,3,"PRI","PRI",1,0,0,1,"13_2011"
"13072_1981",13,13072,1981,"PRI",0,1471,0,NA,NA,1471,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13072_1984",13,13072,1984,"PRI",0,1754,0,NA,NA,1754,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13072_1987",13,13072,1987,"PRI",0,1863,0,0,0,1863,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13072_1990",13,13072,1990,"PRI",0,1900,0,0,0,1941,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13072_1993",13,13072,1993,"PRI",17,2686,440,0,0,3295,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13072_1996",13,13072,1996,"PRI",0,1921,1649,82,0,3614,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"13_1996"
"13072_1999",13,13072,1999,"PRI",904,2125,804,75,0,3833,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"13_1999"
"13072_2002",13,13072,2002,"PAN",1650,1192,0,81,0,4251,"PRI","PRI","PAN","PAN",1999,3,"PRI","PRI",0,1,0,0,"13_2002"
"13072_2005",13,13072,2005,"PRI",340,1784,1439,55,0,4426,"PRI","PRI","PRI","PRI",2002,3,"PAN","PAN",1,1,0,0,"13_2005"
"13072_2008",13,13072,2008,"PRI",329,2368,1698,77,0,5039,"PRI","PRI","PRI","PRI",2005,3,"PRI","PRI",1,0,1,0,"13_2008"
"13072_2011",13,13072,2011,"PAN",2385,1493,844,82,0,5304,"PRI_PVEM_PNA","PRI","PAN","PAN",2008,3,"PRI","PRI",0,1,0,0,"13_2011"
"13073_1981",13,13073,1981,"PRI",0,6817,0,NA,NA,6817,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13073_1984",13,13073,1984,"PRI",0,7159,0,NA,NA,7159,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13073_1987",13,13073,1987,"PRI",0,6805,0,0,0,6805,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13073_1990",13,13073,1990,"PRI",0,3497,0,0,0,4613,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13073_1993",13,13073,1993,"PRI",27,5011,16,0,0,5727,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13073_1996",13,13073,1996,"PRI",478,5129,1503,611,0,7482,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"13_1996"
"13073_1999",13,13073,1999,"PRI",0,5464,3854,719,0,9684,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"13_1999"
"13073_2002",13,13073,2002,"PRI",2244,3479,3103,943,0,9290,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"13_2002"
"13073_2005",13,13073,2005,"PRI",3541,3551,1334,920,0,10837,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"13_2005"
"13073_2008",13,13073,2008,"PAN",5459,4785,2270,1293,0,12934,"PRI","PRI","PAN","PAN",2005,3,"PRI","PRI",0,1,0,0,"13_2008"
"13073_2011",13,13073,2011,"PAN",5611,5358,641,1058,0,13837,"PRI_PVEM_PNA","PRI","PAN","PAN",2008,3,"PAN","PAN",0,1,0,0,"13_2011"
"13074_1981",13,13074,1981,"PRI",16,3361,0,NA,NA,3440,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13074_1984",13,13074,1984,"PRI",0,4436,0,NA,NA,4436,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13074_1987",13,13074,1987,"PRI",235,3927,0,0,0,4162,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13074_1990",13,13074,1990,"PRI",2,2146,2,0,0,3108,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13074_1993",13,13074,1993,"PRI",0,3198,1388,0,0,5124,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13074_1996",13,13074,1996,"PRD",0,2839,3113,172,0,5952,"PRI","PRI","PRD","PRD",1993,3,"PRI","PRI",0,1,0,0,"13_1996"
"13074_1999",13,13074,1999,"PRD",636,3223,3271,432,0,7394,"PRI","PRI","PRD","PRD",1996,3,"PRD","PRD",0,1,0,0,"13_1999"
"13074_2002",13,13074,2002,"PRI",462,4174,3256,109,0,8148,"PRI","PRI","PRI","PRI",1999,3,"PRD","PRD",1,0,0,1,"13_2002"
"13074_2005",13,13074,2005,"PRD",1158,2895,5250,120,0,9420,"PRI","PRI","PRD","PRD",2002,3,"PRI","PRI",0,0,0,1,"13_2005"
"13074_2008",13,13074,2008,"PAN",2945,2831,2389,155,0,9496,"PRI","PRI","PAN","PAN",2005,3,"PRD","PRD",0,1,0,0,"13_2008"
"13074_2011",13,13074,2011,"PT",951,4043,1608,197,0,11210,"PRI_PVEM_PNA","PRI","PT","Otros",2008,3,"PAN","PAN",0,0,0,1,"13_2011"
"13075_1981",13,13075,1981,"PRI",0,1550,0,NA,NA,1550,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13075_1984",13,13075,1984,"PRI",0,1822,0,NA,NA,1822,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13075_1987",13,13075,1987,"PRI",0,1753,0,0,0,1753,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13075_1990",13,13075,1990,"PRI",0,1133,401,0,0,1535,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13075_1993",13,13075,1993,"PRI",556,2045,302,0,0,2912,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13075_1996",13,13075,1996,"PAN",1705,1336,402,112,0,3443,"PRI","PRI","PAN","PAN",1993,3,"PRI","PRI",0,1,0,0,"13_1996"
"13075_1999",13,13075,1999,"PAN",2514,1597,356,64,0,4467,"PRI","PRI","PAN","PAN",1996,3,"PAN","PAN",0,1,0,0,"13_1999"
"13075_2002",13,13075,2002,"PRI",1011,1417,0,1256,0,3340,"PRI","PRI","PRI","PRI",1999,3,"PAN","PAN",1,0,1,0,"13_2002"
"13075_2005",13,13075,2005,"PVEM",817,1124,1184,85,0,4756,"PRI","PRI","PVEM","Otros",2002,3,"PRI","PRI",0,0,1,0,"13_2005"
"13075_2008",13,13075,2008,"PRI_PNA",900,2408,960,61,0,5771,"PRI","PRI","PRI","PRI",2005,3,"PVEM","Otros",1,1,0,0,"13_2008"
"13075_2011",13,13075,2011,"PRI",0,3144,0,73,0,5984,"PRI_PVEM_PNA","PRI","PRI","PRI",2008,3,"PRI","PRI",1,0,0,0,"13_2011"
"13076_1981",13,13076,1981,"PRI",11,8699,0,NA,NA,8777,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13076_1984",13,13076,1984,"PRI",1396,11948,0,NA,NA,13801,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13076_1987",13,13076,1987,"PRI",585,16130,0,0,0,16762,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13076_1990",13,13076,1990,"PRI",53,10857,1229,0,0,12791,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13076_1993",13,13076,1993,"PRI",1205,15095,3330,0,0,20195,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13076_1996",13,13076,1996,"PRD",2498,8914,9795,643,0,21608,"PRI","PRI","PRD","PRD",1993,3,"PRI","PRI",0,1,0,0,"13_1996"
"13076_1999",13,13076,1999,"PRI",0,11966,11290,498,0,23927,"PRI","PRI","PRI","PRI",1996,3,"PRD","PRD",1,1,0,0,"13_1999"
"13076_2002",13,13076,2002,"PAN",15148,11600,5091,712,0,32275,"PRI","PRI","PAN","PAN",1999,3,"PRI","PRI",0,0,0,1,"13_2002"
"13076_2005",13,13076,2005,"PRI",3780,15552,7859,486,0,27977,"PRI","PRI","PRI","PRI",2002,3,"PAN","PAN",1,1,0,0,"13_2005"
"13076_2008",13,13076,2008,"PRI_PNA",4296,12419,8999,1284,0,28920,"PRI","PRI","PRI","PRI",2005,3,"PRI","PRI",1,0,1,0,"13_2008"
"13076_2011",13,13076,2011,"PRI_PVEM_PNA",7950,15118,10027,1444,0,33095,"PRI_PVEM_PNA","PRI","PRI","PRI",2008,3,"PRI","PRI",1,1,0,0,"13_2011"
"13077_1981",13,13077,1981,"PRI",11,21263,0,NA,NA,21283,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"13_1981"
"13077_1984",13,13077,1984,"PRI",0,18420,0,NA,NA,21129,"PRI","PRI","PRI","PRI",1981,3,"PRI","PRI",1,NA,NA,NA,"13_1984"
"13077_1987",13,13077,1987,"PRI",0,21287,0,0,0,21897,"PRI","PRI","PRI","PRI",1984,3,"PRI","PRI",1,1,0,0,"13_1987"
"13077_1990",13,13077,1990,"PRI",2045,7413,519,0,0,10383,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"13_1990"
"13077_1993",13,13077,1993,"PRI",4490,19472,0,0,0,26439,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"13_1993"
"13077_1996",13,13077,1996,"PRI",5830,13776,1849,669,0,22990,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"13_1996"
"13077_1999",13,13077,1999,"PAN",12440,9677,1440,827,0,24010,"PRI","PRI","PAN","PAN",1996,3,"PRI","PRI",0,1,0,0,"13_1999"
"13077_2002",13,13077,2002,"PRI",6984,10499,0,2244,0,30979,"PRI","PRI","PRI","PRI",1999,3,"PAN","PAN",1,1,0,0,"13_2002"
