"muniYear","agua","dren","elec"
"27001_2007",13881,12,16028
"27001_2008",14054,12,16734
"27001_2009",14256,12,16994
"27001_2010",14291,12,17738
"27001_2011",14473,13,18376
"27001_2012",14641,13,19036
"27001_2013",14952,13,19231
"27001_2014",15243,13,19433
"27001_2015",15422,13,19819
"27002_1994",26236,19,39274
"27002_1995",26191,19,38335
"27002_1996",27892,19,39068
"27002_1997",29524,19,41550
"27002_1998",30430,19,43160
"27002_1999",36212,19,45002
"27002_2000",37984,19,46201
"27002_2001",38122,19,48743
"27002_2002",33375,20,50808
"27002_2003",46715,23,54002
"27002_2004",34904,21,62373
"27002_2005",34662,21,62571
"27002_2006",35615,22,69012
"27002_2007",35675,22,69929
"27002_2008",36128,22,73504
"27002_2009",39955,23,74661
"27002_2010",40057,25,76971
"27002_2011",41354,26,69397
"27002_2012",41973,26,80390
"27002_2013",41402,26,80023
"27002_2014",44169,26,70111
"27002_2015",41936,26,71042
"27003_1994",5279,5,26950
"27003_1995",5296,5,13773
"27003_1996",5600,5,13849
"27003_1997",5541,2,14102
"27003_1998",6887,5,14572
"27003_1999",8771,5,15530
"27003_2000",8771,4,16076
"27003_2001",8840,4,16571
"27003_2002",8508,4,16975
"27003_2003",5178,5,17936
"27003_2004",5776,3,18369
"27003_2005",6315,4,19187
"27003_2006",6154,4,17988
"27003_2007",6205,4,22748
"27003_2008",6576,4,22251
"27003_2009",9261,4,22487
"27003_2010",9019,4,22841
"27003_2011",9059,4,24149
"27003_2012",10099,4,24484
"27003_2013",9998,4,24859
"27003_2014",10010,4,25371
"27003_2015",10415,6,25913
"27004_1994",96212,15,NA
"27004_1995",99391,19,116411
"27004_1996",99575,18,119299
"27004_1997",103610,25,120359
"27004_1998",108739,25,132082
"27004_1999",117368,25,135516
"27004_2000",120919,25,142832
"27004_2001",121909,26,152146
"27004_2002",104196,28,154920
"27004_2003",110941,29,156741
"27004_2004",110979,29,172424
"27004_2005",116244,29,179024
"27004_2006",117739,33,180088
"27004_2007",120089,33,213433
"27004_2008",120311,33,208453
"27004_2009",113826,47,211747
"27004_2010",141044,47,221563
"27004_2011",151132,74,214776
"27004_2012",156739,88,200205
"27004_2013",149877,88,231619
"27004_2014",150191,88,239897
"27004_2015",161999,88,246710
"27005_1994",13769,3,26825
"27005_1995",14162,3,27132
"27005_1996",15798,3,27532
"27005_1997",16640,3,27970
"27005_1998",16898,3,28977
"27005_1999",17931,3,30642
"27005_2000",19891,4,31089
"27005_2001",19991,4,31764
"27005_2002",23083,5,32328
"27005_2003",24304,7,38596
"27005_2004",24837,6,38615
"27005_2005",25009,7,38601
"27005_2006",26022,7,46226
"27005_2007",27140,7,48450
"27005_2008",26193,8,52176
"27005_2009",29716,10,54346
"27005_2010",29756,10,55549
"27005_2011",31204,11,55107
"27005_2012",31419,11,55673
"27005_2013",35001,11,57139
"27005_2014",34989,12,58504
"27005_2015",35896,13,61448
"27006_1994",6594,1,15992
"27006_1995",6520,2,16958
"27006_1996",7012,2,17169
"27006_1997",7847,1,18139
"27006_1998",8579,1,19002
"27006_1999",10816,1,19765
"27006_2000",10816,1,20326
"27006_2001",10865,2,21434
"27006_2002",14071,2,22235
"27006_2003",14995,2,23201
"27006_2004",15802,2,25859
"27006_2005",16815,2,25911
"27006_2006",15790,3,30426
"27006_2007",15790,3,32138
"27006_2008",20046,3,33584
"27006_2009",20522,8,35659
"27006_2010",20618,8,36381
"27006_2011",21157,8,37501
"27006_2012",21374,8,38319
"27006_2013",22346,8,38030
"27006_2014",21234,8,38238
"27006_2015",21253,9,39203
"27007_1994",4535,3,7478
"27007_1995",4527,3,7396
"27007_1996",5276,4,7665
"27007_1997",6621,6,7899
"27007_1998",7252,6,9041
"27007_1999",8924,6,NA
"27007_2000",9355,6,9663
"27007_2001",9446,7,9652
"27007_2002",7634,6,10198
"27007_2003",7245,6,10728
"27007_2004",7246,6,10441
"27007_2005",7179,6,11689
"27007_2006",8023,6,9413
"27007_2007",8190,6,10336
"27007_2008",7673,8,10897
"27007_2009",8530,9,11088
"27007_2010",8661,9,11767
"27007_2011",8820,9,11987
"27007_2012",8783,9,11816
"27007_2013",8737,9,11946
"27007_2014",8648,9,12331
"27007_2015",8572,9,12698
"27008_1994",10097,11,14891
"27008_1995",10070,11,15166
"27008_1996",10970,11,15818
"27008_1997",11581,12,16643
"27008_1998",11676,12,16930
"27008_1999",12752,12,17618
"27008_2000",13005,12,18487
"27008_2001",13111,12,18941
"27008_2002",14858,12,25332
"27008_2003",14404,12,21422
"27008_2004",14876,12,22524
"27008_2005",15324,15,22520
"27008_2006",15509,15,27912
"27008_2007",15736,15,27041
"27008_2008",16521,15,28716
"27008_2009",19034,18,29973
"27008_2010",18785,18,30649
"27008_2011",19198,18,42233
"27008_2012",20239,18,30541
"27008_2013",21485,18,31367
"27008_2014",22082,18,44548
"27008_2015",21907,18,47628
"27009_1994",3776,5,NA
"27009_1995",3952,5,11852
"27009_1996",4579,6,12580
"27009_1997",4843,5,12614
"27009_1998",5044,5,11631
"27009_1999",5608,6,12376
"27009_2000",5610,7,12965
"27009_2001",5635,8,13691
"27009_2002",6699,8,14225
"27009_2003",6873,9,14581
"27009_2004",6920,11,15168
"27009_2005",7464,11,16334
"27009_2006",7505,11,14862
"27009_2007",7748,13,10231
"27009_2008",7497,15,9907
"27009_2009",8285,16,10186
"27009_2010",8618,16,10414
"27009_2011",8785,16,11434
"27009_2012",8865,16,11382
"27009_2013",10363,16,10787
"27009_2014",10563,16,11449
"27009_2015",10558,16,11537
"27010_1994",5418,4,10752
"27010_1995",5476,4,10947
"27010_1996",5513,4,11283
"27010_1997",7628,4,12414
"27010_1998",8079,4,12479
"27010_1999",8581,4,13045
"27010_2000",9426,4,13498
"27010_2001",9517,5,13353
"27010_2002",10532,5,13799
"27010_2003",10297,5,14836
"27010_2004",11444,5,15345
"27010_2005",11324,5,15322
"27010_2006",12655,6,17787
"27010_2007",12953,6,18370
"27010_2008",13029,6,18909
"27010_2009",14044,7,19768
"27010_2010",14268,7,20663
"27010_2011",15110,7,21445
"27010_2012",15012,7,21682
"27010_2013",15047,7,22281
"27010_2014",15126,7,23206
"27010_2015",16947,7,23838
"27011_1994",2560,1,3985
"27011_1995",2556,2,4312
"27011_1996",3803,2,4775
"27011_1997",4022,2,4925
"27011_1998",4948,2,4408
"27011_1999",5100,2,NA
"27011_2000",5111,2,4321
"27011_2001",5156,2,7459
"27011_2002",5336,2,7671
"27011_2003",5556,2,7925
"27011_2004",5791,2,7778
"27011_2005",5791,2,5233
"27011_2006",5598,2,6233
"27011_2007",6465,2,6543
"27011_2008",6140,2,7169
"27011_2009",6906,5,7432
"27011_2010",6969,5,7731
"27011_2011",7162,5,7853
"27011_2012",7190,5,7825
"27011_2013",7243,5,8012
"27011_2014",5948,5,8293
"27011_2015",7492,4,8447
"27012_1994",19948,6,NA
"27012_1995",20078,6,29390
"27012_1996",20165,6,25572
"27012_1997",20171,6,26505
"27012_1998",20727,6,26246
"27012_1999",21884,6,NA
"27012_2000",22889,6,26626
"27012_2001",22984,6,29480
"27012_2002",20941,5,31035
"27012_2003",21457,5,32299
"27012_2004",21501,5,29539
"27012_2005",22556,11,33926
"27012_2006",30196,13,34833
"27012_2007",30240,13,36593
"27012_2008",31724,27,39163
"27012_2009",31760,27,40852
"27012_2010",35974,27,43170
"27012_2011",38477,27,43902
"27012_2012",39436,27,37780
"27012_2013",39870,27,44862
"27012_2014",39907,28,46890
"27012_2015",40307,27,47438
"27013_1994",8294,3,6192
"27013_1995",8372,2,6389
"27013_1996",9001,2,6554
"27013_1997",10305,3,7141
"27013_1998",10658,3,6919
"27013_1999",11638,3,7197
"27013_2000",12110,5,7357
"27013_2001",12194,6,7254
"27013_2002",14291,7,7427
"27013_2003",11182,7,8055
"27013_2004",13989,8,8213
"27013_2005",14429,8,8264
"27013_2006",15639,8,9823
"27013_2007",15639,10,10042
"27013_2008",16691,10,10426
"27013_2009",20355,10,11913
"27013_2010",22475,10,11196
"27013_2011",24233,12,31901
"27013_2012",24318,14,35257
"27013_2013",25632,14,37080
"27013_2014",25460,14,39447
"27013_2015",31892,14,41570
"27014_1994",8893,2,13528
"27014_1995",8931,2,12776
"27014_1996",8956,2,13587
"27014_1997",10062,7,14410
"27014_1998",10996,7,14978
"27014_1999",14565,7,15982
"27014_2000",14565,8,16659
"27014_2001",14668,8,17655
"27014_2002",12048,8,19639
"27014_2003",12643,8,19275
"27014_2004",13136,7,20150
"27014_2005",13173,7,20665
"27014_2006",13843,7,21560
"27014_2007",13985,7,22786
"27014_2008",14152,7,24239
"27014_2009",16770,9,25646
"27014_2010",16157,9,26495
"27014_2011",17088,9,27522
"27014_2012",18339,9,28500
"27014_2013",20230,9,29288
"27014_2014",19038,9,30558
"27014_2015",19498,9,31759
"27015_1994",4182,4,6356
"27015_1995",4182,6,6930
"27015_1996",5073,6,7217
"27015_1997",5784,8,7427
"27015_1998",6076,8,7097
"27015_1999",6803,8,7477
"27015_2000",7090,13,7476
"27015_2001",7167,14,7612
"27015_2002",7584,16,7612
"27015_2003",7540,16,9986
"27015_2004",8526,17,9090
"27015_2005",8482,22,9440
"27015_2006",8345,24,7294
"27015_2007",8464,26,9840
"27015_2008",8496,26,9633
"27015_2009",8960,27,10139
"27015_2010",9158,27,10441
"27015_2011",9868,27,10656
"27015_2012",9897,27,10880
"27015_2013",10346,27,11171
"27015_2014",10338,27,11328
"27015_2015",10367,29,11503
"27016_1994",5387,2,8689
"27016_1995",5373,2,8743
"27016_1996",6435,2,9111
"27016_1997",6849,9,9330
"27016_1998",7365,9,10244
"27016_1999",8965,9,10769
"27016_2000",9405,17,17046
"27016_2001",9437,17,19754
"27016_2002",9025,17,20128
"27016_2003",8944,23,11124
"27016_2004",9195,23,12727
"27016_2005",9011,26,13414
"27016_2006",9440,28,15800
"27016_2007",9587,28,15207
"27016_2008",10119,30,14998
"27016_2009",10289,30,15911
"27016_2010",10776,31,16342
"27016_2011",12018,38,16530
"27016_2012",11731,34,16904
"27016_2013",12065,34,17211
"27016_2014",12734,35,17532
"27016_2015",12869,35,17569
"27017_1994",4894,3,13699
"27017_1995",4980,3,12777
"27017_1996",6030,3,13164
"27017_1997",7662,4,13359
"27017_1998",7710,4,14278
"27017_1999",8168,4,NA
"27017_2000",8518,5,15175
"27017_2001",8662,5,15791
"27017_2002",9312,5,16540
"27017_2003",9758,5,17312
"27017_2004",10871,5,17125
"27017_2005",10871,5,18275
"27017_2006",11251,5,18229
"27017_2007",12099,5,17964
"27017_2008",12406,5,18531
"27017_2009",13071,7,18837
"27017_2010",13201,7,19352
"27017_2011",13390,7,19793
"27017_2012",13556,7,19915
"27017_2013",13744,7,20322
"27017_2014",13859,7,20848
"27017_2015",14094,7,21307
"28001_1994",3304,5,NA
"28001_1995",3464,5,NA
"28001_1996",NA,NA,NA
"28001_1997",3647,4,NA
"28001_1998",NA,NA,3564
"28001_1999",3707,4,NA
"28001_2000",3703,4,5132
"28001_2001",3718,NA,NA
"28001_2002",NA,NA,NA
"28001_2003",2056,NA,3592
"28001_2004",3694,4,3673
"28001_2005",2148,2,3814
"28001_2006",2697,NA,3927
"28001_2007",383,4,3960
"28001_2008",2328,1,3600
"28001_2009",3107,1,3739
"28001_2010",2377,1,3779
"28001_2011",2784,1,3750
"28001_2012",2224,1,3707
"28001_2013",2189,4,3738
"28001_2014",2201,4,3732
"28001_2015",2227,4,3652
"28002_1994",5162,1,NA
"28002_1995",5181,1,NA
"28002_1996",NA,NA,NA
"28002_1997",5754,1,NA
"28002_1998",NA,NA,6100
"28002_1999",6411,1,NA
"28002_2000",6496,1,6544
"28002_2001",6790,NA,NA
"28002_2002",NA,NA,NA
"28002_2003",4131,NA,7738
"28002_2004",7341,1,8169
"28002_2005",4702,1,8730
"28002_2006",3140,NA,8511
"28002_2007",5805,1,8900
"28002_2008",5997,1,8337
"28002_2009",6079,1,9332
"28002_2010",6152,1,9994
"28002_2011",7180,1,10569
"28002_2012",6660,3,10677
"28002_2013",6755,4,10965
"28002_2014",6956,4,10966
"28002_2015",6984,4,11210
"28003_1994",7198,1,NA
"28003_1995",6431,1,NA
"28003_1996",NA,NA,NA
"28003_1997",9203,1,NA
"28003_1998",NA,NA,28637
"28003_1999",5300,1,NA
"28003_2000",NA,NA,34305
"28003_2001",5300,NA,NA
"28003_2002",NA,NA,NA
"28003_2003",39557,NA,42621
"28003_2004",43924,2,47598
"28003_2005",55885,4,53314
"28003_2006",44748,NA,57960
"28003_2007",69933,2,62373
"28003_2008",70650,1,68126
"28003_2009",70650,1,74134
"28003_2010",70650,1,78068
"28003_2011",86101,1,76721
"28003_2012",90205,6,79186
"28003_2013",91672,5,78977
"28003_2014",94754,4,80037
"28003_2015",97032,5,82465
"28004_1994",2022,1,NA
"28004_1995",1753,1,NA
"28004_1996",NA,NA,NA
"28004_1997",2035,1,NA
"28004_1998",NA,NA,2200
"28004_1999",2059,1,NA
"28004_2000",2193,1,2308
"28004_2001",2024,NA,NA
"28004_2002",NA,NA,NA
"28004_2003",1156,NA,2624
"28004_2004",2406,1,2671
"28004_2005",1627,1,2737
"28004_2006",687,NA,2829
"28004_2007",1290,3,2831
"28004_2008",1365,1,2861
"28004_2009",1369,1,2950
"28004_2010",1392,1,3052
"28004_2011",6801,1,3115
"28004_2012",1433,1,3191
"28004_2013",1446,1,3241
"28004_2014",1447,1,3262
"28004_2015",1493,1,3327
"28005_1994",1013,1,NA
"28005_1995",1640,1,NA
"28005_1996",NA,NA,NA
"28005_1997",1188,0,NA
"28005_1998",NA,NA,1100
"28005_1999",1216,2,NA
"28005_2000",1216,1,515
"28005_2001",1216,NA,NA
"28005_2002",NA,NA,NA
"28005_2003",0,NA,1480
"28005_2004",1082,1,1535
"28005_2005",0,0,1609
"28005_2006",312,NA,1692
"28005_2007",950,1,1752
"28005_2008",1300,1,1727
"28005_2009",1302,1,1857
"28005_2010",NA,1,1893
"28005_2011",NA,1,1917
"28005_2012",NA,1,1939
"28005_2013",NA,1,2012
"28005_2014",NA,1,2053
"28005_2015",NA,1,2085
"28006_1994",965,1,NA
"28006_1995",990,1,NA
"28006_1996",NA,NA,NA
"28006_1997",1127,1,NA
"28006_1998",NA,NA,1934
"28006_1999",1085,1,NA
"28006_2000",1085,1,1001
"28006_2001",1065,NA,NA
"28006_2002",NA,NA,NA
"28006_2003",0,NA,1094
"28006_2004",1065,1,1135
"28006_2005",0,0,1159
"28006_2006",450,NA,1174
"28006_2007",310,1,1193
"28006_2008",345,1,1220
"28006_2009",345,1,1267
"28006_2010",320,1,1303
"28006_2011",320,1,1496
"28006_2012",NA,1,1137
"28006_2013",NA,1,1151
"28006_2014",NA,1,1183
"28006_2015",NA,1,1214
"28007_1994",4808,2,NA
"28007_1995",4935,2,NA
"28007_1996",NA,NA,NA
"28007_1997",5263,1,NA
"28007_1998",NA,NA,3900
"28007_1999",5579,1,NA
"28007_2000",6230,1,6317
"28007_2001",8590,NA,NA
"28007_2002",NA,NA,NA
"28007_2003",5571,NA,7056
"28007_2004",6473,2,7255
"28007_2005",6065,2,7475
"28007_2006",2572,NA,7562
"28007_2007",5999,3,7559
"28007_2008",5946,1,7651
"28007_2009",6044,1,7710
"28007_2010",5630,1,7434
"28007_2011",5718,1,7398
"28007_2012",5623,6,7393
"28007_2013",5672,8,7477
"28007_2014",5636,6,7531
"28007_2015",5656,6,7608
"28008_1994",697,1,NA
"28008_1995",732,1,NA
"28008_1996",NA,NA,NA
"28008_1997",827,0,NA
"28008_1998",NA,NA,1000
"28008_1999",851,1,NA
"28008_2000",792,1,919
"28008_2001",780,NA,NA
"28008_2002",NA,NA,NA
"28008_2003",0,NA,827
"28008_2004",796,1,991
"28008_2005",0,0,1002
"28008_2006",56,NA,1010
"28008_2007",241,1,969
"28008_2008",250,1,687
"28008_2009",325,1,1243
"28008_2010",343,1,1244
"28008_2011",393,1,1334
"28008_2012",393,1,1368
"28008_2013",356,1,1314
"28008_2014",278,1,999
"28008_2015",295,1,1019
"28009_1994",0,1,NA
"28009_1995",NA,1,NA
"28009_1996",NA,NA,NA
"28009_1997",NA,NA,NA
"28009_1998",NA,NA,45521
"28009_1999",NA,NA,NA
"28009_2000",NA,NA,86362
"28009_2001",NA,NA,NA
"28009_2002",NA,NA,NA
"28009_2003",0,NA,53522
"28009_2004",NA,NA,54603
"28009_2005",59552,0,64782
"28009_2006",0,NA,65193
"28009_2007",NA,NA,66227
"28009_2008",NA,1,70433
"28009_2009",NA,1,71409
"28009_2010",0,0,72410
"28009_2011",NA,0,71175
"28009_2012",65364,0,67369
"28009_2013",67077,1,68218
"28009_2014",67108,1,69513
"28009_2015",68458,1,70725
"28010_1994",430,0,NA
"28010_1995",610,0,NA
"28010_1996",NA,NA,NA
"28010_1997",626,0,NA
"28010_1998",NA,NA,475
"28010_1999",747,0,NA
"28010_2000",776,0,878
"28010_2001",747,NA,NA
"28010_2002",NA,NA,NA
"28010_2003",0,NA,749
"28010_2004",747,1,781
"28010_2005",0,0,528
"28010_2006",51,NA,569
"28010_2007",355,2,586
"28010_2008",376,1,764
"28010_2009",377,1,804
"28010_2010",377,1,834
"28010_2011",494,1,829
"28010_2012",314,1,819
"28010_2013",318,1,785
"28010_2014",342,1,762
"28010_2015",342,1,717
"28011_1994",1641,1,NA
"28011_1995",1763,1,NA
"28011_1996",NA,NA,NA
"28011_1997",1989,0,NA
"28011_1998",NA,NA,2065
"28011_1999",2077,1,NA
"28011_2000",2097,0,3254
"28011_2001",2032,NA,NA
"28011_2002",NA,NA,NA
"28011_2003",0,NA,2237
"28011_2004",2545,1,2326
"28011_2005",0,0,2534
"28011_2006",245,NA,2580
"28011_2007",321,2,2728
"28011_2008",324,1,2780
"28011_2009",329,1,2852
"28011_2010",385,1,2936
"28011_2011",835,1,3024
"28011_2012",350,1,3113
"28011_2013",366,1,3097
"28011_2014",360,1,3106
"28011_2015",369,1,3140
"28012_1994",8119,2,NA
"28012_1995",8869,2,NA
"28012_1996",NA,NA,NA
"28012_1997",15161,1,NA
"28012_1998",NA,NA,9530
"28012_1999",9713,2,NA
"28012_2000",10308,2,10021
"28012_2001",16093,NA,NA
"28012_2002",NA,NA,NA
"28012_2003",8622,NA,11704
"28012_2004",11172,5,12014
"28012_2005",9257,2,11617
"28012_2006",7340,NA,12766
"28012_2007",9603,4,13100
"28012_2008",9953,1,13279
"28012_2009",10121,1,13525
"28012_2010",10182,1,13959
"28012_2011",17315,1,14162
"28012_2012",10111,8,14450
"28012_2013",10166,8,14584
"28012_2014",10544,8,14694
"28012_2015",9922,8,14926
"28013_1994",2340,1,NA
"28013_1995",2909,1,NA
"28013_1996",NA,NA,NA
"28013_1997",3652,0,NA
"28013_1998",NA,NA,3600
"28013_1999",3684,1,NA
"28013_2000",3716,0,4640
"28013_2001",3679,NA,NA
"28013_2002",NA,NA,NA
"28013_2003",0,NA,4765
"28013_2004",1760,1,3874
"28013_2005",0,0,4118
"28013_2006",0,NA,4248
"28013_2007",716,1,4185
"28013_2008",725,1,3511
"28013_2009",726,1,4513
"28013_2010",727,1,5051
"28013_2011",1072,1,5054
"28013_2012",717,2,4921
"28013_2013",725,2,4857
"28013_2014",704,1,4953
"28013_2015",713,1,5072
"28014_1994",1265,1,NA
"28014_1995",1304,1,NA
"28014_1996",NA,NA,NA
"28014_1997",1410,1,NA
"28014_1998",NA,NA,1000
"28014_1999",1542,1,NA
"28014_2000",1648,1,1717
"28014_2001",1293,NA,NA
"28014_2002",NA,NA,NA
"28014_2003",1722,NA,1848
"28014_2004",4930,1,1900
"28014_2005",1790,1,1941
"28014_2006",1360,NA,1960
"28014_2007",1724,1,2014
"28014_2008",1831,1,2012
"28014_2009",1831,1,2025
"28014_2010",1831,1,1581
"28014_2011",1646,1,1423
"28014_2012",1446,1,1398
"28014_2013",1356,1,1384
"28014_2014",1347,1,1422
"28014_2015",1352,1,1471
"28015_1994",3897,1,NA
"28015_1995",4175,1,NA
"28015_1996",NA,NA,NA
"28015_1997",4492,1,NA
"28015_1998",NA,NA,3800
"28015_1999",4784,1,NA
"28015_2000",4992,1,6505
"28015_2001",4758,NA,NA
"28015_2002",NA,NA,NA
"28015_2003",3873,NA,7023
"28015_2004",3757,1,7116
"28015_2005",4939,1,7208
"28015_2006",585,NA,7304
"28015_2007",3895,1,7400
"28015_2008",3871,1,7494
"28015_2009",3903,1,7598
"28015_2010",3868,1,7526
"28015_2011",3977,1,7441
"28015_2012",3738,2,7321
"28015_2013",3806,2,7359
"28015_2014",3754,2,7284
"28015_2015",3723,2,7446
"28016_1994",3864,3,NA
"28016_1995",3944,3,NA
"28016_1996",NA,NA,NA
"28016_1997",4774,3,NA
"28016_1998",NA,NA,6400
"28016_1999",5794,2,NA
"28016_2000",6695,1,6650
"28016_2001",5790,NA,NA
"28016_2002",NA,NA,NA
"28016_2003",2621,NA,7378
"28016_2004",6058,1,7734
"28016_2005",2715,1,7875
"28016_2006",948,NA,8255
"28016_2007",2830,3,8515
"28016_2008",1730,1,8754
"28016_2009",2866,1,8930
"28016_2010",2866,1,8913
"28016_2011",4448,1,8747
"28016_2012",2829,5,8969
"28016_2013",2786,4,8948
"28016_2014",2717,3,8520
"28016_2015",2678,3,8638
"28017_1994",2688,1,NA
"28017_1995",2675,1,NA
"28017_1996",NA,NA,NA
"28017_1997",3299,1,NA
"28017_1998",NA,NA,2900
"28017_1999",3297,1,NA
"28017_2000",3460,1,3066
"28017_2001",3152,NA,NA
"28017_2002",NA,NA,NA
"28017_2003",1572,NA,3352
"28017_2004",3874,1,3545
"28017_2005",1672,1,3632
"28017_2006",1058,NA,3782
"28017_2007",1796,1,3901
"28017_2008",1802,1,4052
"28017_2009",1802,1,4232
"28017_2010",1802,1,4330
"28017_2011",2217,1,4480
"28017_2012",1928,2,4660
"28017_2013",1970,2,4784
"28017_2014",2012,2,4808
"28017_2015",2043,2,4919
"28018_1994",2051,1,NA
"28018_1995",2590,1,NA
"28018_1996",NA,NA,NA
"28018_1997",2490,2,NA
"28018_1998",NA,NA,2100
"28018_1999",3127,1,NA
"28018_2000",3159,2,1722
"28018_2001",2973,NA,NA
"28018_2002",NA,NA,NA
"28018_2003",2213,NA,2660
"28018_2004",2729,2,2680
"28018_2005",2357,1,2899
"28018_2006",1997,NA,3000
"28018_2007",2714,3,3080
"28018_2008",2481,1,3127
"28018_2009",2489,1,3226
"28018_2010",2489,1,3154
"28018_2011",2960,1,3143
"28018_2012",2409,2,3283
"28018_2013",2413,2,3319
"28018_2014",2375,2,3267
"28018_2015",2407,2,3171
"28019_1994",3931,1,NA
"28019_1995",4076,1,NA
"28019_1996",NA,NA,NA
"28019_1997",4811,1,NA
"28019_1998",NA,NA,4300
"28019_1999",4637,1,NA
"28019_2000",4957,1,5531
"28019_2001",4590,NA,NA
"28019_2002",NA,NA,NA
"28019_2003",1440,NA,638
"28019_2004",4804,1,714
"28019_2005",1982,1,5275
"28019_2006",685,NA,5365
"28019_2007",1579,1,5543
"28019_2008",1583,1,5711
"28019_2009",1596,1,5872
"28019_2010",1596,1,6100
"28019_2011",2291,1,5660
"28019_2012",1572,1,6159
"28019_2013",1509,1,6145
"28019_2014",1522,1,6151
"28019_2015",1523,1,6234
"28020_1994",775,1,NA
"28020_1995",658,1,NA
"28020_1996",NA,NA,NA
"28020_1997",835,1,NA
"28020_1998",NA,NA,680
"28020_1999",816,1,NA
"28020_2000",855,1,181
"28020_2001",817,NA,NA
"28020_2002",NA,NA,NA
"28020_2003",0,NA,5123
"28020_2004",806,1,5382
"28020_2005",0,0,921
"28020_2006",89,NA,966
"28020_2007",265,1,1075
"28020_2008",271,1,1095
"28020_2009",275,1,1135
"28020_2010",271,1,1058
"28020_2011",272,1,1069
"28020_2012",277,1,1076
"28020_2013",285,1,1079
"28020_2014",285,1,1107
"28020_2015",290,1,1114
"28021_1994",24837,2,NA
"28021_1995",25899,2,NA
"28021_1996",NA,NA,NA
"28021_1997",28803,1,NA
"28021_1998",NA,NA,29205
"28021_1999",29547,1,NA
"28021_2000",30440,1,35461
"28021_2001",28437,NA,NA
"28021_2002",NA,NA,NA
"28021_2003",25558,NA,37284
"28021_2004",31462,3,38970
"28021_2005",27737,3,40884
"28021_2006",24333,NA,41186
"28021_2007",29448,3,42103
"28021_2008",30321,1,43398
"28021_2009",38270,1,43675
"28021_2010",33043,1,44510
"28021_2011",39063,1,45445
"28021_2012",34195,6,45981
"28021_2013",34534,6,46164
"28021_2014",34691,6,46174
"28021_2015",35051,6,46921
"28022_1994",69366,4,NA
"28022_1995",70989,4,NA
"28022_1996",NA,NA,NA
"28022_1997",78805,2,NA
"28022_1998",NA,NA,94500
"28022_1999",94375,3,NA
"28022_2000",94375,3,121443
"28022_2001",80295,NA,NA
"28022_2002",NA,NA,NA
"28022_2003",110194,NA,135078
"28022_2004",115826,3,142012
"28022_2005",123898,3,149885
"28022_2006",104141,NA,154484
"28022_2007",132113,2,162640
"28022_2008",139541,1,171098
"28022_2009",144281,1,167170
"28022_2010",147898,1,173428
"28022_2011",151397,1,171628
"28022_2012",144727,1,168744
"28022_2013",155304,1,170461
"28022_2014",155772,1,170973
"28022_2015",158017,1,169115
"28023_1994",1204,0,NA
"28023_1995",1130,0,NA
"28023_1996",NA,NA,NA
"28023_1997",1130,0,NA
"28023_1998",NA,NA,800
"28023_1999",1667,0,NA
"28023_2000",1657,0,NA
"28023_2001",2830,NA,NA
"28023_2002",NA,NA,NA
"28023_2003",0,NA,59
"28023_2004",1530,1,59
"28023_2005",0,0,56
"28023_2006",209,NA,113
"28023_2007",270,1,116
"28023_2008",440,1,117
"28023_2009",573,1,126
"28023_2010",573,1,131
"28023_2011",900,1,64
"28023_2012",429,1,66
"28023_2013",493,1,66
"28023_2014",513,1,66
"28023_2015",492,1,68
"28024_1994",2154,1,NA
"28024_1995",2183,1,NA
"28024_1996",NA,NA,NA
"28024_1997",2259,1,NA
"28024_1998",NA,NA,1633
"28024_1999",2421,1,NA
"28024_2000",2472,1,4447
"28024_2001",3761,NA,NA
"28024_2002",NA,NA,NA
"28024_2003",2619,NA,4786
"28024_2004",2618,1,4931
"28024_2005",2758,1,4975
"28024_2006",1984,NA,4976
"28024_2007",2126,1,5049
"28024_2008",2644,1,5072
"28024_2009",2653,1,5021
"28024_2010",2653,1,3702
"28024_2011",2254,1,3557
"28024_2012",1931,1,3581
"28024_2013",1874,1,3495
"28024_2014",1812,1,3450
"28024_2015",1785,1,3477
"28025_1994",5801,1,NA
"28025_1995",6341,1,NA
"28025_1996",NA,NA,NA
"28025_1997",6506,1,NA
"28025_1998",NA,NA,5857
"28025_1999",7314,1,NA
"28025_2000",8857,3,7196
"28025_2001",7791,NA,NA
"28025_2002",NA,NA,NA
"28025_2003",7481,NA,7597
"28025_2004",8167,3,7783
"28025_2005",8071,2,7957
"28025_2006",7358,NA,8000
"28025_2007",8466,3,8166
"28025_2008",8592,1,8303
"28025_2009",8772,1,8315
"28025_2010",8846,1,8216
"28025_2011",9417,1,8150
"28025_2012",8713,3,8287
"28025_2013",8832,3,8288
"28025_2014",8897,3,8422
"28025_2015",8971,3,8512
"28026_1994",789,1,NA
"28026_1995",823,1,NA
"28026_1996",NA,NA,NA
"28026_1997",863,1,NA
"28026_1998",NA,NA,760
"28026_1999",1002,1,NA
"28026_2000",1013,1,719
"28026_2001",967,NA,NA
"28026_2002",NA,NA,NA
"28026_2003",0,NA,778
"28026_2004",1060,1,838
"28026_2005",0,0,884
"28026_2006",348,NA,926
"28026_2007",537,1,932
"28026_2008",538,1,944
"28026_2009",563,1,961
"28026_2010",563,1,992
"28026_2011",773,1,1017
"28026_2012",580,1,1041
"28026_2013",584,1,1071
"28026_2014",584,1,1103
"28026_2015",603,1,1139
