"muniYear","homicidios"
"20472_2013",3
"20472_2014",1
"20472_2015",2
"20473_1994",NA
"20473_1995",1
"20473_1996",NA
"20473_1997",NA
"20473_1998",NA
"20473_1999",NA
"20473_2000",NA
"20473_2001",NA
"20473_2002",NA
"20473_2003",NA
"20473_2004",1
"20473_2005",NA
"20473_2006",NA
"20473_2007",2
"20473_2008",NA
"20473_2009",NA
"20473_2010",NA
"20473_2011",NA
"20473_2012",NA
"20473_2013",NA
"20473_2014",NA
"20473_2015",NA
"20474_1994",2
"20474_1995",1
"20474_1996",4
"20474_1997",1
"20474_1998",6
"20474_1999",2
"20474_2000",3
"20474_2001",3
"20474_2002",NA
"20474_2003",2
"20474_2004",NA
"20474_2005",1
"20474_2006",NA
"20474_2007",NA
"20474_2008",NA
"20474_2009",1
"20474_2010",NA
"20474_2011",1
"20474_2012",NA
"20474_2013",2
"20474_2014",2
"20474_2015",NA
"20475_1994",NA
"20475_1995",4
"20475_1996",1
"20475_1997",NA
"20475_1998",1
"20475_1999",1
"20475_2000",NA
"20475_2001",NA
"20475_2002",NA
"20475_2003",1
"20475_2004",NA
"20475_2005",2
"20475_2006",1
"20475_2007",1
"20475_2008",1
"20475_2009",NA
"20475_2010",NA
"20475_2011",2
"20475_2012",1
"20475_2013",8
"20475_2014",NA
"20475_2015",1
"20476_1994",NA
"20476_1995",NA
"20476_1996",NA
"20476_1997",NA
"20476_1998",NA
"20476_1999",NA
"20476_2000",1
"20476_2001",NA
"20476_2002",NA
"20476_2003",NA
"20476_2004",NA
"20476_2005",NA
"20476_2006",NA
"20476_2007",NA
"20476_2008",NA
"20476_2009",NA
"20476_2010",NA
"20476_2011",NA
"20476_2012",NA
"20476_2013",NA
"20476_2014",NA
"20476_2015",NA
"20477_1994",3
"20477_1995",NA
"20477_1996",1
"20477_1997",NA
"20477_1998",4
"20477_1999",4
"20477_2000",NA
"20477_2001",NA
"20477_2002",NA
"20477_2003",NA
"20477_2004",NA
"20477_2005",NA
"20477_2006",1
"20477_2007",NA
"20477_2008",NA
"20477_2009",1
"20477_2010",NA
"20477_2011",1
"20477_2012",NA
"20477_2013",NA
"20477_2014",NA
"20477_2015",1
"20478_1994",NA
"20478_1995",NA
"20478_1996",NA
"20478_1997",NA
"20478_1998",NA
"20478_1999",NA
"20478_2000",NA
"20478_2001",NA
"20478_2002",NA
"20478_2003",NA
"20478_2004",NA
"20478_2005",1
"20478_2006",2
"20478_2007",NA
"20478_2008",NA
"20478_2009",2
"20478_2010",NA
"20478_2011",NA
"20478_2012",NA
"20478_2013",NA
"20478_2014",NA
"20478_2015",NA
"20480_1994",NA
"20480_1995",NA
"20480_1996",1
"20480_1997",NA
"20480_1998",NA
"20480_1999",NA
"20480_2000",NA
"20480_2001",NA
"20480_2002",NA
"20480_2003",NA
"20480_2004",NA
"20480_2005",NA
"20480_2006",NA
"20480_2007",NA
"20480_2008",1
"20480_2009",NA
"20480_2010",NA
"20480_2011",NA
"20480_2012",NA
"20480_2013",NA
"20480_2014",1
"20480_2015",NA
"20481_1994",NA
"20481_1995",NA
"20481_1996",NA
"20481_1997",NA
"20481_1998",NA
"20481_1999",NA
"20481_2000",NA
"20481_2001",NA
"20481_2002",NA
"20481_2003",NA
"20481_2004",NA
"20481_2005",NA
"20481_2006",1
"20481_2007",1
"20481_2008",NA
"20481_2009",NA
"20481_2010",NA
"20481_2011",NA
"20481_2012",1
"20481_2013",NA
"20481_2014",NA
"20481_2015",NA
"20482_1994",30
"20482_1995",35
"20482_1996",27
"20482_1997",22
"20482_1998",15
"20482_1999",12
"20482_2000",12
"20482_2001",16
"20482_2002",19
"20482_2003",26
"20482_2004",23
"20482_2005",7
"20482_2006",20
"20482_2007",8
"20482_2008",16
"20482_2009",19
"20482_2010",27
"20482_2011",22
"20482_2012",28
"20482_2013",21
"20482_2014",33
"20482_2015",36
"20483_1994",NA
"20483_1995",NA
"20483_1996",NA
"20483_1997",NA
"20483_1998",NA
"20483_1999",NA
"20483_2000",1
"20483_2001",2
"20483_2002",NA
"20483_2003",1
"20483_2004",1
"20483_2005",NA
"20483_2006",NA
"20483_2007",NA
"20483_2008",1
"20483_2009",2
"20483_2010",NA
"20483_2011",1
"20483_2012",NA
"20483_2013",2
"20483_2014",1
"20483_2015",NA
"20484_1994",NA
"20484_1995",NA
"20484_1996",1
"20484_1997",NA
"20484_1998",NA
"20484_1999",NA
"20484_2000",1
"20484_2001",NA
"20484_2002",NA
"20484_2003",NA
"20484_2004",NA
"20484_2005",1
"20484_2006",NA
"20484_2007",NA
"20484_2008",1
"20484_2009",NA
"20484_2010",1
"20484_2011",NA
"20484_2012",2
"20484_2013",1
"20484_2014",NA
"20484_2015",2
"20485_1994",3
"20485_1995",1
"20485_1996",1
"20485_1997",1
"20485_1998",NA
"20485_1999",NA
"20485_2000",NA
"20485_2001",NA
"20485_2002",NA
"20485_2003",2
"20485_2004",NA
"20485_2005",1
"20485_2006",NA
"20485_2007",2
"20485_2008",NA
"20485_2009",1
"20485_2010",NA
"20485_2011",1
"20485_2012",NA
"20485_2013",1
"20485_2014",NA
"20485_2015",1
"20486_1994",NA
"20486_1995",NA
"20486_1996",NA
"20486_1997",1
"20486_1998",NA
"20486_1999",NA
"20486_2000",NA
"20486_2001",NA
"20486_2002",NA
"20486_2003",NA
"20486_2004",NA
"20486_2005",NA
"20486_2006",NA
"20486_2007",NA
"20486_2008",NA
"20486_2009",NA
"20486_2010",NA
"20486_2011",1
"20486_2012",NA
"20486_2013",NA
"20486_2014",NA
"20486_2015",NA
"20487_1994",NA
"20487_1995",NA
"20487_1996",NA
"20487_1997",NA
"20487_1998",NA
"20487_1999",NA
"20487_2000",NA
"20487_2001",NA
"20487_2002",NA
"20487_2003",NA
"20487_2004",NA
"20487_2005",NA
"20487_2006",NA
"20487_2007",NA
"20487_2008",NA
"20487_2009",NA
"20487_2010",NA
"20487_2011",NA
"20487_2012",NA
"20487_2013",NA
"20487_2014",NA
"20487_2015",NA
"20489_1994",4
"20489_1995",5
"20489_1996",4
"20489_1997",7
"20489_1998",8
"20489_1999",NA
"20489_2000",NA
"20489_2001",1
"20489_2002",1
"20489_2003",2
"20489_2004",4
"20489_2005",1
"20489_2006",1
"20489_2007",NA
"20489_2008",NA
"20489_2009",3
"20489_2010",4
"20489_2011",1
"20489_2012",2
"20489_2013",2
"20489_2014",8
"20489_2015",3
"20490_1994",NA
"20490_1995",NA
"20490_1996",1
"20490_1997",1
"20490_1998",4
"20490_1999",1
"20490_2000",2
"20490_2001",1
"20490_2002",1
"20490_2003",NA
"20490_2004",1
"20490_2005",2
"20490_2006",1
"20490_2007",1
"20490_2008",NA
"20490_2009",NA
"20490_2010",NA
"20490_2011",3
"20490_2012",1
"20490_2013",NA
"20490_2014",NA
"20490_2015",1
"20491_1994",1
"20491_1995",3
"20491_1996",NA
"20491_1997",1
"20491_1998",NA
"20491_1999",NA
"20491_2000",NA
"20491_2001",NA
"20491_2002",26
"20491_2003",1
"20491_2004",NA
"20491_2005",1
"20491_2006",NA
"20491_2007",NA
"20491_2008",NA
"20491_2009",NA
"20491_2010",NA
"20491_2011",NA
"20491_2012",NA
"20491_2013",NA
"20491_2014",NA
"20491_2015",NA
"20492_1994",1
"20492_1995",1
"20492_1996",2
"20492_1997",NA
"20492_1998",NA
"20492_1999",NA
"20492_2000",NA
"20492_2001",NA
"20492_2002",NA
"20492_2003",1
"20492_2004",2
"20492_2005",NA
"20492_2006",NA
"20492_2007",NA
"20492_2008",NA
"20492_2009",2
"20492_2010",2
"20492_2011",NA
"20492_2012",NA
"20492_2013",2
"20492_2014",NA
"20492_2015",1
"20493_1994",NA
"20493_1995",NA
"20493_1996",NA
"20493_1997",NA
"20493_1998",NA
"20493_1999",NA
"20493_2000",NA
"20493_2001",NA
"20493_2002",NA
"20493_2003",NA
"20493_2004",NA
"20493_2005",NA
"20493_2006",NA
"20493_2007",NA
"20493_2008",NA
"20493_2009",NA
"20493_2010",NA
"20493_2011",NA
"20493_2012",NA
"20493_2013",1
"20493_2014",NA
"20493_2015",NA
"20494_1994",NA
"20494_1995",1
"20494_1996",NA
"20494_1997",1
"20494_1998",NA
"20494_1999",1
"20494_2000",NA
"20494_2001",NA
"20494_2002",NA
"20494_2003",1
"20494_2004",NA
"20494_2005",NA
"20494_2006",NA
"20494_2007",NA
"20494_2008",NA
"20494_2009",NA
"20494_2010",NA
"20494_2011",1
"20494_2012",NA
"20494_2013",NA
"20494_2014",NA
"20494_2015",NA
"20495_1994",7
"20495_1995",7
"20495_1996",2
"20495_1997",6
"20495_1998",9
"20495_1999",7
"20495_2000",1
"20495_2001",1
"20495_2002",2
"20495_2003",3
"20495_2004",2
"20495_2005",2
"20495_2006",1
"20495_2007",2
"20495_2008",1
"20495_2009",1
"20495_2010",NA
"20495_2011",NA
"20495_2012",1
"20495_2013",NA
"20495_2014",NA
"20495_2015",NA
"20496_1994",NA
"20496_1995",NA
"20496_1996",NA
"20496_1997",NA
"20496_1998",NA
"20496_1999",NA
"20496_2000",NA
"20496_2001",NA
"20496_2002",NA
"20496_2003",NA
"20496_2004",NA
"20496_2005",NA
"20496_2006",NA
"20496_2007",NA
"20496_2008",NA
"20496_2009",1
"20496_2010",NA
"20496_2011",NA
"20496_2012",NA
"20496_2013",NA
"20496_2014",NA
"20496_2015",NA
"20497_1994",NA
"20497_1995",1
"20497_1996",4
"20497_1997",1
"20497_1998",11
"20497_1999",1
"20497_2000",9
"20497_2001",3
"20497_2002",NA
"20497_2003",NA
"20497_2004",1
"20497_2005",NA
"20497_2006",NA
"20497_2007",NA
"20497_2008",NA
"20497_2009",NA
"20497_2010",2
"20497_2011",1
"20497_2012",NA
"20497_2013",1
"20497_2014",NA
"20497_2015",NA
"20498_1994",3
"20498_1995",9
"20498_1996",7
"20498_1997",6
"20498_1998",3
"20498_1999",2
"20498_2000",2
"20498_2001",3
"20498_2002",2
"20498_2003",1
"20498_2004",NA
"20498_2005",4
"20498_2006",NA
"20498_2007",2
"20498_2008",NA
"20498_2009",NA
"20498_2010",2
"20498_2011",NA
"20498_2012",2
"20498_2013",NA
"20498_2014",6
"20498_2015",2
"20499_1994",NA
"20499_1995",NA
"20499_1996",NA
"20499_1997",NA
"20499_1998",NA
"20499_1999",NA
"20499_2000",NA
"20499_2001",1
"20499_2002",NA
"20499_2003",1
"20499_2004",1
"20499_2005",NA
"20499_2006",NA
"20499_2007",NA
"20499_2008",NA
"20499_2009",NA
"20499_2010",NA
"20499_2011",NA
"20499_2012",NA
"20499_2013",NA
"20499_2014",NA
"20499_2015",NA
"20500_1994",NA
"20500_1995",NA
"20500_1996",2
"20500_1997",2
"20500_1998",3
"20500_1999",2
"20500_2000",1
"20500_2001",1
"20500_2002",NA
"20500_2003",1
"20500_2004",NA
"20500_2005",NA
"20500_2006",NA
"20500_2007",2
"20500_2008",1
"20500_2009",1
"20500_2010",2
"20500_2011",NA
"20500_2012",NA
"20500_2013",NA
"20500_2014",1
"20500_2015",NA
"20501_1994",1
"20501_1995",1
"20501_1996",1
"20501_1997",NA
"20501_1998",NA
"20501_1999",NA
"20501_2000",NA
"20501_2001",NA
"20501_2002",3
"20501_2003",1
"20501_2004",NA
"20501_2005",NA
"20501_2006",3
"20501_2007",NA
"20501_2008",NA
"20501_2009",NA
"20501_2010",NA
"20501_2011",1
"20501_2012",1
"20501_2013",NA
"20501_2014",1
"20501_2015",NA
"20502_1994",1
"20502_1995",3
"20502_1996",2
"20502_1997",2
"20502_1998",1
"20502_1999",NA
"20502_2000",2
"20502_2001",NA
"20502_2002",1
"20502_2003",1
"20502_2004",NA
"20502_2005",NA
"20502_2006",2
"20502_2007",2
"20502_2008",2
"20502_2009",NA
"20502_2010",1
"20502_2011",2
"20502_2012",NA
"20502_2013",NA
"20502_2014",3
"20502_2015",NA
"20503_1994",NA
"20503_1995",NA
"20503_1996",NA
"20503_1997",NA
"20503_1998",NA
"20503_1999",NA
"20503_2000",1
"20503_2001",NA
"20503_2002",NA
"20503_2003",NA
"20503_2004",NA
"20503_2005",NA
"20503_2006",NA
"20503_2007",NA
"20503_2008",NA
"20503_2009",NA
"20503_2010",NA
"20503_2011",NA
"20503_2012",NA
"20503_2013",1
"20503_2014",NA
"20503_2015",NA
"20504_1994",NA
"20504_1995",NA
"20504_1996",NA
"20504_1997",NA
"20504_1998",NA
"20504_1999",NA
"20504_2000",1
"20504_2001",NA
"20504_2002",NA
"20504_2003",NA
"20504_2004",NA
"20504_2005",NA
"20504_2006",NA
"20504_2007",NA
"20504_2008",NA
"20504_2009",NA
"20504_2010",NA
"20504_2011",NA
"20504_2012",NA
"20504_2013",NA
"20504_2014",NA
"20504_2015",NA
"20505_1994",2
"20505_1995",4
"20505_1996",2
"20505_1997",1
"20505_1998",1
"20505_1999",NA
"20505_2000",1
"20505_2001",1
"20505_2002",NA
"20505_2003",NA
"20505_2004",NA
"20505_2005",1
"20505_2006",1
"20505_2007",NA
"20505_2008",1
"20505_2009",1
"20505_2010",NA
"20505_2011",1
"20505_2012",2
"20505_2013",1
"20505_2014",1
"20505_2015",1
"20506_1994",NA
"20506_1995",NA
"20506_1996",NA
"20506_1997",NA
"20506_1998",NA
"20506_1999",NA
"20506_2000",1
"20506_2001",NA
"20506_2002",NA
"20506_2003",NA
"20506_2004",NA
"20506_2005",NA
"20506_2006",NA
"20506_2007",NA
"20506_2008",NA
"20506_2009",NA
"20506_2010",NA
"20506_2011",NA
"20506_2012",NA
"20506_2013",NA
"20506_2014",NA
"20506_2015",NA
"20507_1994",NA
"20507_1995",NA
"20507_1996",1
"20507_1997",NA
"20507_1998",1
"20507_1999",NA
"20507_2000",2
"20507_2001",2
"20507_2002",1
"20507_2003",6
"20507_2004",2
"20507_2005",NA
"20507_2006",1
"20507_2007",1
"20507_2008",NA
"20507_2009",NA
"20507_2010",1
"20507_2011",1
"20507_2012",1
"20507_2013",NA
"20507_2014",1
"20507_2015",1
"20508_1994",NA
"20508_1995",NA
"20508_1996",NA
"20508_1997",NA
"20508_1998",NA
"20508_1999",NA
"20508_2000",NA
"20508_2001",NA
"20508_2002",1
"20508_2003",NA
"20508_2004",NA
"20508_2005",NA
"20508_2006",NA
"20508_2007",NA
"20508_2008",NA
"20508_2009",NA
"20508_2010",NA
"20508_2011",NA
"20508_2012",NA
"20508_2013",NA
"20508_2014",NA
"20508_2015",NA
"20509_1994",12
"20509_1995",6
"20509_1996",3
"20509_1997",2
"20509_1998",1
"20509_1999",NA
"20509_2000",1
"20509_2001",3
"20509_2002",2
"20509_2003",NA
"20509_2004",1
"20509_2005",1
"20509_2006",1
"20509_2007",5
"20509_2008",1
"20509_2009",2
"20509_2010",4
"20509_2011",NA
"20509_2012",2
"20509_2013",4
"20509_2014",3
"20509_2015",2
"20510_1994",NA
"20510_1995",NA
"20510_1996",NA
"20510_1997",NA
"20510_1998",NA
"20510_1999",NA
"20510_2000",NA
"20510_2001",NA
"20510_2002",NA
"20510_2003",NA
"20510_2004",NA
"20510_2005",NA
"20510_2006",NA
"20510_2007",1
"20510_2008",2
"20510_2009",NA
"20510_2010",1
"20510_2011",NA
"20510_2012",NA
"20510_2013",NA
"20510_2014",NA
"20510_2015",NA
"20511_1994",NA
"20511_1995",1
"20511_1996",NA
"20511_1997",1
"20511_1998",NA
"20511_1999",NA
"20511_2000",NA
"20511_2001",NA
"20511_2002",NA
"20511_2003",2
"20511_2004",NA
"20511_2005",NA
"20511_2006",NA
"20511_2007",1
"20511_2008",NA
"20511_2009",NA
"20511_2010",NA
"20511_2011",NA
"20511_2012",NA
"20511_2013",2
"20511_2014",NA
"20511_2015",NA
"20512_1994",NA
"20512_1995",NA
"20512_1996",1
"20512_1997",1
"20512_1998",1
"20512_1999",1
"20512_2000",NA
"20512_2001",NA
"20512_2002",NA
"20512_2003",NA
"20512_2004",NA
"20512_2005",NA
"20512_2006",1
"20512_2007",NA
"20512_2008",NA
"20512_2009",NA
"20512_2010",NA
"20512_2011",NA
"20512_2012",1
"20512_2013",NA
"20512_2014",NA
"20512_2015",NA
"20513_1994",1
"20513_1995",4
"20513_1996",4
"20513_1997",3
"20513_1998",4
"20513_1999",5
"20513_2000",1
"20513_2001",1
"20513_2002",2
"20513_2003",NA
"20513_2004",1
"20513_2005",NA
"20513_2006",1
"20513_2007",3
"20513_2008",2
"20513_2009",NA
"20513_2010",2
"20513_2011",1
"20513_2012",NA
"20513_2013",1
"20513_2014",NA
"20513_2015",2
"20514_1994",NA
"20514_1995",NA
"20514_1996",NA
"20514_1997",NA
"20514_1998",NA
"20514_1999",NA
"20514_2000",NA
"20514_2001",1
"20514_2002",NA
"20514_2003",NA
"20514_2004",NA
"20514_2005",NA
"20514_2006",NA
"20514_2007",NA
"20514_2008",NA
"20514_2009",NA
"20514_2010",NA
"20514_2011",NA
"20514_2012",1
"20514_2013",NA
"20514_2014",NA
"20514_2015",NA
"20515_1994",14
"20515_1995",14
"20515_1996",10
"20515_1997",7
"20515_1998",5
"20515_1999",8
"20515_2000",5
"20515_2001",3
"20515_2002",5
"20515_2003",8
"20515_2004",2
"20515_2005",4
"20515_2006",2
"20515_2007",6
"20515_2008",6
"20515_2009",7
"20515_2010",9
"20515_2011",9
"20515_2012",5
"20515_2013",8
"20515_2014",12
"20515_2015",12
"20516_1994",1
"20516_1995",NA
"20516_1996",2
"20516_1997",4
"20516_1998",11
"20516_1999",2
"20516_2000",2
"20516_2001",NA
"20516_2002",4
"20516_2003",2
"20516_2004",5
"20516_2005",4
"20516_2006",NA
"20516_2007",NA
"20516_2008",NA
"20516_2009",1
"20516_2010",1
"20516_2011",NA
"20516_2012",2
"20516_2013",4
"20516_2014",1
"20516_2015",NA
"20517_1994",3
"20517_1995",NA
"20517_1996",NA
"20517_1997",NA
"20517_1998",NA
"20517_1999",1
"20517_2000",1
"20517_2001",1
"20517_2002",NA
"20517_2003",NA
"20517_2004",NA
"20517_2005",NA
"20517_2006",NA
"20517_2007",2
"20517_2008",NA
"20517_2009",NA
"20517_2010",1
"20517_2011",1
"20517_2012",NA
"20517_2013",1
"20517_2014",1
"20517_2015",1
"20518_1994",NA
"20518_1995",NA
"20518_1996",NA
"20518_1997",NA
"20518_1998",NA
"20518_1999",NA
"20518_2000",NA
"20518_2001",NA
"20518_2002",NA
"20518_2003",NA
"20518_2004",NA
"20518_2005",NA
"20518_2006",NA
"20518_2007",NA
"20518_2008",NA
"20518_2009",NA
"20518_2010",NA
"20518_2011",NA
"20518_2012",NA
"20518_2013",NA
"20518_2014",NA
"20518_2015",NA
"20519_1994",NA
"20519_1995",NA
"20519_1996",2
"20519_1997",NA
"20519_1998",NA
"20519_1999",NA
"20519_2000",NA
"20519_2001",NA
"20519_2002",NA
"20519_2003",NA
"20519_2004",NA
"20519_2005",NA
"20519_2006",NA
"20519_2007",NA
"20519_2008",NA
"20519_2009",1
"20519_2010",NA
"20519_2011",NA
"20519_2012",NA
"20519_2013",NA
"20519_2014",NA
"20519_2015",NA
"20520_1994",3
"20520_1995",NA
"20520_1996",NA
"20520_1997",4
"20520_1998",1
"20520_1999",NA
"20520_2000",NA
"20520_2001",1
"20520_2002",NA
"20520_2003",NA
"20520_2004",2
"20520_2005",NA
"20520_2006",1
"20520_2007",1
"20520_2008",NA
"20520_2009",NA
"20520_2010",NA
"20520_2011",2
"20520_2012",NA
"20520_2013",NA
"20520_2014",NA
"20520_2015",4
"20522_1994",NA
"20522_1995",NA
"20522_1996",NA
"20522_1997",1
"20522_1998",NA
"20522_1999",NA
"20522_2000",NA
"20522_2001",NA
"20522_2002",NA
"20522_2003",NA
"20522_2004",NA
"20522_2005",NA
"20522_2006",NA
"20522_2007",NA
"20522_2008",NA
"20522_2009",NA
"20522_2010",NA
"20522_2011",NA
"20522_2012",NA
"20522_2013",1
"20522_2014",NA
"20522_2015",NA
"20525_1994",5
"20525_1995",2
"20525_1996",3
"20525_1997",NA
"20525_1998",NA
"20525_1999",NA
"20525_2000",2
"20525_2001",1
"20525_2002",3
"20525_2003",1
"20525_2004",NA
"20525_2005",2
"20525_2006",NA
"20525_2007",1
"20525_2008",1
"20525_2009",NA
"20525_2010",NA
"20525_2011",1
"20525_2012",2
"20525_2013",2
"20525_2014",4
"20525_2015",3
"20526_1994",10
"20526_1995",14
"20526_1996",5
"20526_1997",3
"20526_1998",3
"20526_1999",7
"20526_2000",4
"20526_2001",3
"20526_2002",7
"20526_2003",6
"20526_2004",1
"20526_2005",1
"20526_2006",4
"20526_2007",2
"20526_2008",7
"20526_2009",2
"20526_2010",6
"20526_2011",2
"20526_2012",1
"20526_2013",3
"20526_2014",2
"20526_2015",6
"20527_1994",NA
"20527_1995",NA
"20527_1996",NA
"20527_1997",NA
"20527_1998",NA
"20527_1999",NA
"20527_2000",NA
"20527_2001",1
"20527_2002",NA
"20527_2003",NA
"20527_2004",NA
"20527_2005",NA
"20527_2006",NA
"20527_2007",1
"20527_2008",1
"20527_2009",1
"20527_2010",NA
"20527_2011",NA
"20527_2012",NA
"20527_2013",NA
"20527_2014",1
"20527_2015",NA
"20528_1994",NA
"20528_1995",1
"20528_1996",1
"20528_1997",NA
"20528_1998",NA
"20528_1999",NA
"20528_2000",NA
"20528_2001",2
"20528_2002",NA
"20528_2003",NA
"20528_2004",NA
"20528_2005",NA
"20528_2006",NA
"20528_2007",NA
"20528_2008",NA
"20528_2009",NA
"20528_2010",NA
"20528_2011",NA
"20528_2012",NA
"20528_2013",NA
"20528_2014",NA
"20528_2015",NA
"20530_1994",NA
"20530_1995",NA
"20530_1996",1
"20530_1997",NA
"20530_1998",NA
"20530_1999",NA
"20530_2000",NA
"20530_2001",NA
"20530_2002",NA
"20530_2003",NA
"20530_2004",NA
"20530_2005",NA
"20530_2006",NA
"20530_2007",NA
"20530_2008",NA
"20530_2009",NA
"20530_2010",1
"20530_2011",NA
"20530_2012",NA
"20530_2013",1
"20530_2014",2
"20530_2015",NA
"20531_1994",NA
"20531_1995",NA
"20531_1996",NA
"20531_1997",NA
"20531_1998",NA
"20531_1999",NA
"20531_2000",NA
"20531_2001",NA
"20531_2002",NA
"20531_2003",NA
"20531_2004",NA
"20531_2005",NA
"20531_2006",NA
"20531_2007",NA
"20531_2008",NA
"20531_2009",NA
"20531_2010",NA
"20531_2011",1
"20531_2012",NA
"20531_2013",NA
"20531_2014",NA
"20531_2015",NA
"20532_1994",NA
"20532_1995",NA
"20532_1996",NA
"20532_1997",NA
"20532_1998",NA
"20532_1999",NA
"20532_2000",NA
"20532_2001",NA
"20532_2002",NA
"20532_2003",NA
"20532_2004",NA
"20532_2005",NA
"20532_2006",NA
"20532_2007",NA
"20532_2008",1
"20532_2009",NA
"20532_2010",NA
"20532_2011",NA
"20532_2012",NA
"20532_2013",2
"20532_2014",NA
"20532_2015",1
"20533_1994",NA
"20533_1995",1
"20533_1996",NA
"20533_1997",NA
"20533_1998",2
"20533_1999",NA
"20533_2000",1
"20533_2001",NA
"20533_2002",NA
"20533_2003",NA
"20533_2004",1
"20533_2005",NA
"20533_2006",NA
"20533_2007",NA
"20533_2008",1
"20533_2009",NA
"20533_2010",NA
"20533_2011",1
"20533_2012",NA
"20533_2013",1
"20533_2014",1
"20533_2015",1
"20534_1994",2
"20534_1995",7
"20534_1996",NA
"20534_1997",2
"20534_1998",4
"20534_1999",NA
"20534_2000",NA
"20534_2001",NA
"20534_2002",1
"20534_2003",NA
"20534_2004",NA
"20534_2005",NA
"20534_2006",NA
"20534_2007",NA
"20534_2008",1
"20534_2009",NA
"20534_2010",NA
"20534_2011",NA
"20534_2012",2
"20534_2013",1
"20534_2014",NA
"20534_2015",3
"20535_1994",1
"20535_1995",1
"20535_1996",NA
"20535_1997",1
"20535_1998",NA
"20535_1999",NA
"20535_2000",NA
"20535_2001",NA
"20535_2002",NA
"20535_2003",2
"20535_2004",NA
"20535_2005",NA
"20535_2006",NA
"20535_2007",NA
"20535_2008",NA
"20535_2009",NA
"20535_2010",NA
"20535_2011",NA
"20535_2012",NA
"20535_2013",NA
"20535_2014",NA
"20535_2015",NA
"20537_1994",4
"20537_1995",3
"20537_1996",NA
"20537_1997",3
"20537_1998",5
"20537_1999",NA
"20537_2000",1
"20537_2001",1
"20537_2002",NA
"20537_2003",NA
"20537_2004",2
"20537_2005",NA
"20537_2006",2
"20537_2007",1
"20537_2008",2
"20537_2009",5
"20537_2010",3
"20537_2011",NA
"20537_2012",2
"20537_2013",3
"20537_2014",NA
"20537_2015",1
"20538_1994",NA
"20538_1995",NA
"20538_1996",NA
"20538_1997",1
"20538_1998",NA
"20538_1999",NA
"20538_2000",1
"20538_2001",1
"20538_2002",1
"20538_2003",NA
"20538_2004",NA
"20538_2005",NA
"20538_2006",NA
"20538_2007",NA
"20538_2008",NA
"20538_2009",NA
"20538_2010",NA
"20538_2011",NA
"20538_2012",NA
"20538_2013",NA
"20538_2014",1
"20538_2015",1
"20539_1994",1
"20539_1995",NA
"20539_1996",NA
"20539_1997",NA
"20539_1998",NA
"20539_1999",NA
"20539_2000",1
"20539_2001",NA
"20539_2002",NA
"20539_2003",NA
"20539_2004",NA
"20539_2005",NA
"20539_2006",NA
"20539_2007",NA
"20539_2008",NA
"20539_2009",NA
"20539_2010",NA
"20539_2011",NA
"20539_2012",NA
"20539_2013",NA
"20539_2014",NA
"20539_2015",2
"20540_1994",NA
"20540_1995",1
"20540_1996",NA
"20540_1997",NA
"20540_1998",NA
"20540_1999",2
"20540_2000",NA
"20540_2001",2
"20540_2002",NA
"20540_2003",NA
"20540_2004",NA
"20540_2005",1
"20540_2006",NA
"20540_2007",NA
"20540_2008",NA
"20540_2009",2
"20540_2010",NA
"20540_2011",NA
"20540_2012",1
"20540_2013",NA
"20540_2014",NA
"20540_2015",NA
"20541_1994",NA
"20541_1995",NA
"20541_1996",1
"20541_1997",NA
"20541_1998",NA
"20541_1999",NA
"20541_2000",NA
"20541_2001",NA
"20541_2002",NA
"20541_2003",1
"20541_2004",NA
"20541_2005",NA
"20541_2006",NA
"20541_2007",NA
"20541_2008",NA
"20541_2009",NA
"20541_2010",NA
"20541_2011",NA
"20541_2012",NA
"20541_2013",NA
"20541_2014",NA
"20541_2015",1
"20542_1994",NA
"20542_1995",1
"20542_1996",NA
"20542_1997",NA
"20542_1998",NA
"20542_1999",NA
"20542_2000",NA
"20542_2001",NA
"20542_2002",NA
"20542_2003",NA
"20542_2004",NA
"20542_2005",NA
"20542_2006",NA
"20542_2007",NA
"20542_2008",NA
"20542_2009",1
"20542_2010",NA
"20542_2011",1
"20542_2012",NA
"20542_2013",NA
"20542_2014",NA
"20542_2015",NA
"20543_1994",16
"20543_1995",8
"20543_1996",7
"20543_1997",6
"20543_1998",3
"20543_1999",8
"20543_2000",1
"20543_2001",NA
"20543_2002",1
"20543_2003",2
"20543_2004",1
"20543_2005",NA
"20543_2006",2
"20543_2007",2
"20543_2008",1
"20543_2009",1
"20543_2010",1
"20543_2011",8
"20543_2012",1
"20543_2013",1
"20543_2014",1
"20543_2015",5
"20544_1994",NA
"20544_1995",NA
"20544_1996",NA
"20544_1997",NA
"20544_1998",NA
"20544_1999",NA
"20544_2000",1
