"muniYear","homicidios"
"20399_2005",NA
"20399_2006",NA
"20399_2007",NA
"20399_2008",2
"20399_2009",3
"20399_2010",5
"20399_2011",3
"20399_2012",2
"20399_2013",2
"20399_2014",1
"20399_2015",3
"20400_1994",NA
"20400_1995",NA
"20400_1996",NA
"20400_1997",NA
"20400_1998",NA
"20400_1999",NA
"20400_2000",NA
"20400_2001",NA
"20400_2002",NA
"20400_2003",NA
"20400_2004",NA
"20400_2005",NA
"20400_2006",NA
"20400_2007",NA
"20400_2008",NA
"20400_2009",NA
"20400_2010",NA
"20400_2011",1
"20400_2012",NA
"20400_2013",NA
"20400_2014",NA
"20400_2015",NA
"20401_1994",9
"20401_1995",8
"20401_1996",5
"20401_1997",6
"20401_1998",3
"20401_1999",6
"20401_2000",2
"20401_2001",4
"20401_2002",2
"20401_2003",2
"20401_2004",2
"20401_2005",1
"20401_2006",NA
"20401_2007",1
"20401_2008",6
"20401_2009",3
"20401_2010",4
"20401_2011",2
"20401_2012",2
"20401_2013",2
"20401_2014",4
"20401_2015",4
"20402_1994",NA
"20402_1995",NA
"20402_1996",NA
"20402_1997",1
"20402_1998",1
"20402_1999",1
"20402_2000",NA
"20402_2001",1
"20402_2002",NA
"20402_2003",2
"20402_2004",NA
"20402_2005",1
"20402_2006",NA
"20402_2007",NA
"20402_2008",4
"20402_2009",NA
"20402_2010",1
"20402_2011",1
"20402_2012",1
"20402_2013",2
"20402_2014",NA
"20402_2015",2
"20403_1994",NA
"20403_1995",1
"20403_1996",NA
"20403_1997",NA
"20403_1998",NA
"20403_1999",1
"20403_2000",NA
"20403_2001",NA
"20403_2002",1
"20403_2003",NA
"20403_2004",1
"20403_2005",1
"20403_2006",2
"20403_2007",NA
"20403_2008",NA
"20403_2009",NA
"20403_2010",1
"20403_2011",NA
"20403_2012",NA
"20403_2013",NA
"20403_2014",NA
"20403_2015",NA
"20404_1994",NA
"20404_1995",NA
"20404_1996",NA
"20404_1997",NA
"20404_1998",NA
"20404_1999",NA
"20404_2000",NA
"20404_2001",NA
"20404_2002",NA
"20404_2003",NA
"20404_2004",NA
"20404_2005",NA
"20404_2006",1
"20404_2007",NA
"20404_2008",1
"20404_2009",NA
"20404_2010",NA
"20404_2011",NA
"20404_2012",NA
"20404_2013",NA
"20404_2014",NA
"20404_2015",NA
"20405_1994",2
"20405_1995",NA
"20405_1996",NA
"20405_1997",1
"20405_1998",NA
"20405_1999",1
"20405_2000",NA
"20405_2001",NA
"20405_2002",2
"20405_2003",NA
"20405_2004",NA
"20405_2005",NA
"20405_2006",1
"20405_2007",NA
"20405_2008",NA
"20405_2009",NA
"20405_2010",NA
"20405_2011",NA
"20405_2012",2
"20405_2013",NA
"20405_2014",NA
"20405_2015",NA
"20406_1994",5
"20406_1995",3
"20406_1996",5
"20406_1997",1
"20406_1998",2
"20406_1999",4
"20406_2000",4
"20406_2001",1
"20406_2002",3
"20406_2003",1
"20406_2004",1
"20406_2005",6
"20406_2006",NA
"20406_2007",2
"20406_2008",2
"20406_2009",4
"20406_2010",1
"20406_2011",1
"20406_2012",4
"20406_2013",3
"20406_2014",1
"20406_2015",1
"20407_1994",NA
"20407_1995",NA
"20407_1996",3
"20407_1997",NA
"20407_1998",3
"20407_1999",3
"20407_2000",3
"20407_2001",NA
"20407_2002",2
"20407_2003",NA
"20407_2004",2
"20407_2005",NA
"20407_2006",2
"20407_2007",1
"20407_2008",2
"20407_2009",1
"20407_2010",NA
"20407_2011",1
"20407_2012",NA
"20407_2013",3
"20407_2014",1
"20407_2015",1
"20408_1994",NA
"20408_1995",NA
"20408_1996",NA
"20408_1997",NA
"20408_1998",1
"20408_1999",NA
"20408_2000",NA
"20408_2001",NA
"20408_2002",NA
"20408_2003",NA
"20408_2004",NA
"20408_2005",NA
"20408_2006",NA
"20408_2007",NA
"20408_2008",NA
"20408_2009",NA
"20408_2010",NA
"20408_2011",NA
"20408_2012",NA
"20408_2013",NA
"20408_2014",2
"20408_2015",NA
"20409_1994",NA
"20409_1995",NA
"20409_1996",NA
"20409_1997",1
"20409_1998",NA
"20409_1999",1
"20409_2000",1
"20409_2001",NA
"20409_2002",3
"20409_2003",NA
"20409_2004",NA
"20409_2005",NA
"20409_2006",NA
"20409_2007",NA
"20409_2008",NA
"20409_2009",1
"20409_2010",3
"20409_2011",NA
"20409_2012",1
"20409_2013",4
"20409_2014",1
"20409_2015",NA
"20410_1994",2
"20410_1995",1
"20410_1996",2
"20410_1997",NA
"20410_1998",2
"20410_1999",1
"20410_2000",1
"20410_2001",NA
"20410_2002",NA
"20410_2003",1
"20410_2004",NA
"20410_2005",NA
"20410_2006",NA
"20410_2007",NA
"20410_2008",1
"20410_2009",NA
"20410_2010",NA
"20410_2011",NA
"20410_2012",1
"20410_2013",NA
"20410_2014",NA
"20410_2015",NA
"20411_1994",1
"20411_1995",NA
"20411_1996",NA
"20411_1997",NA
"20411_1998",NA
"20411_1999",NA
"20411_2000",NA
"20411_2001",NA
"20411_2002",NA
"20411_2003",NA
"20411_2004",NA
"20411_2005",NA
"20411_2006",NA
"20411_2007",NA
"20411_2008",NA
"20411_2009",NA
"20411_2010",NA
"20411_2011",NA
"20411_2012",NA
"20411_2013",NA
"20411_2014",NA
"20411_2015",NA
"20412_1994",1
"20412_1995",2
"20412_1996",3
"20412_1997",1
"20412_1998",3
"20412_1999",2
"20412_2000",1
"20412_2001",NA
"20412_2002",1
"20412_2003",NA
"20412_2004",NA
"20412_2005",1
"20412_2006",NA
"20412_2007",NA
"20412_2008",NA
"20412_2009",NA
"20412_2010",NA
"20412_2011",NA
"20412_2012",NA
"20412_2013",NA
"20412_2014",NA
"20412_2015",NA
"20413_1994",11
"20413_1995",8
"20413_1996",19
"20413_1997",11
"20413_1998",11
"20413_1999",8
"20413_2000",8
"20413_2001",8
"20413_2002",10
"20413_2003",9
"20413_2004",11
"20413_2005",5
"20413_2006",7
"20413_2007",7
"20413_2008",6
"20413_2009",6
"20413_2010",6
"20413_2011",7
"20413_2012",9
"20413_2013",12
"20413_2014",9
"20413_2015",8
"20414_1994",1
"20414_1995",3
"20414_1996",1
"20414_1997",3
"20414_1998",2
"20414_1999",2
"20414_2000",1
"20414_2001",2
"20414_2002",NA
"20414_2003",2
"20414_2004",NA
"20414_2005",NA
"20414_2006",NA
"20414_2007",1
"20414_2008",1
"20414_2009",NA
"20414_2010",4
"20414_2011",1
"20414_2012",NA
"20414_2013",1
"20414_2014",1
"20414_2015",2
"20415_1994",1
"20415_1995",2
"20415_1996",4
"20415_1997",NA
"20415_1998",2
"20415_1999",1
"20415_2000",NA
"20415_2001",2
"20415_2002",1
"20415_2003",NA
"20415_2004",NA
"20415_2005",NA
"20415_2006",1
"20415_2007",NA
"20415_2008",1
"20415_2009",NA
"20415_2010",1
"20415_2011",NA
"20415_2012",1
"20415_2013",1
"20415_2014",2
"20415_2015",NA
"20417_1994",1
"20417_1995",NA
"20417_1996",1
"20417_1997",NA
"20417_1998",2
"20417_1999",2
"20417_2000",NA
"20417_2001",NA
"20417_2002",1
"20417_2003",2
"20417_2004",NA
"20417_2005",2
"20417_2006",NA
"20417_2007",1
"20417_2008",1
"20417_2009",NA
"20417_2010",1
"20417_2011",NA
"20417_2012",NA
"20417_2013",NA
"20417_2014",NA
"20417_2015",1
"20418_1994",2
"20418_1995",NA
"20418_1996",NA
"20418_1997",NA
"20418_1998",1
"20418_1999",2
"20418_2000",1
"20418_2001",2
"20418_2002",NA
"20418_2003",1
"20418_2004",NA
"20418_2005",1
"20418_2006",NA
"20418_2007",3
"20418_2008",1
"20418_2009",1
"20418_2010",1
"20418_2011",1
"20418_2012",2
"20418_2013",2
"20418_2014",NA
"20418_2015",1
"20420_1994",NA
"20420_1995",NA
"20420_1996",NA
"20420_1997",NA
"20420_1998",NA
"20420_1999",NA
"20420_2000",NA
"20420_2001",NA
"20420_2002",NA
"20420_2003",2
"20420_2004",NA
"20420_2005",NA
"20420_2006",NA
"20420_2007",NA
"20420_2008",NA
"20420_2009",NA
"20420_2010",NA
"20420_2011",NA
"20420_2012",NA
"20420_2013",NA
"20420_2014",NA
"20420_2015",NA
"20421_1994",NA
"20421_1995",NA
"20421_1996",NA
"20421_1997",NA
"20421_1998",2
"20421_1999",NA
"20421_2000",NA
"20421_2001",1
"20421_2002",NA
"20421_2003",NA
"20421_2004",NA
"20421_2005",3
"20421_2006",NA
"20421_2007",1
"20421_2008",NA
"20421_2009",2
"20421_2010",NA
"20421_2011",NA
"20421_2012",NA
"20421_2013",NA
"20421_2014",NA
"20421_2015",2
"20424_1994",NA
"20424_1995",1
"20424_1996",5
"20424_1997",1
"20424_1998",1
"20424_1999",1
"20424_2000",4
"20424_2001",2
"20424_2002",2
"20424_2003",NA
"20424_2004",3
"20424_2005",1
"20424_2006",1
"20424_2007",NA
"20424_2008",1
"20424_2009",1
"20424_2010",4
"20424_2011",1
"20424_2012",2
"20424_2013",NA
"20424_2014",1
"20424_2015",NA
"20425_1994",NA
"20425_1995",2
"20425_1996",NA
"20425_1997",NA
"20425_1998",2
"20425_1999",NA
"20425_2000",NA
"20425_2001",1
"20425_2002",NA
"20425_2003",NA
"20425_2004",1
"20425_2005",1
"20425_2006",NA
"20425_2007",1
"20425_2008",NA
"20425_2009",NA
"20425_2010",NA
"20425_2011",1
"20425_2012",NA
"20425_2013",NA
"20425_2014",1
"20425_2015",NA
"20426_1994",NA
"20426_1995",NA
"20426_1996",NA
"20426_1997",4
"20426_1998",1
"20426_1999",1
"20426_2000",NA
"20426_2001",NA
"20426_2002",2
"20426_2003",NA
"20426_2004",1
"20426_2005",NA
"20426_2006",NA
"20426_2007",NA
"20426_2008",1
"20426_2009",NA
"20426_2010",NA
"20426_2011",1
"20426_2012",NA
"20426_2013",1
"20426_2014",NA
"20426_2015",2
"20427_1994",4
"20427_1995",5
"20427_1996",2
"20427_1997",7
"20427_1998",4
"20427_1999",3
"20427_2000",7
"20427_2001",3
"20427_2002",2
"20427_2003",1
"20427_2004",1
"20427_2005",1
"20427_2006",1
"20427_2007",1
"20427_2008",2
"20427_2009",1
"20427_2010",1
"20427_2011",5
"20427_2012",3
"20427_2013",6
"20427_2014",1
"20427_2015",2
"20428_1994",2
"20428_1995",NA
"20428_1996",NA
"20428_1997",NA
"20428_1998",NA
"20428_1999",NA
"20428_2000",NA
"20428_2001",NA
"20428_2002",NA
"20428_2003",NA
"20428_2004",NA
"20428_2005",NA
"20428_2006",NA
"20428_2007",NA
"20428_2008",NA
"20428_2009",NA
"20428_2010",NA
"20428_2011",NA
"20428_2012",NA
"20428_2013",1
"20428_2014",1
"20428_2015",NA
"20429_1994",NA
"20429_1995",1
"20429_1996",2
"20429_1997",NA
"20429_1998",1
"20429_1999",1
"20429_2000",NA
"20429_2001",NA
"20429_2002",1
"20429_2003",NA
"20429_2004",NA
"20429_2005",NA
"20429_2006",NA
"20429_2007",NA
"20429_2008",NA
"20429_2009",NA
"20429_2010",NA
"20429_2011",NA
"20429_2012",NA
"20429_2013",2
"20429_2014",NA
"20429_2015",NA
"20430_1994",NA
"20430_1995",4
"20430_1996",1
"20430_1997",NA
"20430_1998",NA
"20430_1999",NA
"20430_2000",NA
"20430_2001",NA
"20430_2002",NA
"20430_2003",NA
"20430_2004",NA
"20430_2005",2
"20430_2006",NA
"20430_2007",NA
"20430_2008",2
"20430_2009",NA
"20430_2010",NA
"20430_2011",NA
"20430_2012",NA
"20430_2013",NA
"20430_2014",NA
"20430_2015",NA
"20431_1994",NA
"20431_1995",NA
"20431_1996",NA
"20431_1997",3
"20431_1998",NA
"20431_1999",1
"20431_2000",1
"20431_2001",2
"20431_2002",NA
"20431_2003",NA
"20431_2004",NA
"20431_2005",NA
"20431_2006",NA
"20431_2007",NA
"20431_2008",NA
"20431_2009",NA
"20431_2010",NA
"20431_2011",1
"20431_2012",NA
"20431_2013",NA
"20431_2014",NA
"20431_2015",NA
"20432_1994",NA
"20432_1995",1
"20432_1996",NA
"20432_1997",NA
"20432_1998",NA
"20432_1999",NA
"20432_2000",NA
"20432_2001",NA
"20432_2002",NA
"20432_2003",NA
"20432_2004",NA
"20432_2005",NA
"20432_2006",NA
"20432_2007",NA
"20432_2008",NA
"20432_2009",NA
"20432_2010",NA
"20432_2011",NA
"20432_2012",1
"20432_2013",NA
"20432_2014",NA
"20432_2015",NA
"20433_1994",1
"20433_1995",2
"20433_1996",4
"20433_1997",4
"20433_1998",2
"20433_1999",1
"20433_2000",1
"20433_2001",NA
"20433_2002",NA
"20433_2003",1
"20433_2004",NA
"20433_2005",NA
"20433_2006",2
"20433_2007",NA
"20433_2008",2
"20433_2009",NA
"20433_2010",2
"20433_2011",5
"20433_2012",3
"20433_2013",2
"20433_2014",4
"20433_2015",3
"20434_1994",1
"20434_1995",NA
"20434_1996",NA
"20434_1997",NA
"20434_1998",NA
"20434_1999",1
"20434_2000",NA
"20434_2001",NA
"20434_2002",NA
"20434_2003",1
"20434_2004",1
"20434_2005",1
"20434_2006",NA
"20434_2007",NA
"20434_2008",1
"20434_2009",NA
"20434_2010",2
"20434_2011",2
"20434_2012",NA
"20434_2013",1
"20434_2014",3
"20434_2015",NA
"20435_1994",1
"20435_1995",NA
"20435_1996",NA
"20435_1997",NA
"20435_1998",2
"20435_1999",NA
"20435_2000",NA
"20435_2001",4
"20435_2002",NA
"20435_2003",1
"20435_2004",NA
"20435_2005",NA
"20435_2006",1
"20435_2007",2
"20435_2008",NA
"20435_2009",2
"20435_2010",NA
"20435_2011",NA
"20435_2012",1
"20435_2013",NA
"20435_2014",NA
"20435_2015",NA
"20436_1994",NA
"20436_1995",NA
"20436_1996",NA
"20436_1997",NA
"20436_1998",NA
"20436_1999",NA
"20436_2000",NA
"20436_2001",NA
"20436_2002",NA
"20436_2003",NA
"20436_2004",NA
"20436_2005",NA
"20436_2006",NA
"20436_2007",NA
"20436_2008",NA
"20436_2009",NA
"20436_2010",NA
"20436_2011",NA
"20436_2012",NA
"20436_2013",NA
"20436_2014",NA
"20436_2015",NA
"20437_1994",NA
"20437_1995",NA
"20437_1996",NA
"20437_1997",NA
"20437_1998",NA
"20437_1999",2
"20437_2000",1
"20437_2001",NA
"20437_2002",3
"20437_2003",NA
"20437_2004",NA
"20437_2005",1
"20437_2006",2
"20437_2007",1
"20437_2008",1
"20437_2009",1
"20437_2010",2
"20437_2011",NA
"20437_2012",1
"20437_2013",2
"20437_2014",2
"20437_2015",NA
"20438_1994",3
"20438_1995",1
"20438_1996",2
"20438_1997",NA
"20438_1998",1
"20438_1999",2
"20438_2000",NA
"20438_2001",NA
"20438_2002",NA
"20438_2003",NA
"20438_2004",NA
"20438_2005",NA
"20438_2006",1
"20438_2007",NA
"20438_2008",NA
"20438_2009",NA
"20438_2010",NA
"20438_2011",NA
"20438_2012",NA
"20438_2013",NA
"20438_2014",NA
"20438_2015",NA
"20439_1994",18
"20439_1995",10
"20439_1996",13
"20439_1997",6
"20439_1998",9
"20439_1999",7
"20439_2000",5
"20439_2001",3
"20439_2002",9
"20439_2003",3
"20439_2004",6
"20439_2005",4
"20439_2006",2
"20439_2007",3
"20439_2008",1
"20439_2009",4
"20439_2010",5
"20439_2011",2
"20439_2012",7
"20439_2013",3
"20439_2014",6
"20439_2015",9
"20440_1994",1
"20440_1995",NA
"20440_1996",NA
"20440_1997",1
"20440_1998",NA
"20440_1999",NA
"20440_2000",NA
"20440_2001",NA
"20440_2002",NA
"20440_2003",NA
"20440_2004",NA
"20440_2005",NA
"20440_2006",NA
"20440_2007",NA
"20440_2008",NA
"20440_2009",NA
"20440_2010",NA
"20440_2011",NA
"20440_2012",NA
"20440_2013",NA
"20440_2014",NA
"20440_2015",NA
"20441_1994",1
"20441_1995",NA
"20441_1996",2
"20441_1997",2
"20441_1998",1
"20441_1999",1
"20441_2000",NA
"20441_2001",NA
"20441_2002",1
"20441_2003",NA
"20441_2004",NA
"20441_2005",NA
"20441_2006",1
"20441_2007",2
"20441_2008",1
"20441_2009",NA
"20441_2010",NA
"20441_2011",NA
"20441_2012",NA
"20441_2013",2
"20441_2014",1
"20441_2015",NA
"20444_1994",1
"20444_1995",1
"20444_1996",NA
"20444_1997",NA
"20444_1998",NA
"20444_1999",NA
"20444_2000",NA
"20444_2001",NA
"20444_2002",NA
"20444_2003",NA
"20444_2004",NA
"20444_2005",1
"20444_2006",NA
"20444_2007",NA
"20444_2008",NA
"20444_2009",NA
"20444_2010",NA
"20444_2011",NA
"20444_2012",NA
"20444_2013",NA
"20444_2014",NA
"20444_2015",1
"20445_1994",NA
"20445_1995",2
"20445_1996",NA
"20445_1997",NA
"20445_1998",NA
"20445_1999",NA
"20445_2000",NA
"20445_2001",NA
"20445_2002",NA
"20445_2003",NA
"20445_2004",NA
"20445_2005",NA
"20445_2006",1
"20445_2007",NA
"20445_2008",NA
"20445_2009",NA
"20445_2010",NA
"20445_2011",NA
"20445_2012",NA
"20445_2013",2
"20445_2014",NA
"20445_2015",NA
"20446_1994",NA
"20446_1995",NA
"20446_1996",1
"20446_1997",NA
"20446_1998",NA
"20446_1999",2
"20446_2000",1
"20446_2001",NA
"20446_2002",NA
"20446_2003",NA
"20446_2004",1
"20446_2005",2
"20446_2006",NA
"20446_2007",1
"20446_2008",1
"20446_2009",NA
"20446_2010",NA
"20446_2011",NA
"20446_2012",NA
"20446_2013",1
"20446_2014",NA
"20446_2015",NA
"20447_1994",13
"20447_1995",9
"20447_1996",13
"20447_1997",15
"20447_1998",7
"20447_1999",5
"20447_2000",9
"20447_2001",6
"20447_2002",2
"20447_2003",4
"20447_2004",7
"20447_2005",3
"20447_2006",3
"20447_2007",5
"20447_2008",4
"20447_2009",8
"20447_2010",4
"20447_2011",4
"20447_2012",3
"20447_2013",NA
"20447_2014",5
"20447_2015",5
"20448_1994",NA
"20448_1995",1
"20448_1996",1
"20448_1997",NA
"20448_1998",NA
"20448_1999",NA
"20448_2000",NA
"20448_2001",1
"20448_2002",1
"20448_2003",1
"20448_2004",NA
"20448_2005",NA
"20448_2006",1
"20448_2007",3
"20448_2008",NA
"20448_2009",1
"20448_2010",NA
"20448_2011",NA
"20448_2012",NA
"20448_2013",NA
"20448_2014",1
"20448_2015",NA
"20449_1994",1
"20449_1995",NA
"20449_1996",4
"20449_1997",4
"20449_1998",2
"20449_1999",3
"20449_2000",3
"20449_2001",NA
"20449_2002",NA
"20449_2003",NA
"20449_2004",2
"20449_2005",1
"20449_2006",2
"20449_2007",1
"20449_2008",1
"20449_2009",1
"20449_2010",6
"20449_2011",NA
"20449_2012",1
"20449_2013",1
"20449_2014",4
"20449_2015",NA
"20450_1994",15
"20450_1995",13
"20450_1996",14
"20450_1997",9
"20450_1998",9
"20450_1999",8
"20450_2000",6
"20450_2001",25
"20450_2002",14
"20450_2003",25
"20450_2004",15
"20450_2005",15
"20450_2006",12
"20450_2007",13
"20450_2008",22
"20450_2009",12
"20450_2010",12
"20450_2011",19
"20450_2012",8
"20450_2013",3
"20450_2014",16
"20450_2015",16
"20451_1994",NA
"20451_1995",NA
"20451_1996",NA
"20451_1997",NA
"20451_1998",NA
"20451_1999",NA
"20451_2000",NA
"20451_2001",NA
"20451_2002",NA
"20451_2003",NA
"20451_2004",1
"20451_2005",1
"20451_2006",NA
"20451_2007",NA
"20451_2008",NA
"20451_2009",NA
"20451_2010",NA
"20451_2011",NA
"20451_2012",NA
"20451_2013",NA
"20451_2014",NA
"20451_2015",NA
"20452_1994",NA
"20452_1995",1
"20452_1996",1
"20452_1997",NA
"20452_1998",NA
"20452_1999",1
"20452_2000",NA
"20452_2001",NA
"20452_2002",NA
"20452_2003",NA
"20452_2004",NA
"20452_2005",NA
"20452_2006",NA
"20452_2007",NA
"20452_2008",2
"20452_2009",NA
"20452_2010",NA
"20452_2011",2
"20452_2012",NA
"20452_2013",NA
"20452_2014",NA
"20452_2015",NA
"20453_1994",NA
"20453_1995",2
"20453_1996",4
"20453_1997",2
"20453_1998",1
"20453_1999",1
"20453_2000",3
"20453_2001",NA
"20453_2002",NA
"20453_2003",2
"20453_2004",NA
"20453_2005",NA
"20453_2006",NA
"20453_2007",2
"20453_2008",NA
"20453_2009",NA
"20453_2010",NA
"20453_2011",1
"20453_2012",NA
"20453_2013",NA
"20453_2014",NA
"20453_2015",NA
"20454_1994",NA
"20454_1995",NA
"20454_1996",NA
"20454_1997",NA
"20454_1998",NA
"20454_1999",NA
"20454_2000",NA
"20454_2001",NA
"20454_2002",NA
"20454_2003",NA
"20454_2004",NA
"20454_2005",NA
"20454_2006",NA
"20454_2007",NA
"20454_2008",NA
"20454_2009",NA
"20454_2010",NA
"20454_2011",1
"20454_2012",NA
"20454_2013",NA
"20454_2014",NA
"20454_2015",NA
"20455_1994",NA
"20455_1995",NA
"20455_1996",NA
"20455_1997",1
"20455_1998",NA
"20455_1999",NA
"20455_2000",NA
"20455_2001",NA
"20455_2002",NA
"20455_2003",NA
"20455_2004",1
"20455_2005",NA
"20455_2006",NA
"20455_2007",NA
"20455_2008",NA
"20455_2009",NA
"20455_2010",NA
"20455_2011",NA
"20455_2012",NA
"20455_2013",NA
"20455_2014",NA
"20455_2015",NA
"20456_1994",NA
"20456_1995",NA
"20456_1996",NA
"20456_1997",NA
"20456_1998",NA
"20456_1999",NA
"20456_2000",NA
"20456_2001",NA
"20456_2002",1
"20456_2003",NA
"20456_2004",1
"20456_2005",NA
"20456_2006",NA
"20456_2007",NA
"20456_2008",NA
"20456_2009",NA
"20456_2010",NA
"20456_2011",NA
"20456_2012",NA
"20456_2013",NA
"20456_2014",NA
"20456_2015",NA
"20457_1994",1
"20457_1995",NA
"20457_1996",NA
"20457_1997",NA
"20457_1998",NA
"20457_1999",NA
"20457_2000",1
"20457_2001",NA
"20457_2002",NA
"20457_2003",NA
"20457_2004",1
"20457_2005",NA
"20457_2006",NA
"20457_2007",NA
"20457_2008",NA
"20457_2009",NA
"20457_2010",2
"20457_2011",NA
"20457_2012",1
"20457_2013",NA
"20457_2014",NA
"20457_2015",NA
"20458_1994",NA
"20458_1995",1
"20458_1996",NA
"20458_1997",NA
"20458_1998",NA
"20458_1999",NA
"20458_2000",NA
"20458_2001",NA
"20458_2002",1
"20458_2003",NA
"20458_2004",1
"20458_2005",NA
"20458_2006",NA
"20458_2007",1
"20458_2008",NA
"20458_2009",NA
"20458_2010",NA
"20458_2011",NA
"20458_2012",NA
"20458_2013",NA
"20458_2014",NA
"20458_2015",NA
"20459_1994",NA
"20459_1995",NA
"20459_1996",NA
"20459_1997",NA
"20459_1998",1
"20459_1999",NA
"20459_2000",NA
"20459_2001",3
"20459_2002",NA
"20459_2003",NA
"20459_2004",NA
"20459_2005",NA
"20459_2006",NA
"20459_2007",NA
"20459_2008",NA
"20459_2009",NA
"20459_2010",NA
"20459_2011",1
"20459_2012",2
"20459_2013",NA
"20459_2014",NA
"20459_2015",NA
"20460_1994",4
"20460_1995",5
"20460_1996",2
"20460_1997",2
"20460_1998",3
"20460_1999",1
"20460_2000",1
"20460_2001",NA
"20460_2002",1
"20460_2003",1
"20460_2004",NA
"20460_2005",4
"20460_2006",3
"20460_2007",NA
"20460_2008",2
"20460_2009",NA
"20460_2010",NA
"20460_2011",11
"20460_2012",2
"20460_2013",1
"20460_2014",2
"20460_2015",NA
"20461_1994",NA
"20461_1995",1
"20461_1996",NA
"20461_1997",NA
"20461_1998",NA
"20461_1999",2
"20461_2000",NA
"20461_2001",NA
"20461_2002",NA
"20461_2003",NA
"20461_2004",NA
"20461_2005",1
"20461_2006",NA
"20461_2007",NA
"20461_2008",NA
"20461_2009",NA
"20461_2010",NA
"20461_2011",NA
"20461_2012",NA
"20461_2013",1
"20461_2014",NA
"20461_2015",NA
"20462_1994",NA
"20462_1995",NA
"20462_1996",NA
"20462_1997",NA
"20462_1998",NA
"20462_1999",NA
"20462_2000",1
"20462_2001",NA
"20462_2002",NA
"20462_2003",NA
"20462_2004",1
"20462_2005",NA
"20462_2006",1
"20462_2007",NA
"20462_2008",1
"20462_2009",1
"20462_2010",NA
"20462_2011",NA
"20462_2012",NA
"20462_2013",NA
"20462_2014",NA
"20462_2015",NA
"20463_1994",NA
"20463_1995",NA
"20463_1996",NA
"20463_1997",NA
"20463_1998",NA
"20463_1999",NA
"20463_2000",NA
"20463_2001",NA
"20463_2002",NA
"20463_2003",NA
"20463_2004",NA
"20463_2005",NA
"20463_2006",NA
"20463_2007",NA
"20463_2008",NA
"20463_2009",NA
"20463_2010",NA
"20463_2011",NA
"20463_2012",NA
"20463_2013",NA
"20463_2014",NA
"20463_2015",NA
"20465_1994",NA
"20465_1995",NA
"20465_1996",NA
"20465_1997",NA
"20465_1998",NA
"20465_1999",NA
"20465_2000",NA
"20465_2001",NA
"20465_2002",NA
"20465_2003",NA
"20465_2004",NA
"20465_2005",NA
"20465_2006",NA
"20465_2007",1
"20465_2008",NA
"20465_2009",NA
"20465_2010",NA
"20465_2011",NA
"20465_2012",1
"20465_2013",NA
"20465_2014",1
"20465_2015",NA
"20466_1994",15
"20466_1995",4
"20466_1996",14
"20466_1997",6
"20466_1998",8
"20466_1999",3
"20466_2000",2
"20466_2001",4
"20466_2002",4
"20466_2003",3
"20466_2004",2
"20466_2005",NA
"20466_2006",5
"20466_2007",1
"20466_2008",5
"20466_2009",6
"20466_2010",5
"20466_2011",5
"20466_2012",6
"20466_2013",4
"20466_2014",8
"20466_2015",10
"20467_1994",23
"20467_1995",32
"20467_1996",31
"20467_1997",20
"20467_1998",15
"20467_1999",14
"20467_2000",11
"20467_2001",9
"20467_2002",16
"20467_2003",12
"20467_2004",13
"20467_2005",7
"20467_2006",9
"20467_2007",2
"20467_2008",8
"20467_2009",13
"20467_2010",17
"20467_2011",19
"20467_2012",21
"20467_2013",14
"20467_2014",21
"20467_2015",21
"20468_1994",10
"20468_1995",3
"20468_1996",8
"20468_1997",2
"20468_1998",7
"20468_1999",1
"20468_2000",1
"20468_2001",NA
"20468_2002",NA
"20468_2003",NA
"20468_2004",3
"20468_2005",5
"20468_2006",1
"20468_2007",2
"20468_2008",1
"20468_2009",NA
"20468_2010",2
"20468_2011",1
"20468_2012",3
"20468_2013",1
"20468_2014",4
"20468_2015",2
"20469_1994",24
"20469_1995",22
"20469_1996",22
"20469_1997",23
"20469_1998",16
"20469_1999",6
"20469_2000",10
"20469_2001",3
"20469_2002",5
"20469_2003",4
"20469_2004",11
"20469_2005",13
"20469_2006",6
"20469_2007",10
"20469_2008",13
"20469_2009",7
"20469_2010",17
"20469_2011",14
"20469_2012",8
"20469_2013",6
"20469_2014",2
"20469_2015",7
"20470_1994",1
"20470_1995",2
"20470_1996",2
"20470_1997",4
"20470_1998",3
"20470_1999",1
"20470_2000",NA
"20470_2001",1
"20470_2002",NA
"20470_2003",NA
"20470_2004",NA
"20470_2005",1
"20470_2006",1
"20470_2007",NA
"20470_2008",NA
"20470_2009",1
"20470_2010",1
"20470_2011",NA
"20470_2012",NA
"20470_2013",2
"20470_2014",NA
"20470_2015",1
"20471_1994",NA
"20471_1995",NA
"20471_1996",NA
"20471_1997",NA
"20471_1998",NA
"20471_1999",NA
"20471_2000",NA
"20471_2001",NA
"20471_2002",NA
"20471_2003",NA
"20471_2004",NA
"20471_2005",NA
"20471_2006",NA
"20471_2007",1
"20471_2008",NA
"20471_2009",NA
"20471_2010",NA
"20471_2011",NA
"20471_2012",NA
"20471_2013",NA
"20471_2014",NA
"20471_2015",NA
"20472_1994",2
"20472_1995",NA
"20472_1996",1
"20472_1997",NA
"20472_1998",1
"20472_1999",2
"20472_2000",NA
"20472_2001",NA
"20472_2002",1
"20472_2003",NA
"20472_2004",NA
"20472_2005",NA
"20472_2006",NA
"20472_2007",NA
"20472_2008",NA
"20472_2009",NA
"20472_2010",2
"20472_2011",2
"20472_2012",2
