"CVE_MUN","IM","POB_TOT","AÑO","muniYear"
"20142",0.768,1028,1995,"20142_1995"
"20480",0.744,1028,2000,"20480_2000"
"20257",0.878,1027,1995,"20257_1995"
"20522",0.739,1027,1995,"20522_1995"
"20239",0.368,1022,1995,"20239_1995"
"20022",-0.168,1022,2005,"20022_2005"
"20514",1.698,1020,2015,"20514_2015"
"20032",0.736,1017,1995,"20032_1995"
"20121",0.617,1016,1990,"20121_1990"
"20402",0.652,1016,2000,"20402_2000"
"20440",0.355,1016,2000,"20440_2000"
"20544",0.319,1016,2015,"20544_2015"
"20268",0.403,1014,2015,"20268_2015"
"20008",0.131,1013,1990,"20008_1990"
"20239",0.279,1012,2005,"20239_2005"
"20262",-0.164,1012,2005,"20262_2005"
"20357",0.209,1012,2005,"20357_2005"
"20004",-0.073,1012,2010,"20004_2010"
"20290",0.359,1012,2010,"20290_2010"
"20149",0.694,1010,1990,"20149_1990"
"20313",0.703,1010,2000,"20313_2000"
"20239",0.304,1010,2015,"20239_2015"
"20230",0.452,1007,2010,"20230_2010"
"20018",0.451,1004,1995,"20018_1995"
"20127",1.558,1004,2015,"20127_2015"
"20331",0.336,1002,1990,"20331_1990"
"20335",1.341,1002,2010,"20335_2010"
"20299",0.306,1000,2005,"20299_2005"
"20514",1.933,997,2010,"20514_2010"
"20283",0.134,997,2015,"20283_2015"
"20032",1.103,996,2015,"20032_2015"
"20078",-0.264,993,1990,"20078_1990"
"20357",0.306,993,2000,"20357_2000"
"20262",-0.224,993,2015,"20262_2015"
"20361",0.966,992,2005,"20361_2005"
"20290",0.232,991,2000,"20290_2000"
"20335",1.287,991,2000,"20335_2000"
"20142",1.222,991,2015,"20142_2015"
"20542",0.436,990,1995,"20542_1995"
"20282",0.792,989,1995,"20282_1995"
"20303",0.161,989,2005,"20303_2005"
"20374",1.422,986,1995,"20374_1995"
"20257",0.943,986,2015,"20257_2015"
"20155",1.547,985,2015,"20155_2015"
"20402",0.296,983,2005,"20402_2005"
"20436",1.678,981,2015,"20436_2015"
"20528",1.197,980,2015,"20528_2015"
"20241",0.307,979,2005,"20241_2005"
"20361",0.703,977,2000,"20361_2000"
"20168",0.643,977,2010,"20168_2010"
"20463",0.211,976,1995,"20463_1995"
"20389",1.222,975,2005,"20389_2005"
"20290",0.235,975,2015,"20290_2015"
"20432",0.232,968,2010,"20432_2010"
"20001",1.418,967,1995,"20001_1995"
"20480",1.282,967,2010,"20480_2010"
"20458",0.114,967,2015,"20458_2015"
"20078",-0.771,964,2005,"20078_2005"
"20283",0.347,964,2005,"20283_2005"
"20512",1.339,962,2005,"20512_2005"
"20049",1.135,959,1995,"20049_1995"
"20008",-0.235,958,1995,"20008_1995"
"20432",0.306,958,2000,"20432_2000"
"20296",0.155,956,2005,"20296_2005"
"20168",0.632,955,2005,"20168_2005"
"20371",0.895,954,2010,"20371_2010"
"20547",0.081,952,2000,"20547_2000"
"20389",1.428,952,2015,"20389_2015"
"20402",1.117,951,1990,"20402_1990"
"20547",0.155,951,2010,"20547_2010"
"20514",1.639,950,2000,"20514_2000"
"20144",0.554,949,2015,"20144_2015"
"20355",1.194,948,1995,"20355_1995"
"20230",0.315,948,2005,"20230_2005"
"20299",0.54,947,1990,"20299_1990"
"20018",0.738,946,2000,"20018_2000"
"20048",1.214,946,2000,"20048_2000"
"20510",0.762,943,1990,"20510_1990"
"20335",1.13,943,2005,"20335_2005"
"20230",0.226,942,2015,"20230_2015"
"20355",1.227,941,1990,"20355_1990"
"20359",-0.1,940,2005,"20359_2005"
"20155",1.792,940,2010,"20155_2010"
"20501",0.684,940,2010,"20501_2010"
"20547",0.115,937,2005,"20547_2005"
"20290",0.366,936,2005,"20290_2005"
"20501",0.273,936,2015,"20501_2015"
"20432",0.165,933,1995,"20432_1995"
"20463",0.086,933,2000,"20463_2000"
"20209",1.138,932,2000,"20209_2000"
"20371",1.417,931,1990,"20371_1990"
"20022",-0.153,931,2000,"20022_2000"
"20547",-0.05,931,2015,"20547_2015"
"20335",0.674,930,1995,"20335_1995"
"20004",-0.165,930,2015,"20004_2015"
"20440",0.239,929,1990,"20440_1990"
"20296",0.339,929,2010,"20296_2010"
"20086",0.349,929,2015,"20086_2015"
"20522",0.592,928,2005,"20522_2005"
"20335",1.41,926,1990,"20335_1990"
"20331",0.392,926,1995,"20331_1995"
"20321",1.023,926,2000,"20321_2000"
"20049",0.514,924,1990,"20049_1990"
"20432",0.282,924,2005,"20432_2005"
"20361",0.946,922,2010,"20361_2010"
"20461",0.25,921,1995,"20461_1995"
"20389",1.257,921,2010,"20389_2010"
"20282",0.818,920,1990,"20282_1990"
"20328",1.206,919,1995,"20328_1995"
"20257",1.011,919,2005,"20257_2005"
"20371",0.54,919,2005,"20371_2005"
"20008",0.066,918,2000,"20008_2000"
"20359",0.729,918,2015,"20359_2015"
"20048",1.122,917,1995,"20048_1995"
"20101",0.662,916,2000,"20101_2000"
"20168",0.732,916,2000,"20168_2000"
"20268",0.309,916,2010,"20268_2010"
"20420",1.264,915,1995,"20420_1995"
"20512",1.119,913,2010,"20512_2010"
"20436",1.095,911,2005,"20436_2005"
"20335",0.497,910,2015,"20335_2015"
"20357",0.348,908,2010,"20357_2010"
"20209",1.112,903,2005,"20209_2005"
"20432",-0.533,901,2015,"20432_2015"
"20322",1.032,900,1990,"20322_1990"
"20209",0.8,898,1990,"20209_1990"
"20322",2.07,897,2005,"20322_2005"
"20440",0.35,896,2010,"20440_2010"
"20121",0.049,895,1995,"20121_1995"
"20331",0.864,894,2010,"20331_2010"
"20296",0.487,890,2015,"20296_2015"
"20122",-0.032,886,1990,"20122_1990"
"20432",0.583,885,1990,"20432_1990"
"20268",0.519,884,2000,"20268_2000"
"20322",1.53,884,2010,"20322_2010"
"20004",0.108,883,2000,"20004_2000"
"20186",-0.282,882,1990,"20186_1990"
"20268",0.725,882,1995,"20268_1995"
"20001",1.077,882,2015,"20001_2015"
"20144",0.449,881,2005,"20144_2005"
"20258",0.423,880,2000,"20258_2000"
"20204",0.068,878,1990,"20204_1990"
"20510",0.268,878,2000,"20510_2000"
"20440",0.501,878,2005,"20440_2005"
"20403",-0.715,877,1990,"20403_1990"
"20168",0.445,877,1995,"20168_1995"
"20322",1.611,877,2000,"20322_2000"
"20304",0.778,877,2005,"20304_2005"
"20510",1.393,877,2010,"20510_2010"
"20480",0.97,877,2015,"20480_2015"
"20086",0.194,876,2005,"20086_2005"
"20361",0.853,875,1995,"20361_1995"
"20451",2.243,875,2015,"20451_2015"
"20276",2.164,874,2000,"20276_2000"
"20542",0.613,874,2000,"20542_2000"
"20086",0.462,874,2010,"20086_2010"
"20331",0.8,873,2015,"20331_2015"
"20361",0.701,871,2015,"20361_2015"
"20512",0.893,870,2015,"20512_2015"
"20480",1.019,869,2005,"20480_2005"
"20114",0.147,868,1990,"20114_1990"
"20022",-0.02,866,2010,"20022_2010"
"20422",0.548,865,1990,"20422_1990"
"20168",0.936,864,1990,"20168_1990"
"20355",1.274,864,2000,"20355_2000"
"20514",1.944,863,2005,"20514_2005"
"20290",0.127,860,1995,"20290_1995"
"20404",0.001,859,1990,"20404_1990"
"20512",1.446,859,1990,"20512_1990"
"20371",0.927,859,1995,"20371_1995"
"20371",0.906,858,2000,"20371_2000"
"20510",0.509,857,1995,"20510_1995"
"20032",0.797,852,2005,"20032_2005"
"20328",1.232,851,1990,"20328_1990"
"20304",1.043,851,2010,"20304_2010"
"20238",0.096,851,2015,"20238_2015"
"20404",-0.031,850,1995,"20404_1995"
"20331",0.426,850,2000,"20331_2000"
"20155",1.619,849,2000,"20155_2000"
"20199",0.846,849,2000,"20199_2000"
"20004",-0.212,845,1995,"20004_1995"
"20008",0.239,842,2010,"20008_2010"
"20155",1.585,840,1995,"20155_1995"
"20321",1.29,840,2010,"20321_2010"
"20514",1.591,839,1990,"20514_1990"
"20440",0.506,839,2015,"20440_2015"
"20316",0.756,836,1990,"20316_1990"
"20321",0.811,834,2005,"20321_2005"
"20018",0.693,834,2010,"20018_2010"
"20313",1.165,834,2010,"20313_2010"
"20514",1.524,831,1995,"20514_1995"
"20238",0.825,828,1995,"20238_1995"
"20018",0.652,828,2005,"20018_2005"
"20506",0.105,827,1995,"20506_1995"
"20121",0.393,827,2000,"20121_2000"
"20140",0.021,827,2010,"20140_2010"
"20542",0.694,825,2015,"20542_2015"
"20086",0.14,824,1995,"20086_1995"
"20258",0.294,824,1995,"20258_1995"
"20282",0.448,821,2000,"20282_2000"
"20316",0.372,821,2000,"20316_2000"
"20313",0.879,821,2005,"20313_2005"
"20004",0.122,820,1990,"20004_1990"
"20506",0.642,820,1990,"20506_1990"
"20238",0.244,816,2010,"20238_2010"
"20411",-0.449,816,2010,"20411_2010"
"20322",1.073,815,1995,"20322_1995"
"20451",1.407,815,2005,"20451_2005"
"20411",-0.338,813,2015,"20411_2015"
"20359",0.45,809,2010,"20359_2010"
"20404",-0.361,808,2000,"20404_2000"
"20228",1.398,807,2015,"20228_2015"
"20373",0.865,806,1990,"20373_1990"
"20018",0.628,803,2015,"20018_2015"
"20268",0.595,801,1990,"20268_1990"
"20276",1.669,801,2010,"20276_2010"
"20422",0.235,800,1995,"20422_1995"
"20258",0.334,799,2005,"20258_2005"
"20276",1.682,795,2005,"20276_2005"
"20282",0.892,794,2010,"20282_2010"
"20140",0.511,791,2015,"20140_2015"
"20322",1.502,790,2015,"20322_2015"
"20155",1.466,789,2005,"20155_2005"
"20114",0.241,788,2000,"20114_2000"
"20215",-0.373,788,2015,"20215_2015"
"20238",0.626,784,1990,"20238_1990"
"20140",-0.109,783,2000,"20140_2000"
"20355",1.317,783,2005,"20355_2005"
"20506",0.686,782,2010,"20506_2010"
"20114",0.095,780,1995,"20114_1995"
"20313",0.913,779,2015,"20313_2015"
"20268",0.479,778,2005,"20268_2005"
"20316",0.664,776,1995,"20316_1995"
"20370",0.371,773,1995,"20370_1995"
"20122",-0.273,772,1995,"20122_1995"
"20096",-0.657,772,2010,"20096_2010"
"20228",1.32,771,2010,"20228_2010"
"20422",0.284,770,2000,"20422_2000"
"20155",1.568,769,1990,"20155_1990"
"20320",0.252,768,1995,"20320_1995"
"20404",-0.356,766,2010,"20404_2010"
"20224",-0.466,765,1990,"20224_1990"
"20215",-0.343,764,2010,"20215_2010"
"20357",-0.019,762,2015,"20357_2015"
"20238",0.229,761,2005,"20238_2005"
"20411",-0.361,759,2000,"20411_2000"
"20008",-0.201,758,2015,"20008_2015"
"20238",0.363,757,2000,"20238_2000"
"20423",0.579,756,1990,"20423_1990"
"20101",1.052,756,2005,"20101_2005"
"20506",0.567,755,2000,"20506_2000"
"20506",0.411,755,2015,"20506_2015"
"20035",-1.317,754,2000,"20035_2000"
"20004",0.189,753,2005,"20004_2005"
"20316",0.438,753,2010,"20316_2010"
"20122",-0.349,752,2000,"20122_2000"
"20199",0.322,751,1995,"20199_1995"
"20086",0.239,751,2000,"20086_2000"
"20419",-0.365,750,1990,"20419_1990"
"20404",0.381,750,2005,"20404_2005"
"20370",-0.064,748,1990,"20370_1990"
"20506",0.448,747,2005,"20506_2005"
"20542",0.589,746,2010,"20542_2010"
"20258",0.39,744,2010,"20258_2010"
"20086",0.52,743,1990,"20086_1990"
"20224",-0.302,743,1995,"20224_1995"
"20501",0.361,742,2005,"20501_2005"
"20542",0.253,739,2005,"20542_2005"
"20101",0.941,739,2015,"20101_2015"
"20228",1.949,738,2005,"20228_2005"
"20355",1.461,738,2010,"20355_2010"
"20204",0.172,737,1995,"20204_1995"
"20228",1.422,737,2000,"20228_2000"
"20320",0.43,737,2005,"20320_2005"
"20140",0.188,735,1995,"20140_1995"
"20304",1.647,735,2015,"20304_2015"
"20138",-0.303,733,1995,"20138_1995"
"20404",-0.32,733,2015,"20404_2015"
"20120",-0.373,730,1995,"20120_1995"
"20411",0.08,729,1995,"20411_1995"
"20282",0.746,729,2015,"20282_2015"
"20311",1.697,728,1990,"20311_1990"
"20355",1.318,727,2015,"20355_2015"
"20101",1.218,726,2010,"20101_2010"
"20370",0.117,725,2000,"20370_2000"
"20461",0.469,725,2000,"20461_2000"
"20320",0.299,723,2010,"20320_2010"
"20218",1.033,722,1990,"20218_1990"
"20316",0.454,722,2005,"20316_2005"
"20224",-0.392,720,2000,"20224_2000"
"20321",0.708,720,2015,"20321_2015"
"20140",-0.132,719,1990,"20140_1990"
"20416",0.44,719,1990,"20416_1990"
"20199",1.309,717,2005,"20199_2005"
"20120",-0.276,716,1990,"20120_1990"
"20022",0.141,716,2015,"20022_2015"
"20096",-0.66,716,2015,"20096_2015"
"20204",-0.043,715,2010,"20204_2010"
"20209",0.447,714,1995,"20209_1995"
"20199",1.706,713,2010,"20199_2010"
"20258",0.152,712,2015,"20258_2015"
"20209",1.201,711,2010,"20209_2010"
"20411",-0.336,710,2005,"20411_2005"
"20538",0.765,705,2005,"20538_2005"
"20538",0.7,705,2010,"20538_2010"
"20373",0.722,703,1995,"20373_1995"
"20443",-0.766,702,1990,"20443_1990"
"20276",1.326,702,2015,"20276_2015"
"20096",-0.677,700,1995,"20096_1995"
"20246",0.66,699,1990,"20246_1990"
"20008",0.618,699,2005,"20008_2005"
"20096",-0.859,694,1990,"20096_1990"
"20316",0.223,693,2015,"20316_2015"
"20114",0.231,690,2005,"20114_2005"
"20100",0.71,687,1990,"20100_1990"
"20538",0.813,687,1990,"20538_1990"
"20416",0.681,686,1995,"20416_1995"
"20282",0.37,684,2005,"20282_2005"
"20224",-0.27,684,2010,"20224_2010"
"20121",0.361,681,2005,"20121_2005"
"20422",0.399,681,2010,"20422_2010"
"20370",0.122,679,2010,"20370_2010"
"20096",-0.739,677,2000,"20096_2000"
"20311",0.657,677,2000,"20311_2000"
"20114",0.518,677,2010,"20114_2010"
"20122",-0.319,677,2010,"20122_2010"
"20204",-0.025,675,2000,"20204_2000"
"20204",-0.181,674,2005,"20204_2005"
"20140",0.029,673,2005,"20140_2005"
"20093",-0.505,670,1990,"20093_1990"
"20228",1.356,670,1990,"20228_1990"
"20538",0.517,669,2015,"20538_2015"
"20320",0.595,668,2015,"20320_2015"
"20215",-0.677,666,1990,"20215_1990"
"20186",-0.051,666,2000,"20186_2000"
"20215",-0.634,665,2000,"20215_2000"
"20138",-0.178,663,1990,"20138_1990"
"20311",1.168,663,1995,"20311_1995"
"20463",0.734,663,2010,"20463_2010"
"20370",-0.107,663,2015,"20370_2015"
"20122",-0.427,661,2005,"20122_2005"
"20215",-0.421,660,1995,"20215_1995"
"20423",0.478,660,1995,"20423_1995"
"20209",1.397,660,2015,"20209_2015"
"20419",-0.027,657,1995,"20419_1995"
"20172",-0.417,656,1990,"20172_1990"
"20411",-0.091,656,1990,"20411_1990"
"20224",-0.253,656,2005,"20224_2005"
"20035",-1.447,655,1995,"20035_1995"
"20215",-0.477,655,2005,"20215_2005"
"20121",0.359,655,2010,"20121_2010"
"20121",0.362,654,2015,"20121_2015"
"20320",0.258,653,2000,"20320_2000"
"20510",0.731,652,2015,"20510_2015"
"20464",0.298,648,1990,"20464_1990"
"20331",0.386,646,2005,"20331_2005"
"20246",0.516,642,2000,"20246_2000"
"20114",0.568,641,2015,"20114_2015"
"20120",-0.175,638,2000,"20120_2000"
"20122",-0.335,636,2015,"20122_2015"
"20538",0.87,635,2000,"20538_2000"
"20538",1.117,634,1995,"20538_1995"
"20288",0.406,632,2005,"20288_2005"
"20464",0.148,625,1995,"20464_1995"
"20320",-0.144,624,1990,"20320_1990"
"20062",-0.662,624,1995,"20062_1995"
"20246",0.215,620,1995,"20246_1995"
"20246",0.753,620,2010,"20246_2010"
"20074",0.852,618,1990,"20074_1990"
"20246",1.157,616,2015,"20246_2015"
"20461",1.346,614,2010,"20461_2010"
"20096",-0.405,613,2005,"20096_2005"
"20288",0.72,611,2010,"20288_2010"
"20093",-0.569,610,1995,"20093_1995"
"20100",0.802,609,1995,"20100_1995"
"20196",-0.545,608,1990,"20196_1990"
"20287",0.076,608,1990,"20287_1990"
"20383",0.197,608,2010,"20383_2010"
"20422",0.363,607,2005,"20422_2005"
"20463",0.194,607,2005,"20463_2005"
"20218",1.324,607,2010,"20218_2010"
"20204",0.091,607,2015,"20204_2015"
"20423",0.564,606,2000,"20423_2000"
"20186",0.445,605,2010,"20186_2010"
"20288",0.884,601,2000,"20288_2000"
"20464",0.335,601,2000,"20464_2000"
"20228",1.103,598,1995,"20228_1995"
"20419",-0.531,598,2000,"20419_2000"
"20370",-0.194,596,2005,"20370_2005"
"20416",0.679,594,2000,"20416_2000"
"20186",-0.534,593,1995,"20186_1995"
"20288",0.87,593,2015,"20288_2015"
"20536",0.176,591,1990,"20536_1990"
"20035",-1.387,590,1990,"20035_1990"
"20552",-0.244,588,1990,"20552_1990"
"20062",-0.558,586,2010,"20062_2010"
"20099",1.631,585,1990,"20099_1990"
"20422",0.319,585,2015,"20422_2015"
"20383",0.71,583,2015,"20383_2015"
"20199",1.195,580,2015,"20199_2015"
"20062",-0.673,579,2000,"20062_2000"
"20119",0.725,575,1990,"20119_1990"
"20444",1.373,575,1995,"20444_1995"
"20419",-0.516,575,2010,"20419_2010"
"20246",0.593,574,2005,"20246_2005"
"20524",-0.097,573,1995,"20524_1995"
"20373",0.499,573,2000,"20373_2000"
"20416",1.029,573,2005,"20416_2005"
"20552",0.146,572,1995,"20552_1995"
"20218",0.576,572,2000,"20218_2000"
"20354",1.997,572,2005,"20354_2005"
"20419",-0.418,569,2005,"20419_2005"
"20536",-0.28,568,1995,"20536_1995"
"20423",1.026,568,2005,"20423_2005"
"20376",-0.217,567,1990,"20376_1990"
"20383",0.665,567,2000,"20383_2000"
"20224",-0.36,567,2015,"20224_2015"
"20093",-0.358,563,2000,"20093_2000"
"20223",0.15,561,2005,"20223_2005"
"20354",1.718,559,1995,"20354_1995"
"20186",0.255,556,2005,"20186_2005"
"20493",-0.203,553,2010,"20493_2010"
"20354",1.316,551,1990,"20354_1990"
"20423",0.859,550,2010,"20423_2010"
"20099",1.397,548,2000,"20099_2000"
"20186",0.232,547,2015,"20186_2015"
"20181",0.319,546,1990,"20181_1990"
"20119",0.538,546,1995,"20119_1995"
"20062",-0.267,546,2005,"20062_2005"
"20311",1.253,545,2015,"20311_2015"
"20035",-1.339,544,2010,"20035_2010"
"20471",0.382,543,1990,"20471_1990"
"20461",0.766,543,2005,"20461_2005"
"20383",0.305,541,2005,"20383_2005"
"20100",1.182,537,2000,"20100_2000"
"20444",0.912,531,1990,"20444_1990"
"20172",-0.376,531,2000,"20172_2000"
"20035",-1.106,531,2015,"20035_2015"
"20218",0.883,531,2015,"20218_2015"
"20383",0.262,530,1990,"20383_1990"
"20463",0.63,529,2015,"20463_2015"
"20093",-0.176,528,2005,"20093_2005"
"20332",-0.228,527,1990,"20332_1990"
"20196",-0.149,524,1995,"20196_1995"
"20354",1.798,524,2000,"20354_2000"
"20119",0.376,523,2000,"20119_2000"
"20493",-0.207,523,2015,"20493_2015"
"20524",-0.018,521,1990,"20524_1990"
"20471",0.716,520,2000,"20471_2000"
"20536",0.174,519,2000,"20536_2000"
"20461",1.562,518,2015,"20461_2015"
"20416",0.993,516,2010,"20416_2010"
"20354",1.815,516,2015,"20354_2015"
"20181",-0.08,515,1995,"20181_1995"
"20288",0.714,514,1990,"20288_1990"
"20552",-0.073,514,2000,"20552_2000"
"20493",-0.543,512,1995,"20493_1995"
"20218",0.824,511,2005,"20218_2005"
"20524",-0.049,510,2000,"20524_2000"
"20354",2.263,510,2010,"20354_2010"
"20552",0.118,510,2010,"20552_2010"
"20471",0.301,507,1995,"20471_1995"
"20493",-0.457,506,2000,"20493_2000"
"20074",0.417,505,2010,"20074_2010"
"20093",-0.051,505,2010,"20093_2010"
"20223",0.291,504,1995,"20223_1995"
"20493",-0.716,499,1990,"20493_1990"
"20419",-0.365,499,2015,"20419_2015"
"20288",0.473,498,1995,"20288_1995"
"20471",-0.015,498,2015,"20471_2015"
"20100",0.739,497,2010,"20100_2010"
"20223",0.418,496,2000,"20223_2000"
"20471",0.688,496,2010,"20471_2010"
"20383",0.704,495,1995,"20383_1995"
"20430",0.627,494,1990,"20430_1990"
"20536",0.184,493,2010,"20536_2010"
"20287",0.111,490,1995,"20287_1995"
"20416",0.916,488,2015,"20416_2015"
"20223",0.563,487,1990,"20223_1990"
"20099",1.271,485,2005,"20099_2005"
"20093",-0.092,483,2015,"20093_2015"
"20074",0.321,482,2015,"20074_2015"
"20408",0.062,482,2015,"20408_2015"
"20048",1.367,481,1990,"20048_1990"
"20408",0.405,480,2010,"20408_2010"
"20464",0.561,480,2010,"20464_2010"
"20443",-0.284,479,1995,"20443_1995"
"20147",0.75,477,1990,"20147_1990"
"20035",-1.232,476,2005,"20035_2005"
"20099",1.113,475,2010,"20099_2010"
"20062",-0.614,475,2015,"20062_2015"
"20151",0.501,474,1990,"20151_1990"
"20223",-0.688,474,2015,"20223_2015"
"20138",0.085,472,2000,"20138_2000"
"20493",-0.49,472,2005,"20493_2005"
"20099",1.323,472,2015,"20099_2015"
"20443",-0.297,472,2015,"20443_2015"
"20503",0.033,471,1995,"20503_1995"
"20054",0.066,470,1990,"20054_1990"
"20054",0.069,469,1995,"20054_1995"
"20444",0.75,469,2000,"20444_2000"
"20536",0.056,469,2005,"20536_2005"
"20552",-0.127,468,2005,"20552_2005"
"20423",0.512,466,2015,"20423_2015"
"20503",-0.084,465,2000,"20503_2000"
"20444",1.501,461,2010,"20444_2010"
"20443",-0.493,460,2000,"20443_2000"
"20138",0.403,460,2010,"20138_2010"
"20311",0.773,458,2010,"20311_2010"
"20172",-0.219,455,1995,"20172_1995"
"20218",1.037,455,1995,"20218_1995"
"20332",-0.026,452,1995,"20332_1995"
"20151",0.722,452,2000,"20151_2000"
"20223",0.326,452,2010,"20223_2010"
"20373",0.871,448,2010,"20373_2010"
"20443",-0.533,448,2010,"20443_2010"
"20376",-0.304,447,1995,"20376_1995"
"20408",0.624,445,1990,"20408_1990"
"20181",0.231,442,2000,"20181_2000"
"20408",0.256,441,2005,"20408_2005"
"20524",-0.034,441,2005,"20524_2005"
"20503",0.432,440,2005,"20503_2005"
"20138",0.493,440,2015,"20138_2015"
"20181",0.533,440,2015,"20181_2015"
"20074",0.363,439,2005,"20074_2005"
"20552",0.129,438,2015,"20552_2015"
"20503",-0.042,436,1990,"20503_1990"
"20054",0.287,434,2000,"20054_2000"
"20287",-0.001,432,2000,"20287_2000"
"20476",0.234,431,1990,"20476_1990"
"20444",0.955,431,2005,"20444_2005"
"20408",0.753,430,1995,"20408_1995"
"20172",-0.181,430,2010,"20172_2010"
"20556",0.568,429,1990,"20556_1990"
"20151",0.59,427,1995,"20151_1995"
"20191",-0.451,424,1990,"20191_1990"
"20147",0.264,424,1995,"20147_1995"
"20476",-0.056,424,1995,"20476_1995"
"20074",0.671,424,2000,"20074_2000"
"20196",-0.321,422,2000,"20196_2000"
"20054",0.105,422,2005,"20054_2005"
"20100",0.926,422,2015,"20100_2015"
"20332",-0.11,420,2000,"20332_2000"
"20464",0.467,419,2005,"20464_2005"
"20181",0.333,417,2010,"20181_2010"
"20054",-0.106,415,2015,"20054_2015"
"20442",-0.269,414,1995,"20442_1995"
"20408",0.516,414,2000,"20408_2000"
"20471",0.241,414,2005,"20471_2005"
"20147",0.282,413,2000,"20147_2000"
"20196",-0.243,413,2015,"20196_2015"
"20536",0.062,413,2015,"20536_2015"
"20181",0.174,412,2005,"20181_2005"
"20196",-0.099,412,2005,"20196_2005"
"20444",0.319,411,2015,"20444_2015"
"20267",-0.859,410,1990,"20267_1990"
"20376",0.034,410,2000,"20376_2000"
"20443",-0.4,409,2005,"20443_2005"
"20054",-0.065,409,2010,"20054_2010"
"20476",0.095,409,2010,"20476_2010"
"20373",0.584,407,2005,"20373_2005"
"20332",0.058,406,2010,"20332_2010"
"20196",-0.389,404,2010,"20196_2010"
"20442",-0.145,403,1990,"20442_1990"
"20503",-0.52,402,2015,"20503_2015"
"20172",-0.162,401,2005,"20172_2005"
"20119",0.726,399,2010,"20119_2010"
"20476",0.12,397,2000,"20476_2000"
"20521",1.008,394,1990,"20521_1990"
"20151",0.847,394,2010,"20151_2010"
"20556",0.43,393,1995,"20556_1995"
"20476",-0.012,393,2015,"20476_2015"
"20151",0.4,390,2005,"20151_2005"
"20119",1.029,386,2015,"20119_2015"
"20120",0.004,381,2005,"20120_2005"
"20119",0.487,380,2005,"20119_2005"
"20376",0.121,379,2005,"20376_2005"
"20442",-0.151,378,2000,"20442_2000"
"20100",0.904,378,2005,"20100_2005"
"20147",0.012,378,2010,"20147_2010"
"20172",0.104,376,2015,"20172_2015"
"20191",-0.097,374,2000,"20191_2000"
"20503",0.289,374,2010,"20503_2010"
"20332",0.094,372,2005,"20332_2005"
"20138",-0.243,371,2005,"20138_2005"
"20524",0.269,369,2010,"20524_2010"
"20120",0.056,368,2010,"20120_2010"
"20147",0.487,367,2015,"20147_2015"
"20373",0.694,366,2015,"20373_2015"
"20191",-0.227,365,1995,"20191_1995"
"20376",0.523,364,2010,"20376_2010"
"20129",-0.314,360,2015,"20129_2015"
"20430",1.431,360,2015,"20430_2015"
"20376",0.761,356,2015,"20376_2015"
"20074",0.639,355,1995,"20074_1995"
"20442",0.39,354,2010,"20442_2010"
"20129",-0.646,353,1990,"20129_1990"
"20099",1.397,352,1995,"20099_1995"
"20464",0.712,351,2015,"20464_2015"
"20521",1.126,347,1995,"20521_1995"
"20287",0.252,346,2010,"20287_2010"
"20129",-0.662,344,2000,"20129_2000"
"20332",0.26,343,2015,"20332_2015"
"20106",0.054,342,1990,"20106_1990"
"20147",0.151,341,2005,"20147_2005"
"20106",0.172,339,2000,"20106_2000"
"20287",0.222,336,2005,"20287_2005"
"20479",0.412,335,1990,"20479_1990"
"20129",-0.537,334,2010,"20129_2010"
"20120",0.303,334,2015,"20120_2015"
"20106",0.213,331,1995,"20106_1995"
"20191",-0.128,330,2015,"20191_2015"
"20129",-0.542,328,1995,"20129_1995"
"20521",1.224,327,2000,"20521_2000"
"20151",0.409,323,2015,"20151_2015"
"20191",-0.227,320,2010,"20191_2010"
"20556",0.189,316,2000,"20556_2000"
"20524",-0.164,314,2015,"20524_2015"
"20106",0.323,311,2005,"20106_2005"
"20281",-0.229,308,2010,"20281_2010"
"20267",-0.871,307,2000,"20267_2000"
"20430",0.543,303,2005,"20430_2005"
"20267",-0.335,302,1995,"20267_1995"
"20106",0.353,297,2010,"20106_2010"
"20479",0.503,296,1995,"20479_1995"
"20287",0.309,296,2015,"20287_2015"
"20267",-0.401,294,2010,"20267_2010"
"20430",0.77,293,1995,"20430_1995"
"20442",-0.062,292,2005,"20442_2005"
"20521",1.009,291,2005,"20521_2005"
"20191",-0.251,281,2005,"20191_2005"
"20256",0.2,278,1995,"20256_1995"
"20521",1.085,276,2010,"20521_2010"
"20267",-0.608,275,2005,"20267_2005"
"20281",0.069,273,1990,"20281_1990"
"20430",0.427,272,2000,"20430_2000"
"20311",1.005,271,2005,"20311_2005"
"20281",-0.147,268,2000,"20281_2000"
"20442",-0.435,267,2015,"20442_2015"
"20479",0.071,266,2000,"20479_2000"
"20281",-0.036,266,2015,"20281_2015"
"20476",-0.061,265,2005,"20476_2005"
"20281",0.05,262,1995,"20281_1995"
"20341",-0.332,262,1995,"20341_1995"
"20256",0.307,261,1990,"20256_1990"
"20556",0.048,260,2015,"20556_2015"
"20430",0.68,253,2010,"20430_2010"
"20256",0.079,250,2000,"20256_2000"
"20556",0.109,249,2010,"20556_2010"
"20106",0.519,249,2015,"20106_2015"
"20341",-0.175,246,2000,"20341_2000"
"20129",-0.512,244,2005,"20129_2005"
"20341",0.066,244,2005,"20341_2005"
"20267",-0.264,244,2015,"20267_2015"
"20341",-0.376,236,1990,"20341_1990"
