"CVE_MUN","IM","POB_TOT","AÑO","muniYear"
"16076",-1.1,76587,2015,"16076_2015"
"16107",-0.999,75632,2015,"16107_2015"
"16066",-0.727,75264,1995,"16066_1995"
"16071",-0.57,74079,1995,"16071_1995"
"16107",-1.189,73455,2010,"16107_2010"
"16076",-1.17,72841,2010,"16076_2010"
"16071",-0.539,71770,2000,"16071_2000"
"16071",-0.56,70887,1990,"16071_1990"
"16107",-1.17,70636,2005,"16107_2005"
"16050",-0.263,70170,2005,"16050_2005"
"16082",-0.375,69955,2010,"16082_2010"
"16043",-0.934,69744,2015,"16043_2015"
"16075",-0.571,69723,2015,"16075_2015"
"16107",-1.281,69700,2000,"16107_2000"
"16050",-0.105,69382,2000,"16050_2000"
"16107",-1.232,69019,1995,"16107_1995"
"16071",-0.413,67837,2010,"16071_2010"
"16071",-0.387,67644,2015,"16071_2015"
"16066",-0.978,66736,1990,"16066_1990"
"16050",-0.179,65699,1995,"16050_1995"
"16071",-0.512,64590,2005,"16071_2005"
"16075",-0.681,64141,2010,"16075_2010"
"16043",-0.959,64011,2010,"16043_2010"
"16107",-1.435,63085,1990,"16107_1990"
"16076",-1.139,61965,2005,"16076_2005"
"16076",-1.181,60894,2000,"16076_2000"
"16076",-1.351,60034,1995,"16076_1995"
"16043",-0.971,60029,2005,"16043_2005"
"16082",-0.259,59920,2005,"16082_2005"
"16050",-0.039,59803,1990,"16050_1990"
"16082",-0.24,59192,2000,"16082_2000"
"16075",-0.788,57006,2000,"16075_2000"
"16043",-1.121,54859,1995,"16043_1995"
"16043",-1.097,54130,2000,"16043_2000"
"16075",-0.894,54039,1995,"16075_1995"
"16076",-1.436,53945,1990,"16076_1990"
"16082",-0.491,53113,1995,"16082_1995"
"16082",-0.406,52315,1990,"16082_1990"
"16075",-0.709,51788,2005,"16075_2005"
"16088",-0.635,51479,2005,"16088_2005"
"16075",-1.015,50029,1990,"16075_1990"
"16079",-0.012,49588,2015,"16079_2015"
"16110",-0.529,48951,1990,"16110_1990"
"16110",-0.461,48917,2000,"16110_2000"
"16110",-0.63,48902,1995,"16110_1995"
"16012",-0.125,47498,2015,"16012_2015"
"16110",-0.337,47327,2015,"16110_2015"
"16110",-0.351,46666,2010,"16110_2010"
"16038",-0.027,46161,1995,"16038_1995"
"16055",-0.303,45484,2015,"16055_2015"
"16038",0.12,45441,2000,"16038_2000"
"16079",-0.163,45217,2010,"16079_2010"
"16055",-0.379,44963,2010,"16055_2010"
"16110",-0.423,44122,2005,"16110_2005"
"16038",-0.052,44010,1990,"16038_1990"
"16055",-0.492,42877,2000,"16055_2000"
"16012",-0.232,42234,2010,"16012_2010"
"16038",0.413,41937,2010,"16038_2010"
"16038",0.17,41239,2005,"16038_2005"
"16055",-0.526,41149,1995,"16055_1995"
"16038",0.367,40818,2015,"16038_2015"
"16043",-1.213,40546,1990,"16043_1990"
"16055",-0.39,40232,2005,"16055_2005"
"16088",-0.493,39408,2000,"16088_2000"
"16025",0.186,39035,2015,"16025_2015"
"16012",-0.617,38625,1995,"16012_1995"
"16079",-0.043,38502,2005,"16079_2005"
"16055",-0.645,38399,1990,"16055_1990"
"16079",-0.181,38331,2000,"16079_2000"
"16079",-0.104,38236,1995,"16079_1995"
"16012",-0.286,38188,2000,"16012_2000"
"16012",-0.257,38036,2005,"16012_2005"
"16065",-0.05,37464,2015,"16065_2015"
"16045",-1.345,37122,1995,"16045_1995"
"16045",-1.301,36709,1990,"16045_1990"
"16088",-0.581,36637,1995,"16088_1995"
"16009",-0.418,36549,2015,"16009_2015"
"16045",-1.156,36389,2000,"16045_2000"
"16025",0.161,36293,2010,"16025_2010"
"16012",-0.469,36214,1990,"16012_1990"
"16097",0.411,36112,1995,"16097_1995"
"16097",1.04,36072,2000,"16097_2000"
"16035",0.352,35333,1990,"16035_1990"
"16009",-0.328,34848,2010,"16009_2010"
"16065",-0.109,34721,2010,"16065_2010"
"16035",0.19,34716,1995,"16035_1995"
"16035",0.536,34245,2000,"16035_2000"
"16035",0.259,34243,2015,"16035_2015"
"16045",-1.116,34199,2010,"16045_2010"
"16017",0.096,34193,2015,"16017_2015"
"16088",-0.328,33871,1990,"16088_1990"
"16085",-0.696,33835,1990,"16085_1990"
"16085",-0.711,33815,1995,"16085_1995"
"16085",-0.303,33621,2015,"16085_2015"
"16097",0.398,33594,1990,"16097_1990"
"16017",0.129,32954,2010,"16017_2010"
"16045",-0.914,32950,2015,"16045_2015"
"16085",-0.592,32821,2000,"16085_2000"
"16035",0.491,32757,2010,"16035_2010"
"16085",-0.444,32677,2010,"16085_2010"
"16065",-0.239,31888,2005,"16065_2005"
"16097",0.946,31877,2010,"16097_2010"
"16097",0.679,31849,2015,"16097_2015"
"16035",0.461,31774,2005,"16035_2005"
"16045",-1.162,31730,2005,"16045_2005"
"16009",-0.033,31647,2005,"16009_2005"
"16097",0.97,31494,2005,"16097_2005"
"16106",-0.8,31404,2015,"16106_2015"
"16009",-0.184,31254,1995,"16009_1995"
"16079",-0.422,31207,1990,"16079_1990"
"16083",-0.317,31100,2015,"16083_2015"
"16065",-0.34,31096,2000,"16065_2000"
"16065",-0.283,30747,1995,"16065_1995"
"16025",0.014,30711,2000,"16025_2000"
"16017",0.175,30696,2005,"16017_2005"
"16009",-0.196,30584,2000,"16009_2000"
"16025",-0.036,30299,2005,"16025_2005"
"16017",0.271,30107,2000,"16017_2000"
"16085",-0.508,30052,2005,"16085_2005"
"16106",-0.859,29995,2010,"16106_2010"
"16009",-0.352,29900,1990,"16009_1990"
"16020",-0.288,29681,2015,"16020_2015"
"16083",-0.177,29414,2010,"16083_2010"
"16084",0.172,29268,2015,"16084_2015"
"16025",-0.037,29233,1995,"16025_1995"
"16113",-0.523,29093,1990,"16113_1990"
"16113",-0.664,28903,1995,"16113_1995"
"16065",-0.639,28632,1990,"16065_1990"
"16017",-0.095,28257,1995,"16017_1995"
"16020",-0.392,28227,2010,"16020_2010"
"16056",0.784,28074,2015,"16056_2015"
"16073",-0.266,27862,2015,"16073_2015"
"16068",-0.868,27832,2015,"16068_2015"
"16084",0.01,27822,2010,"16084_2010"
"16093",0.278,27788,2015,"16093_2015"
"16016",-0.342,27688,1990,"16016_1990"
"16093",0.16,27587,2010,"16093_2010"
"16098",-0.241,27371,2015,"16098_2015"
"16056",0.484,27174,2010,"16056_2010"
"16064",0.276,26789,2015,"16064_2015"
"16106",-0.981,26691,2000,"16106_2000"
"16113",-0.593,26500,2000,"16113_2000"
"16106",-1.09,26487,1995,"16106_1995"
"16025",-0.329,26349,1990,"16025_1990"
"16020",-0.577,26269,2000,"16020_2000"
"16084",-0.165,26245,2000,"16084_2000"
"16113",-0.407,26214,2015,"16113_2015"
"16020",-0.508,26213,2005,"16020_2005"
"16106",-0.829,26152,2005,"16106_2005"
"16083",0.104,26089,2005,"16083_2005"
"16098",-0.093,26026,2010,"16098_2010"
"16083",0.126,25670,2000,"16083_2000"
"16020",-0.789,25609,1995,"16020_1995"
"16073",-0.212,25592,2010,"16073_2010"
"16113",-0.439,25576,2010,"16113_2010"
"16093",0.191,25392,2000,"16093_2000"
"16093",0.204,25373,2005,"16093_2005"
"16064",0.171,25343,2010,"16064_2010"
"16068",-0.952,25296,2010,"16068_2010"
"16089",-0.851,25105,1990,"16089_1990"
"16056",0.384,25055,2005,"16056_2005"
"16020",-0.582,25042,1990,"16020_1990"
"16017",0.217,24915,1990,"16017_1990"
"16008",1.551,24864,2015,"16008_2015"
"16016",-0.298,24810,1995,"16016_1995"
"16103",-0.582,24708,2015,"16103_2015"
"16089",-0.998,24678,1995,"16089_1995"
"16098",-0.243,24509,2005,"16098_2005"
"16061",0.211,24424,2015,"16061_2015"
"16106",-1.002,24313,1990,"16106_1990"
"16084",-0.168,24267,2005,"16084_2005"
"16089",-0.535,24135,2000,"16089_2000"
"16067",-0.289,23965,1990,"16067_1990"
"16098",-0.301,23959,2000,"16098_2000"
"16010",0.09,23921,1995,"16010_1995"
"16073",-0.398,23893,2000,"16073_2000"
"16064",0.022,23868,2000,"16064_2000"
"16073",-0.518,23846,1995,"16073_1995"
"16089",-0.439,23842,2015,"16089_2015"
"16113",-0.471,23787,2005,"16113_2005"
"16008",1.973,23536,2010,"16008_2010"
"16098",-0.404,23511,1995,"16098_1995"
"16103",-0.692,23457,2010,"16103_2010"
"16083",0.03,23412,1995,"16083_1995"
"16073",-0.38,23391,2005,"16073_2005"
"16010",0.378,23386,2000,"16010_2000"
"16064",0.204,23237,1995,"16064_1995"
"16016",-0.294,23221,2000,"16016_2000"
"16056",0.341,23221,2000,"16056_2000"
"16103",-1.079,23077,1990,"16103_1990"
"16089",-0.499,22987,2010,"16089_2010"
"16103",-1.186,22945,1995,"16103_1995"
"16010",-0.105,22917,1990,"16010_1990"
"16064",0.047,22802,2005,"16064_2005"
"16033",-0.229,22707,2015,"16033_2015"
"16061",0.197,22628,2010,"16061_2010"
"16103",-0.811,22512,2000,"16103_2000"
"16019",-0.957,22171,1995,"16019_1995"
"16008",1.436,22152,2000,"16008_2000"
"16089",-0.467,22152,2005,"16089_2005"
"16084",-0.26,22151,1995,"16084_1995"
"16010",-0.049,22138,2015,"16010_2015"
"16104",-0.622,22066,1995,"16104_1995"
"16056",0.444,22032,1995,"16056_1995"
"16073",-0.532,21917,1990,"16073_1990"
"16010",0.279,21790,2010,"16010_2010"
"16022",-0.553,21784,2015,"16022_2015"
"16104",-0.335,21738,1990,"16104_1990"
"16022",-0.471,21723,2010,"16022_2010"
"16064",0.024,21708,1990,"16064_1990"
"16015",0.059,21706,2000,"16015_2000"
"16003",-0.486,21651,2015,"16003_2015"
"16047",-0.076,21548,2015,"16047_2015"
"16063",-0.205,21342,1990,"16063_1990"
"16033",-0.275,21294,2010,"16033_2010"
"16093",0.003,21292,1990,"16093_1990"
"16084",-0.223,21261,1990,"16084_1990"
"16103",-0.692,21226,2005,"16103_2005"
"16010",0.293,21173,2005,"16010_2005"
"16019",-0.681,21169,2000,"16019_2000"
"16067",-0.527,21034,1995,"16067_1995"
"16083",0.111,21029,1990,"16083_1990"
"16068",-0.819,20965,2005,"16068_2005"
"16003",-0.501,20913,2010,"16003_2010"
"16008",1.637,20898,2005,"16008_2005"
"16015",-0.315,20786,1995,"16015_1995"
"16016",0.047,20749,2015,"16016_2015"
"16056",-0.152,20725,1990,"16056_1990"
"16061",0.396,20689,2005,"16061_2005"
"16002",-0.559,20640,1995,"16002_1995"
"16105",-0.724,20624,2015,"16105_2015"
"16104",-0.294,20579,2000,"16104_2000"
"16016",-0.061,20492,2010,"16016_2010"
"16062",-0.779,20390,1995,"16062_1995"
"16008",1.107,20275,1990,"16008_1990"
"16068",-0.876,20256,2000,"16068_2000"
"16067",-0.259,20097,2000,"16067_2000"
"16033",-0.341,20015,2000,"16033_2000"
"16047",-0.017,19986,2010,"16047_2010"
"16033",-0.253,19876,2005,"16033_2005"
"16003",-0.494,19858,1990,"16003_1990"
"16019",-0.919,19773,1990,"16019_1990"
"16062",-0.539,19688,2000,"16062_2000"
"16062",-0.596,19678,1990,"16062_1990"
"16002",0.069,19645,2000,"16002_2000"
"16019",-0.557,19644,2010,"16019_2010"
"16003",-0.683,19633,1995,"16003_1995"
"16058",-0.835,19595,2015,"16058_2015"
"16077",0.295,19506,2000,"16077_2000"
"16003",-0.546,19502,2000,"16003_2000"
"16016",-0.108,19478,2005,"16016_2005"
"16062",-0.381,19450,2010,"16062_2010"
"16062",-0.292,19440,2015,"16062_2015"
"16022",-0.175,19417,2005,"16022_2005"
"16008",1.091,19411,1995,"16008_1995"
"16022",-0.262,19169,2000,"16022_2000"
"16080",-0.028,19146,2015,"16080_2015"
"16024",0.134,19081,2015,"16024_2015"
"16033",-0.319,19074,1995,"16033_1995"
"16019",-0.665,19018,2015,"16019_2015"
"16105",-0.855,18995,2010,"16105_2010"
"16077",0.257,18978,1990,"16077_1990"
"16068",-1.079,18955,1995,"16068_1995"
"16033",-0.507,18931,1990,"16033_1990"
"16058",-0.846,18834,2010,"16058_2010"
"16098",-0.302,18806,1990,"16098_1990"
"16061",0.211,18804,2000,"16061_2000"
"16003",-0.497,18696,2005,"16003_2005"
"16015",-0.225,18689,1990,"16015_1990"
"16105",-1.221,18651,1995,"16105_1995"
"16047",-0.058,18586,2000,"16047_2000"
"16047",0.122,18571,2005,"16047_2005"
"16063",-0.402,18538,1995,"16063_1995"
"16063",-0.256,18504,2000,"16063_2000"
"16077",0.68,18461,2010,"16077_2010"
"16015",-0.063,18444,2015,"16015_2015"
"16080",0.027,18427,2010,"16080_2010"
"16062",-0.382,18413,2005,"16062_2005"
"16093",-0.076,18411,1995,"16093_1995"
"16077",0.106,18408,1995,"16077_1995"
"16105",-0.99,18209,1990,"16105_1990"
"16019",-0.563,18207,2005,"16019_2005"
"16015",0.172,18156,2005,"16015_2005"
"16024",-0.178,18141,2010,"16024_2010"
"16099",0.948,18103,2000,"16099_2000"
"16049",0.724,18030,2015,"16049_2015"
"16022",-0.313,17908,1995,"16022_1995"
"16077",0.614,17845,2015,"16077_2015"
"16105",-0.872,17687,2000,"16105_2000"
"16099",0.616,17628,1995,"16099_1995"
"16015",0.031,17615,2010,"16015_2010"
"16044",-0.714,17474,1990,"16044_1990"
"16049",0.773,17427,2010,"16049_2010"
"16002",-0.49,17424,1990,"16002_1990"
"16105",-0.757,17412,2005,"16105_2005"
"16111",-0.108,17394,2015,"16111_2015"
"16047",-0.188,17344,1995,"16047_1995"
"16080",0.241,17181,2000,"16080_2000"
"16104",-0.173,17166,2015,"16104_2015"
"16061",-0.163,17161,1995,"16061_1995"
"16067",-0.126,17159,2010,"16067_2010"
"16104",-0.367,16991,2010,"16104_2010"
"16040",-0.167,16990,2015,"16040_2015"
"16077",0.301,16953,2005,"16077_2005"
"16067",-0.083,16920,2015,"16067_2015"
"16080",0.277,16702,1995,"16080_1995"
"16092",1.13,16656,2000,"16092_2000"
"16031",0.092,16622,2015,"16031_2015"
"16049",0.669,16620,2000,"16049_2000"
"16030",-0.925,16582,1995,"16030_1995"
"16099",0.688,16576,1990,"16099_1990"
"16049",0.647,16523,1995,"16049_1995"
"16067",-0.182,16523,2005,"16067_2005"
"16040",-0.405,16520,1995,"16040_1995"
"16040",-0.188,16427,2010,"16040_2010"
"16092",0.985,16355,1995,"16092_1995"
"16040",-0.329,16341,2000,"16040_2000"
"16099",1.085,16305,2010,"16099_2010"
"16024",0.117,16259,1995,"16024_1995"
"16024",-0.272,16243,2000,"16024_2000"
"16031",0.234,16218,2010,"16031_2010"
"16002",0.117,16214,2010,"16002_2010"
"16022",-0.053,16213,1990,"16022_1990"
"16004",-0.528,16164,1990,"16004_1990"
"16002",0.084,16159,2005,"16002_2005"
"16063",-0.025,16064,2010,"16063_2010"
"16004",-0.747,16062,1995,"16004_1995"
"16058",-0.718,16028,2005,"16058_2005"
"16068",-1.031,16005,1990,"16068_1990"
"16092",0.959,15969,1990,"16092_1990"
"16080",0.116,15950,2005,"16080_2005"
"16030",-0.585,15945,1990,"16030_1990"
"16031",0.45,15923,2000,"16031_2000"
"16031",0.332,15828,2005,"16031_2005"
"16063",-0.212,15781,2005,"16063_2005"
"16049",0.728,15769,2005,"16049_2005"
"16024",-0.266,15734,2005,"16024_2005"
"16063",-0.192,15705,2015,"16063_2015"
"16070",-1.252,15666,2000,"16070_2000"
"16104",-0.246,15512,2005,"16104_2005"
"16042",-0.614,15510,1990,"16042_1990"
"16029",1.094,15455,2015,"16029_2015"
"16070",-1.4,15453,1995,"16070_1995"
"16080",0.454,15446,1990,"16080_1990"
"16031",0.638,15419,1990,"16031_1990"
"16031",0.389,15400,1995,"16031_1995"
"16099",0.689,15383,2015,"16099_2015"
"16086",-0.724,15352,2015,"16086_2015"
"16049",0.619,15339,1990,"16049_1990"
"16044",-0.713,15331,1995,"16044_1995"
"16070",-1.165,15306,2010,"16070_2010"
"16099",0.989,15302,2005,"16099_2005"
"16032",-0.049,15291,2015,"16032_2015"
"16070",-1.097,15289,2005,"16070_2005"
"16058",-0.733,15280,2000,"16058_2000"
"16070",-1.005,15255,2015,"16070_2015"
"16002",0.036,15241,2015,"16002_2015"
"16111",-0.3,15222,2010,"16111_2010"
"16041",0.09,15215,2015,"16041_2015"
"16004",-0.313,15193,2015,"16004_2015"
"16086",-0.72,15176,2010,"16086_2010"
"16040",-0.267,15134,2005,"16040_2005"
"16078",-0.505,15110,1990,"16078_1990"
"16004",-0.304,15108,2000,"16004_2000"
"16090",-0.341,15010,2015,"16090_2015"
"16029",0.514,15006,1995,"16029_1995"
"16042",-0.885,14959,1995,"16042_1995"
"16030",-0.613,14915,2000,"16030_2000"
"16024",-0.681,14870,1990,"16024_1990"
"16029",1.182,14866,2000,"16029_2000"
"16087",-0.632,14819,2015,"16087_2015"
"16029",0.69,14789,1990,"16029_1990"
"16041",-0.068,14766,2010,"16041_2010"
"16040",-0.312,14750,1990,"16040_1990"
"16004",-0.286,14684,2010,"16004_2010"
"16070",-1.464,14674,1990,"16070_1990"
"16058",-0.663,14653,1995,"16058_1995"
"16086",-0.69,14579,2005,"16086_2005"
"16032",-0.017,14555,2010,"16032_2010"
"16091",-0.606,14532,2015,"16091_2015"
"16086",-0.964,14514,1995,"16086_1995"
"16100",-0.115,14432,2015,"16100_2015"
"16044",-0.511,14430,2000,"16044_2000"
"16086",-0.843,14413,2000,"16086_2000"
"16042",-0.45,14393,2000,"16042_2000"
"16014",-0.466,14392,2015,"16014_2015"
"16047",-0.03,14391,1990,"16047_1990"
"16046",-0.101,14387,2015,"16046_2015"
"16029",1.081,14366,2010,"16029_2010"
"16092",1.392,14274,2010,"16092_2010"
"16072",-0.646,14248,1995,"16072_1995"
"16014",-0.595,14136,2010,"16014_2010"
"16014",-0.451,13974,2000,"16014_2000"
"16078",-0.507,13952,2000,"16078_2000"
"16090",-0.469,13950,2010,"16090_2010"
"16086",-0.765,13868,1990,"16086_1990"
"16072",-0.469,13836,2015,"16072_2015"
"16029",1.135,13801,2005,"16029_2005"
"16111",-0.109,13792,2005,"16111_2005"
"16051",-1.191,13750,2015,"16051_2015"
"16078",-0.682,13745,1995,"16078_1995"
"16092",1.237,13731,2015,"16092_2015"
"16092",0.998,13665,2005,"16092_2005"
"16046",0.052,13604,2010,"16046_2010"
"16042",-0.293,13584,2010,"16042_2010"
"16087",-0.783,13558,2010,"16087_2010"
"16100",0.044,13556,2010,"16100_2010"
"16072",-0.425,13550,2010,"16072_2010"
"16091",-0.692,13511,2010,"16091_2010"
"16072",-0.601,13438,2000,"16072_2000"
"16014",-0.697,13378,1990,"16014_1990"
"16014",-0.989,13369,1995,"16014_1995"
"16032",-0.384,13357,1995,"16032_1995"
"16087",-0.584,13287,2000,"16087_2000"
"16044",-0.354,13275,2010,"16044_2010"
"16058",-0.82,13265,1990,"16058_1990"
"16041",-0.047,13260,2000,"16041_2000"
"16036",-0.975,13189,1990,"16036_1990"
"16032",-0.158,13161,2000,"16032_2000"
"16032",-0.121,13060,2005,"16032_2005"
"16051",-1.22,13031,2010,"16051_2010"
"16111",-0.166,12879,2000,"16111_2000"
"16030",-0.304,12855,2010,"16030_2010"
"16091",-0.688,12833,2000,"16091_2000"
"16037",-0.255,12821,1990,"16037_1990"
"16044",-0.4,12815,2005,"16044_2005"
"16042",-0.312,12794,2005,"16042_2005"
"16030",-0.358,12788,2015,"16030_2015"
"16087",-0.641,12777,1995,"16087_1995"
"16072",-0.694,12742,1990,"16072_1990"
"16042",-0.102,12720,2015,"16042_2015"
"16090",-0.382,12630,2005,"16090_2005"
"16078",-0.447,12618,2010,"16078_2010"
"16087",-0.644,12606,1990,"16087_1990"
"16041",-0.357,12591,1995,"16041_1995"
"16091",-0.788,12561,1990,"16091_1990"
"16072",-0.505,12474,2005,"16072_2005"
"16023",-0.978,12472,1990,"16023_1990"
"16078",-0.359,12466,2015,"16078_2015"
"16061",-0.229,12436,1990,"16061_1990"
"16044",-0.219,12426,2015,"16044_2015"
"16030",-0.475,12420,2005,"16030_2005"
"16100",-0.114,12414,2000,"16100_2000"
"16091",-0.575,12414,2005,"16091_2005"
"16100",-0.324,12408,1995,"16100_1995"
"16054",-0.193,12388,1990,"16054_1990"
"16021",0.844,12373,2015,"16021_2015"
"16091",-0.81,12355,1995,"16091_1995"
"16004",-0.272,12333,2005,"16004_2005"
"16087",-0.585,12294,2005,"16087_2005"
"16100",-0.088,12259,2005,"16100_2005"
"16095",-1.184,12237,1995,"16095_1995"
"16094",-0.772,12173,1990,"16094_1990"
"16021",0.719,12163,2010,"16021_2010"
"16036",-0.971,12022,1995,"16036_1995"
"16046",-0.052,12016,2005,"16046_2005"
"16021",0.338,12003,1995,"16021_1995"
"16095",-0.814,11994,2015,"16095_2015"
"16054",-0.124,11990,1995,"16054_1995"
"16032",-0.42,11930,1990,"16032_1990"
"16078",-0.405,11925,2005,"16078_2005"
"16051",-1.536,11899,1995,"16051_1995"
"16095",-1.091,11862,1990,"16095_1990"
"16036",-0.754,11808,2000,"16036_2000"
"16090",-0.382,11742,2000,"16090_2000"
"16036",-0.467,11723,2015,"16036_2015"
"16046",-0.122,11648,2000,"16046_2000"
"16014",-0.437,11632,2005,"16014_2005"
"16036",-0.71,11592,2010,"16036_2010"
"16095",-0.76,11504,2010,"16095_2010"
"16101",0.931,11498,1995,"16101_1995"
"16111",-0.128,11479,1995,"16111_1995"
"16100",-0.171,11439,1990,"16100_1990"
"16001",-0.219,11425,2015,"16001_2015"
"16041",-0.117,11416,2005,"16041_2005"
"16011",-0.589,11328,2015,"16011_2015"
"16095",-0.879,11315,2000,"16095_2000"
"16051",-1.327,11235,2000,"16051_2000"
"16101",1.498,11124,2000,"16101_2000"
"16005",-0.209,11120,2015,"16005_2015"
"16023",-1.038,11103,1995,"16023_1995"
"16090",-0.403,11079,1995,"16090_1995"
"16036",-0.632,11053,2005,"16036_2005"
"16051",-1.26,11012,2005,"16051_2005"
"16001",-0.213,10987,2010,"16001_2010"
"16023",-0.81,10968,2000,"16023_2000"
"16054",-0.154,10914,2000,"16054_2000"
"16021",0.546,10898,2000,"16021_2000"
"16037",-0.226,10872,1995,"16037_1995"
"16021",0.573,10867,2005,"16021_2005"
"16111",-0.208,10844,1990,"16111_1990"
"16005",0.119,10768,2010,"16005_2010"
"16046",-0.284,10682,1995,"16046_1995"
"16011",-0.565,10653,2010,"16011_2010"
"16021",0.034,10617,1990,"16021_1990"
"16101",0.787,10579,1990,"16101_1990"
"16074",-0.949,10480,1995,"16074_1995"
"16013",1.115,10459,1995,"16013_1995"
"16074",-0.45,10450,2015,"16074_2015"
"16051",-1.371,10412,1990,"16051_1990"
"16074",-0.787,10412,1990,"16074_1990"
"16013",1.016,10351,2000,"16013_2000"
"16005",-0.301,10287,2000,"16005_2000"
"16023",-0.495,10258,2015,"16023_2015"
"16028",-0.781,10256,1990,"16028_1990"
"16060",-0.934,10239,1995,"16060_1995"
"16041",-0.177,10219,1990,"16041_1990"
"16037",-0.169,10153,2000,"16037_2000"
"16096",1.096,10153,2000,"16096_2000"
"16060",-0.691,10128,1990,"16060_1990"
"16096",0.396,10128,1995,"16096_1995"
"16001",-0.147,10109,1995,"16001_1995"
"16001",-0.062,10052,2005,"16001_2005"
"16005",-0.107,9990,2005,"16005_2005"
"16074",-0.512,9980,2010,"16074_2010"
"16023",-0.518,9975,2010,"16023_2010"
"16005",-0.337,9942,1990,"16005_1990"
"16001",-0.229,9933,2000,"16001_2000"
"16074",-0.58,9905,2000,"16074_2000"
"16046",-0.124,9860,1990,"16046_1990"
"16011",-0.989,9831,1995,"16011_1995"
"16095",-0.653,9820,2005,"16095_2005"
"16060",-0.474,9794,2015,"16060_2015"
"16090",-0.627,9748,1990,"16090_1990"
"16005",-0.735,9705,1995,"16005_1995"
"16060",-0.537,9703,2000,"16060_2000"
"16013",0.937,9680,1990,"16013_1990"
"16018",-0.438,9677,1995,"16018_1995"
"16011",-0.666,9641,2000,"16011_2000"
"16023",-0.645,9616,2005,"16023_2005"
"16060",-0.561,9599,2010,"16060_2010"
"16011",-0.546,9560,2005,"16011_2005"
"16013",0.658,9485,2015,"16013_2015"
"16011",-0.919,9478,1990,"16011_1990"
"16074",-0.449,9451,2005,"16074_2005"
"16101",1.587,9394,2005,"16101_2005"
"16060",-0.383,9388,2005,"16060_2005"
"16013",0.874,9337,2005,"16013_2005"
"16094",-0.975,9294,1995,"16094_1995"
"16001",-0.128,9254,1990,"16001_1990"
"16013",0.922,9212,2010,"16013_2010"
"16101",1.593,9166,2010,"16101_2010"
"16018",-0.062,9151,2000,"16018_2000"
"16018",-0.368,9151,2015,"16018_2015"
"16018",-0.107,9132,1990,"16018_1990"
"16081",1.17,9085,2000,"16081_2000"
"16101",1.338,8966,2015,"16101_2015"
"16096",0.419,8965,1990,"16096_1990"
"16018",-0.25,8952,2010,"16018_2010"
"16039",-0.404,8838,2015,"16039_2015"
"16094",-0.396,8830,2000,"16094_2000"
"16059",0.358,8821,2000,"16059_2000"
"16059",0.304,8816,1990,"16059_1990"
"16081",0.975,8804,2015,"16081_2015"
