"muniYear","POB_TOT"
"20532_1997",4018
"20497_1997",3197
"20269_1997",3923
"20087_1997",3097
"20095_1997",3194
"20213_1997",3694
"20330_1997",3813
"20449_1997",3818
"20492_1997",4024
"20029_1997",3499
"20291_1997",3944
"20305_1997",3772
"20534_1997",3811
"20046_1997",3738
"20424_1997",4113
"20345_1997",3858
"20339_1997",3467
"20084_1997",3051
"20007_1997",3848
"20133_1997",3429
"20020_1997",3100
"20387_1997",3621
"20200_1997",3545
"20174_1997",2657
"20453_1997",2594
"20063_1997",3118
"20393_1997",3289
"20145_1997",1683
"20170_1997",3298
"20352_1997",1966
"20235_1997",3709
"20254_1997",3582
"20244_1997",3043
"20050_1997",3180
"20360_1997",3473
"20077_1997",2508
"20055_1997",3328
"20347_1997",2959
"20285_1997",2959
"20410_1997",3510
"20164_1997",3334
"20530_1997",2928
"20378_1997",3295
"20249_1997",2926
"20511_1997",3254
"20076_1997",3420
"20176_1997",3327
"20286_1997",3410
"20161_1997",2658
"20495_1997",3278
"20435_1997",2568
"20013_1997",3021
"20217_1997",3409
"20273_1997",3171
"20263_1997",2979
"20156_1997",3215
"20485_1997",3375
"20507_1997",3286
"20474_1997",3385
"20284_1997",3301
"20567_1997",3112
"20137_1997",3124
"20396_1997",3204
"20457_1997",3035
"20535_1997",3068
"20019_1997",3257
"20203_1997",2915
"20391_1997",2559
"20342_1997",1567
"20472_1997",2845
"20112_1997",2924
"20412_1997",2883
"20088_1997",3199
"20566_1997",2876
"20271_1997",2139
"20197_1997",2852
"20454_1997",2583
"20211_1997",3055
"20308_1997",2471
"20231_1997",2785
"20395_1997",2465
"20490_1997",2570
"20333_1997",2879
"20481_1997",2935
"20358_1997",2220
"20220_1997",3016
"20555_1997",2825
"20123_1997",2904
"20351_1997",2787
"20113_1997",2744
"20519_1997",2740
"20403_1997",1592
"20219_1997",2893
"20379_1997",2583
"20212_1997",2264
"20279_1997",2653
"20336_1997",2562
"20478_1997",2585
"20189_1997",2088
"20280_1997",2680
"20340_1997",2330
"20027_1997",2531
"20527_1997",2404
"20075_1997",2618
"20381_1997",2573
"20561_1997",2101
"20146_1997",1779
"20394_1997",2630
"20060_1997",2597
"20455_1997",2305
"20180_1997",2500
"20118_1997",2611
"20226_1997",2549
"20061_1997",2244
"20344_1997",2364
"20260_1997",2524
"20033_1997",1860
"20363_1997",2426
"20069_1997",1856
"20531_1997",1988
"20003_1997",2605
"20433_1997",1873
"20214_1997",2414
"20117_1997",2367
"20240_1997",2420
"20104_1997",1891
"20193_1997",2193
"20206_1997",2536
"20264_1997",2230
"20187_1997",2292
"20388_1997",2210
"20297_1997",2344
"20486_1997",2242
"20259_1997",2181
"20081_1997",2380
"20154_1997",1963
"20158_1997",2204
"20496_1997",1863
"20237_1997",2255
"20182_1997",2206
"20038_1997",2224
"20080_1997",1848
"20372_1997",1838
"20448_1997",1422
"20356_1997",2144
"20425_1997",2006
"20569_1997",2019
"20349_1997",2146
"20533_1997",1653
"20065_1997",1950
"20323_1997",1796
"20094_1997",2127
"20233_1997",2028
"20089_1997",2148
"20353_1997",1699
"20152_1997",1829
"20139_1997",1946
"20380_1997",1751
"20252_1997",1668
"20405_1997",1802
"20167_1997",1553
"20499_1997",1727
"20255_1997",1898
"20160_1997",1899
"20343_1997",2031
"20487_1997",1691
"20148_1997",1923
"20097_1997",1790
"20458_1997",1666
"20201_1997",1733
"20362_1997",1647
"20315_1997",1927
"20162_1997",1506
"20369_1997",1778
"20368_1997",1598
"20428_1997",1502
"20270_1997",1684
"20431_1997",1865
"20429_1997",1714
"20541_1997",1835
"20173_1997",1635
"20420_1997",974
"20243_1997",1699
"20563_1997",1638
"20195_1997",1650
"20175_1997",1717
"20523_1997",1604
"20163_1997",1604
"20504_1997",1716
"20438_1997",1512
"20346_1997",1602
"20236_1997",1738
"20544_1997",1736
"20548_1997",1616
"20149_1997",1233
"20477_1997",1702
"20400_1997",1529
"20558_1997",1580
"20301_1997",1608
"20365_1997",1552
"20314_1997",1573
"20456_1997",1301
"20222_1997",1536
"20473_1997",1484
"20445_1997",1310
"20142_1997",1156
"20245_1997",1387
"20317_1997",1548
"20034_1997",1345
"20451_1997",1338
"20092_1997",1434
"20110_1997",1280
"20465_1997",1221
"20528_1997",1541
"20510_1997",865
"20568_1997",1556
"20562_1997",1388
"20179_1997",1359
"20247_1997",1383
"20374_1997",1089
"20001_1997",1165
"20230_1997",1130
"20508_1997",1458
"20165_1997",1281
"20183_1997",1423
"20194_1997",1306
"20192_1997",1317
"20296_1997",1211
"20128_1997",1259
"20221_1997",1415
"20529_1997",1388
"20056_1997",1358
"20329_1997",1384
"20292_1997",1318
"20501_1997",1254
"20144_1997",1227
"20319_1997",1234
"20274_1997",1289
"20048_1997",928
"20062_1997",606
"20241_1997",1252
"20109_1997",1285
"20357_1997",1077
"20289_1997",1200
"20382_1997",1262
"20389_1997",1268
"20216_1997",1138
"20032_1997",1064
"20011_1997",1306
"20564_1997",1291
"20303_1997",1265
"20547_1997",1069
"20127_1997",1132
"20304_1997",1066
"20132_1997",1098
"20262_1997",1180
"20480_1997",1034
"20361_1997",914
"20359_1997",1154
"20053_1997",1180
"20239_1997",1044
"20522_1997",1033
"20328_1997",970
"20436_1997",1154
"20257_1997",1064
"20258_1997",846
"20250_1997",1116
"20251_1997",1148
"20276_1997",1036
"20313_1997",1076
"20461_1997",837
"20049_1997",986
"20283_1997",1071
"20512_1997",1118
"20402_1997",1079
"20022_1997",1009
"20321_1997",988
"20440_1997",1073
"20299_1997",1078
"20199_1997",789
"20078_1997",1053
"20290_1997",910
"20101_1997",995
"20463_1997",959
"20542_1997",942
"20168_1997",892
"20018_1997",980
"20371_1997",859
"20514_1997",877
"20121_1997",867
"20268_1997",883
"20008_1997",942
"20004_1997",860
"20331_1997",895
"20335_1997",954
"20282_1997",918
"20155_1997",844
"20432_1997",943
"20355_1997",913
"20209_1997",794
"20086_1997",794
"20322_1997",839
"20122_1997",764
"20186_1997",621
"20204_1997",712
"20114_1997",783
"20422_1997",788
"20404_1997",833
"20238_1997",799
"20316_1997",794
"20506_1997",797
"20140_1997",754
"20411_1997",741
"20228_1997",650
"20373_1997",648
"20215_1997",662
"20370_1997",753
"20096_1997",691
"20320_1997",720
"20224_1997",734
"20423_1997",638
"20035_1997",693
"20419_1997",633
"20138_1997",615
"20120_1997",692
"20311_1997",669
"20218_1997",499
"20416_1997",648
"20538_1997",634
"20443_1997",471
"20246_1997",629
"20100_1997",579
"20093_1997",591
"20172_1997",484
"20464_1997",615
"20288_1997",537
"20074_1997",381
"20196_1997",481
"20287_1997",466
"20383_1997",523
"20536_1997",548
"20552_1997",548
"20099_1997",420
"20119_1997",537
"20444_1997",530
"20524_1997",547
"20354_1997",545
"20376_1997",432
"20223_1997",501
"20493_1997",510
"20181_1997",484
"20471_1997",512
"20332_1997",439
"20430_1997",284
"20408_1997",424
"20147_1997",420
"20151_1997",437
"20503_1997",469
"20054_1997",455
"20476_1997",413
"20556_1997",360
"20191_1997",369
"20442_1997",399
"20267_1997",304
"20521_1997",339
"20129_1997",334
"20106_1997",334
"20479_1997",284
"20281_1997",264
"20256_1997",266
"20341_1997",255
"20518_1997",161
"20047_1997",116
"20488_1997",135
"21114_1997",1270867
"21156_1997",204049
"21132_1997",115381
"21119_1997",49706
"21019_1997",114310
"21140_1997",93660
"21015_1997",58360
"21041_1997",42256
"21071_1997",78411
"21174_1997",75044
"21208_1997",65466
"21197_1997",66904
"21164_1997",58988
"21085_1997",67968
"21154_1997",55241
"21074_1997",48697
"21010_1997",44657
"21001_1997",48125
"21053_1997",47408
"21004_1997",38127
"21207_1997",46990
"21186_1997",45853
"21177_1997",38783
"21115_1997",36067
"21043_1997",41849
"21045_1997",37729
"21110_1997",33211
"21034_1997",26111
"21180_1997",30435
"21199_1997",28777
"21051_1997",36156
"21003_1997",32963
"21054_1997",19528
"21094_1997",24881
"21143_1997",21691
"21104_1997",17769
"21142_1997",23313
"21194_1997",25086
"21179_1997",26087
"21069_1997",27102
"21083_1997",28320
"21076_1997",26356
"21017_1997",18197
"21106_1997",21350
"21172_1997",24792
"21118_1997",19570
"21050_1997",19065
"21149_1997",12665
"21205_1997",18192
"21195_1997",20669
"21116_1997",18614
"21109_1997",17998
"21153_1997",16092
"21090_1997",14089
"21189_1997",16529
"21047_1997",20285
"21013_1997",14534
"21169_1997",17333
"21161_1997",15485
"21217_1997",18693
"21065_1997",15070
"21035_1997",17905
"21048_1997",17281
"21134_1997",15828
"21058_1997",17599
"21183_1997",16746
"21212_1997",19207
"21111_1997",18166
"21099_1997",16708
"21072_1997",14735
"21108_1997",13449
"21188_1997",16332
"21178_1997",16798
"21163_1997",14187
"21067_1997",14303
"21170_1997",14987
"21214_1997",12616
"21064_1997",16117
"21049_1997",12012
"21211_1997",13053
"21124_1997",12466
"21044_1997",14022
"21006_1997",12136
"21078_1997",10961
"21063_1997",12641
"21144_1997",9387
"21117_1997",13929
"21026_1997",12995
"21036_1997",11782
"21145_1997",12275
"21213_1997",11940
"21089_1997",12302
"21086_1997",12539
"21129_1997",10828
"21087_1997",12150
"21075_1997",9476
"21175_1997",9326
"21202_1997",11656
"21157_1997",12283
"21107_1997",11209
"21061_1997",9758
"21102_1997",9977
"21093_1997",9991
"21136_1997",8886
"21022_1997",11473
"21152_1997",10971
"21138_1997",10107
"21167_1997",9291
"21008_1997",8584
"21191_1997",9569
"21091_1997",8820
"21122_1997",8481
"21040_1997",6618
"21038_1997",6014
"21100_1997",9556
"21137_1997",8189
"21112_1997",9462
"21073_1997",9309
"21023_1997",7650
"21039_1997",8705
"21070_1997",7606
"21148_1997",8433
"21002_1997",9068
"21125_1997",6613
"21209_1997",8431
"21166_1997",8494
"21016_1997",7590
"21082_1997",6450
"21128_1997",6449
"21185_1997",8237
"21025_1997",7331
"21176_1997",8052
"21151_1997",6778
"21068_1997",7592
"21204_1997",6494
"21057_1997",6792
"21066_1997",7523
"21046_1997",5064
"21158_1997",7025
"21060_1997",5232
"21150_1997",6952
"21193_1997",6039
"21181_1997",5193
"21020_1997",5385
"21084_1997",5716
"21155_1997",5793
"21168_1997",5773
"21012_1997",6606
"21184_1997",6143
"21098_1997",6088
"21203_1997",4775
"21192_1997",5873
"21147_1997",5570
"21187_1997",5949
"21126_1997",4993
"21103_1997",5077
"21113_1997",5551
"21173_1997",4916
"21077_1997",4900
"21210_1997",5017
"21120_1997",4085
"21079_1997",4388
"21092_1997",4817
"21159_1997",5055
"21027_1997",4942
"21055_1997",4754
"21014_1997",4440
"21182_1997",3852
"21105_1997",4848
"21088_1997",4699
"21215_1997",4029
"21033_1997",4561
"21062_1997",4861
"21123_1997",4382
"21081_1997",4424
"21206_1997",4324
"21127_1997",4264
"21200_1997",4287
"21162_1997",3589
"21042_1997",3808
"21029_1997",3667
"21007_1997",3487
"21101_1997",3515
"21018_1997",3291
"21130_1997",3712
"21141_1997",3577
"21031_1997",3318
"21139_1997",3460
"21160_1997",3257
"21171_1997",2771
"21201_1997",3198
"21005_1997",3119
"21080_1997",2621
"21216_1997",2950
"21096_1997",2373
"21059_1997",2528
"21028_1997",2070
"21009_1997",2559
"21037_1997",2289
"21097_1997",1960
"21056_1997",1718
"21032_1997",1835
"21011_1997",1793
"21196_1997",1526
"21024_1997",1186
"21198_1997",1254
"21021_1997",1240
"21052_1997",1179
"21121_1997",1174
"21165_1997",1210
"21190_1997",1103
"21133_1997",919
"21030_1997",874
"21146_1997",768
"21131_1997",689
"21095_1997",521
"21135_1997",680
"22014_1997",590743
"22016_1997",164383
"22006_1997",65352
"22011_1997",64759
"22017_1997",47411
"22004_1997",51701
"22012_1997",47557
"22005_1997",44786
"22001_1997",52041
"22007_1997",26384
"22008_1997",27718
"22018_1997",20509
"22002_1997",27034
"22009_1997",22131
"22013_1997",17262
"22010_1997",19103
"22003_1997",12986
"22015_1997",7560
"23005_1997",351125
"23004_1997",204471
"23008_1997",39532
"23001_1997",52766
"23002_1997",57707
"23010_1997",NA
"23006_1997",30175
"23009_1997",NA
"23007_1997",19121
"23003_1997",9697
"24028_1997",643117
"24035_1997",165615
"24013_1997",144599
"24037_1997",85661
"24020_1997",76747
"24024_1997",88950
"24021_1997",47638
"24054_1997",47866
"24050_1997",39588
"24003_1997",39885
"24010_1997",30402
"24011_1997",38980
"24016_1997",39267
"24032_1997",38087
"24040_1997",35953
"24049_1997",33250
"24053_1997",31348
"24025_1997",24910
"24057_1997",27338
"24036_1997",27163
"24017_1997",26316
"24055_1997",21523
"24029_1997",22728
"24008_1997",21064
"24058_1997",18510
"24015_1997",21268
"24012_1997",19704
"24022_1997",19281
"24041_1997",17220
"24001_1997",18923
"24007_1997",16686
"24005_1997",18466
"24023_1997",16367
"24046_1997",14205
"24014_1997",17018
"24038_1997",16193
"24018_1997",13190
"24051_1997",15426
"24039_1997",13474
"24056_1997",13590
"24042_1997",13238
"24034_1997",13803
"24045_1997",14556
"24033_1997",13009
"24052_1997",11494
"24047_1997",10692
"24006_1997",10621
"24031_1997",10717
"24027_1997",10690
"24043_1997",9634
"24026_1997",8851
"24002_1997",8603
"24044_1997",7914
"24030_1997",7170
"24019_1997",6935
"24004_1997",5260
"24048_1997",5090
"24009_1997",3209
"25006_1997",715569
"25012_1997",366605
"25001_1997",347811
"25011_1997",269419
"25018_1997",137516
"25010_1997",89915
"25017_1997",88173
"25015_1997",72883
"25009_1997",49857
"25008_1997",39843
"25014_1997",48713
"25013_1997",51240
"25002_1997",45760
"25003_1997",39262
"25007_1997",33472
"25004_1997",27796
"25016_1997",26965
"25005_1997",17491
"26030_1997",578898
"26018_1997",349607
"26043_1997",143446
"26055_1997",137765
"26042_1997",137940
"26029_1997",132890
"26017_1997",66526
"26002_1997",58486
"26033_1997",75941
"26026_1997",69322
"26048_1997",28699
"26025_1997",49154
"26019_1997",30384
"26036_1997",23077
"26003_1997",25702
"26012_1997",21525
"26071_1997",NA
"26070_1997",10694
"26058_1997",13435
"26072_1997",NA
"26041_1997",14263
"26035_1997",9400
"26066_1997",9945
"26004_1997",7181
"26047_1997",9068
"26056_1997",4880
"26027_1997",7102
"26052_1997",6881
"26023_1997",6461
"26039_1997",5090
"26051_1997",5744
"26016_1997",5961
"26069_1997",6096
"26020_1997",4990
"26038_1997",4132
"26014_1997",3705
"26006_1997",3541
"26049_1997",3618
"26045_1997",2971
"26063_1997",1582
"26001_1997",2325
"26060_1997",2275
"26040_1997",2343
"26021_1997",2356
"26067_1997",1967
"26064_1997",1841
"26061_1997",1813
"26059_1997",1492
"26065_1997",1854
"26057_1997",1813
"26050_1997",1653
"26037_1997",1730
"26010_1997",1465
"26005_1997",1522
"26015_1997",1388
"26013_1997",1553
"26068_1997",1656
"26011_1997",1611
"26031_1997",1231
"26008_1997",1367
"26009_1997",1110
"26062_1997",1256
"26028_1997",1249
"26034_1997",1135
"26032_1997",1000
"26022_1997",923
"26024_1997",814
"26007_1997",753
"26054_1997",295
"26044_1997",492
"26053_1997",408
"26046_1997",410
"27004_1997",486662
"27002_1997",209702
"27005_1997",159604
"27008_1997",156163
"27012_1997",127296
"27006_1997",100310
"27013_1997",72761
"27003_1997",81649
"27014_1997",67412
"27010_1997",66032
"27001_1997",54159
"27017_1997",55547
"27016_1997",43900
"27015_1997",39197
"27009_1997",31910
"27007_1997",26071
"27011_1997",25957
"28032_1997",368222
"28022_1997",384435
"28027_1997",288877
"28041_1997",251429
"28038_1997",285423
"28003_1997",119161
"28009_1997",175499
"28033_1997",101898
"28021_1997",114896
"28040_1997",56578
"28035_1997",56953
"28012_1997",42002
"28039_1997",27992
"28002_1997",28465
"28025_1997",23669
"28016_1997",25471
"28037_1997",24235
"28043_1997",22798
"28019_1997",18595
"28015_1997",15909
"28007_1997",15884
"28013_1997",15390
"28001_1997",13783
"28017_1997",13375
"28029_1997",14011
"28030_1997",14124
"28034_1997",10103
"28004_1997",9445
"28011_1997",8903
"28018_1997",8770
"28006_1997",7920
"28042_1997",7343
"28024_1997",6472
"28005_1997",5632
"28023_1997",5682
"28008_1997",4786
"28014_1997",4147
"28026_1997",3363
"28028_1997",3223
"28020_1997",3014
"28010_1997",2418
"28031_1997",1845
"28036_1997",1040
"29033_1997",67177
"29013_1997",61992
"29005_1997",64593
"29025_1997",51080
"29010_1997",54910
"29006_1997",35716
"29044_1997",31104
"29034_1997",31981
"29018_1997",27562
"29015_1997",29385
"29043_1997",18590
"29031_1997",20511
"29041_1997",20823
"29024_1997",21785
"29023_1997",20555
"29028_1997",16477
"29039_1997",16023
"29036_1997",15628
"29019_1997",13367
"29026_1997",12130
"29048_1997",12762
"29021_1997",14548
"29007_1997",12051
"29004_1997",12784
"29029_1997",8804
"29038_1997",8205
"29032_1997",10455
"29008_1997",10430
"29002_1997",11246
"29030_1997",10788
"29014_1997",12518
"29042_1997",9775
"29027_1997",9811
"29001_1997",7339
"29050_1997",8680
"29017_1997",7773
"29040_1997",7110
"29020_1997",6788
"29037_1997",8040
"29058_1997",6998
"29012_1997",6999
"29056_1997",5515
"29053_1997",5525
"29059_1997",4695
"29016_1997",5753
"29022_1997",4295
"29003_1997",4965
"29045_1997",4548
"29052_1997",4595
"29035_1997",4415
"29054_1997",4305
"29049_1997",4203
"29009_1997",4030
"29060_1997",3176
"29011_1997",3898
"29046_1997",3188
"29057_1997",3695
"29051_1997",3211
"29055_1997",2867
"29047_1997",2222
"30193_1997",437753
"30087_1997",357258
"30039_1997",262312
"30044_1997",172121
"30108_1997",181272
"30131_1997",153884
"30124_1997",170821
"30141_1997",139378
"30189_1997",127219
"30028_1997",135357
"30048_1997",76281
"30118_1997",116074
"30102_1997",115770
"30174_1997",89826
"30160_1997",104414
"30155_1997",91590
"30123_1997",92301
"30175_1997",81431
"30038_1997",71656
"30003_1997",79000
"30061_1997",74445
"30045_1997",68375
"30065_1997",42030
"30105_1997",33746
"30128_1997",52743
"30085_1997",54401
"30068_1997",44190
"30010_1997",50547
"30109_1997",60183
"30183_1997",50095
"30071_1997",43114
"30058_1997",59812
"30047_1997",39882
"30133_1997",48951
"30143_1997",54529
"30173_1997",50282
"30040_1997",37800
"30083_1997",48054
"30011_1997",48891
"30130_1997",51381
"30023_1997",46935
"30032_1997",44743
"30204_1997",45468
"30207_1997",45381
"30014_1997",36459
"30086_1997",30734
"30201_1997",37239
"30004_1997",40853
"30077_1997",37666
"30073_1997",40155
"30030_1997",38408
"30138_1997",39050
"30089_1997",39117
"30094_1997",34100
"30092_1997",27789
"30115_1997",30831
"30181_1997",36662
"30101_1997",27206
"30161_1997",35902
"30149_1997",28319
"30015_1997",33417
"30142_1997",33203
"30026_1997",25329
"30126_1997",30588
"30144_1997",28946
"30125_1997",25766
"30191_1997",27967
"30206_1997",27197
"30211_1997",NA
"30151_1997",26956
"30210_1997",NA
"30091_1997",27476
"30009_1997",27274
"30013_1997",26806
"30069_1997",27437
"30034_1997",26109
"30053_1997",22888
"30148_1997",27418
"30066_1997",24467
"30016_1997",23473
"30127_1997",15375
"30025_1997",20648
"30159_1997",16539
"30121_1997",25332
"30070_1997",22457
"30158_1997",25710
"30169_1997",25141
"30081_1997",10408
"30033_1997",23708
"30208_1997",NA
"30117_1997",21615
"30021_1997",23114
"30100_1997",20569
"30147_1997",15418
"30135_1997",13465
"30080_1997",18741
"30006_1997",16721
"30104_1997",19373
"30051_1997",20973
"30134_1997",19203
"30112_1997",17416
"30205_1997",19908
"30072_1997",18541
"30022_1997",16094
"30062_1997",14622
"30049_1997",18472
"30172_1997",19636
"30097_1997",20548
"30192_1997",19153
"30157_1997",19421
"30043_1997",15341
"30132_1997",13782
"30075_1997",17821
"30095_1997",18171
"30182_1997",10410
"30067_1997",10164
"30129_1997",17938
"30099_1997",14341
"30111_1997",17106
"30196_1997",16729
"30027_1997",15689
"30122_1997",13463
"30188_1997",14387
"30031_1997",14243
"30050_1997",14304
"30060_1997",14346
"30116_1997",13408
"30093_1997",12855
"30164_1997",14384
"30145_1997",11583
"30046_1997",14673
"30059_1997",13989
"30120_1997",12169
"30178_1997",15088
"30024_1997",12458
"30082_1997",13563
"30063_1997",15411
"30209_1997",NA
"30203_1997",11835
"30168_1997",11171
"30167_1997",13466
"30202_1997",11910
"30057_1997",12353
"30152_1997",13211
"30154_1997",13808
"30055_1997",13174
"30078_1997",12955
"30076_1997",12628
"30197_1997",12658
"30200_1997",11867
"30029_1997",10759
"30212_1997",NA
"30054_1997",12137
"30103_1997",9558
"30052_1997",10967
"30035_1997",11489
"30194_1997",7617
"30150_1997",11638
"30110_1997",7647
"30180_1997",10786
"30079_1997",9267
"30177_1997",8539
"30090_1997",9460
"30199_1997",8364
"30170_1997",8557
"30020_1997",7590
"30114_1997",9678
"30036_1997",6862
"30008_1997",8818
"30166_1997",8274
"30001_1997",7300
"30037_1997",6680
"30165_1997",7226
"30136_1997",4920
"30012_1997",7414
"30184_1997",5758
"30198_1997",6970
"30074_1997",5635
"30153_1997",6702
"30186_1997",5964
"30056_1997",6577
"30162_1997",5375
"30019_1997",5296
"30007_1997",5675
"30042_1997",6278
"30084_1997",6216
"30139_1997",6040
"30137_1997",3833
"30156_1997",4306
"30119_1997",5369
"30187_1997",4671
"30163_1997",5322
"30195_1997",4287
"30005_1997",4867
"30171_1997",4294
"30185_1997",3465
"30088_1997",4476
"30176_1997",4613
"30106_1997",3680
"30113_1997",3803
"30017_1997",3812
"30179_1997",3174
"30064_1997",3299
"30146_1997",2913
"30002_1997",2650
"30098_1997",2056
"30140_1997",1940
"30107_1997",2320
"30041_1997",1752
"30190_1997",2176
"30018_1997",1683
"30096_1997",1530
"31050_1997",671344
"31041_1997",35408
"31102_1997",54168
"31096_1997",62496
"31059_1997",45792
"31101_1997",47167
"31079_1997",33505
"31089_1997",31716
"31019_1997",23210
"31052_1997",28434
"31038_1997",25058
"31056_1997",24586
"31040_1997",23378
"31058_1997",21181
"31048_1997",18613
"31033_1997",16654
"31093_1997",14958
"31076_1997",13983
"31002_1997",12759
"31032_1997",12438
"31085_1997",11901
"31104_1997",12392
"31098_1997",12331
"31053_1997",11632
"31091_1997",9011
"31003_1997",8967
"31013_1997",7244
"31080_1997",8105
"31067_1997",8212
"31069_1997",7729
"31006_1997",7832
"31021_1997",6115
"31027_1997",7755
"31011_1997",5548
"31057_1997",7578
"31036_1997",6096
"31090_1997",5593
"31007_1997",6152
"31084_1997",6560
"31044_1997",5350
"31092_1997",5188
"31055_1997",5128
"31075_1997",4855
"31001_1997",5289
"31029_1997",5750
"31034_1997",5386
"31035_1997",5563
"31004_1997",4962
"31047_1997",4680
"31042_1997",5338
"31095_1997",4733
"31025_1997",4234
"31037_1997",4249
"31015_1997",4214
"31087_1997",4087
"31063_1997",4251
"31073_1997",2959
"31009_1997",4806
"31062_1997",3969
"31094_1997",3875
"31023_1997",4004
"31017_1997",4066
"31020_1997",3455
"31022_1997",3442
"31008_1997",3961
"31039_1997",3006
"31099_1997",2872
"31066_1997",3345
"31078_1997",3938
"31070_1997",3751
"31012_1997",3584
"31074_1997",3580
"31030_1997",3442
"31082_1997",3345
"31049_1997",2373
"31097_1997",3627
"31100_1997",2836
"31026_1997",3216
"31061_1997",2928
"31103_1997",2882
"31024_1997",2876
"31051_1997",2591
"31081_1997",2626
"31046_1997",2709
"31018_1997",2818
"31068_1997",3032
"31043_1997",2052
"31105_1997",2295
"31016_1997",2272
"31031_1997",2795
"31054_1997",2526
"31028_1997",2295
"31077_1997",2315
"31010_1997",2054
"31045_1997",2214
"31086_1997",2166
"31106_1997",2016
"31005_1997",1983
"31088_1997",2014
"31072_1997",1879
"31065_1997",1717
"31083_1997",1483
"31071_1997",1550
"31064_1997",1470
"31014_1997",1272
"31060_1997",1040
"32010_1997",179399
"32017_1997",108138
"32056_1997",120779
"32038_1997",63894
"32042_1997",63787
"32039_1997",60064
"32020_1997",55606
"32024_1997",37696
"32005_1997",29152
"32036_1997",36989
"32049_1997",35849
"32055_1997",32064
"32051_1997",32351
"32034_1997",30046
"32048_1997",23584
"32014_1997",24677
"32019_1997",23717
"32029_1997",21280
"32016_1997",21660
"32040_1997",21372
"32026_1997",19665
"32022_1997",19786
"32057_1997",NA
"32054_1997",16188
"32052_1997",13849
"32037_1997",13780
"32035_1997",13601
"32044_1997",15540
"32009_1997",12571
"32023_1997",12756
"32007_1997",12219
"32025_1997",11460
"32053_1997",11715
"32008_1997",10561
"32032_1997",9403
"32031_1997",9761
"32046_1997",8842
"32047_1997",9265
"32050_1997",7071
"32045_1997",9104
"32006_1997",8846
"32012_1997",8144
"32001_1997",7443
"32033_1997",5872
"32013_1997",5346
"32018_1997",5517
"32021_1997",5160
"32002_1997",4805
"32004_1997",4305
"32003_1997",3362
"32011_1997",3644
"32041_1997",3502
"32027_1997",2793
"32028_1997",3093
"32030_1997",3099
"32015_1997",2090
"32058_1997",NA
"32043_1997",1409
"01001_1998",618461
"01005_1998",60060
"01003_1998",51437
"01007_1998",40469
"01006_1998",33212
"01002_1998",36950
"01011_1998",19142
"01009_1998",16374
"01010_1998",14898
"01004_1998",12424
"01008_1998",7214
"02004_1998",1117843
"02002_1998",736399
"02001_1998",347471
"02003_1998",71331
"02005_1998",56063
"03008_1998",90044
"03003_1998",190978
"03001_1998",64748
"03002_1998",45979
"03009_1998",11045
"04002_1998",211864
"04003_1998",175082
"04004_1998",74215
"04009_1998",51808
"04001_1998",45634
"04011_1998",NA
"04006_1998",35063
"04005_1998",24289
"04010_1998",NA
"04008_1998",8083
"04007_1998",8198
"05030_1998",557473
"05035_1998",520831
"05018_1998",192132
"05025_1998",123196
"05002_1998",97874
"05017_1998",90492
"05033_1998",89562
"05027_1998",38451
"05010_1998",65472
"05020_1998",62860
"05028_1998",51875
"05009_1998",46872
"05024_1998",43325
"05032_1998",40374
"05022_1998",21977
"05006_1998",22286
"05031_1998",20041
"05004_1998",19186
"05003_1998",20526
"05036_1998",19184
"05007_1998",12447
"05023_1998",12571
"05038_1998",12559
"05011_1998",11551
"05014_1998",9564
"05034_1998",6245
"05019_1998",7008
"05021_1998",6041
"05037_1998",6187
"05026_1998",3610
"05008_1998",2807
"05012_1998",2087
"05029_1998",1985
"05016_1998",1801
"05005_1998",1691
"05013_1998",1370
"05015_1998",1601
"05001_1998",1189
"06007_1998",118236
"06002_1998",126206
"06010_1998",74658
"06009_1998",95902
"06005_1998",26240
"06001_1998",28349
"06003_1998",18650
"06004_1998",18007
"06008_1998",8408
"06006_1998",5277
"07101_1998",414262
"07089_1998",260611
"07059_1998",149937
"07078_1998",125906
"07019_1998",101111
"07031_1998",74492
"07052_1998",91361
"07065_1998",82395
"07108_1998",83491
"07027_1998",59896
"07061_1998",62792
"07097_1998",76496
"07023_1998",56501
"07017_1998",63847
"07107_1998",66500
"07096_1998",54173
"07099_1998",59341
"07034_1998",51295
"07057_1998",57085
"07106_1998",52400
"07077_1998",47722
"07040_1998",48141
"07069_1998",47215
"07012_1998",27726
"07064_1998",39413
"07051_1998",39150
"07020_1998",38828
"07015_1998",37680
"07074_1998",33776
"07041_1998",31326
"07081_1998",30680
"07093_1998",30820
"07094_1998",25055
"07102_1998",33034
"07092_1998",36987
"07111_1998",27588
"07009_1998",38455
"07026_1998",30003
"07079_1998",25024
"07046_1998",35123
"07087_1998",29537
"07080_1998",31774
"07109_1998",25297
"07037_1998",31016
"07013_1998",20406
"07112_1998",23064
"07030_1998",25544
"07100_1998",25107
"07004_1998",20648
"07072_1998",22902
"07032_1998",27337
"07103_1998",23041
"07002_1998",24266
"07068_1998",27960
"07006_1998",24895
"07054_1998",23761
"07071_1998",26231
"07008_1998",22720
"07003_1998",25350
"07075_1998",20446
"07044_1998",17649
"07076_1998",20364
"07086_1998",15125
"07049_1998",15881
"07038_1998",18541
"07039_1998",19088
"07014_1998",15038
